Date,AMG
2010-11-29,89.056114275634
2010-11-30,87.20057072738
2010-12-01,90.193382901984
2010-12-02,93.216123198334
2010-12-03,93.864565836165
2010-12-06,94.343415784102
2010-12-07,94.822265732038
2010-12-08,95.789941668493
2010-12-09,96.627929077383
2010-12-10,98.263999732833
2010-12-13,96.46831242807
2010-12-14,95.590420856853
2010-12-15,96.548120752726
2010-12-16,98.293927854579
2010-12-17,99.022178817066
2010-12-20,99.161843385214
2010-12-21,101.61594936839
2010-12-22,100.89767444648
2010-12-23,99.570861049077
2010-12-27,99.840214144791
2010-12-28,99.501028765002
2010-12-29,99.471100643256
2010-12-30,98.543328869129
2010-12-31,98.982274654738
2011-01-03,100.43877657971
2011-01-04,98.782753843098
2011-01-05,99.012202776484
2011-01-06,99.760405820135
2011-01-07,99.351388156272
2011-01-10,103.00261900929
2011-01-11,102.54372114252
2011-01-12,104.2695761632
2011-01-13,105.61634164178
2011-01-14,104.51897717776
2011-01-18,103.73086997178
2011-01-19,101.87532642352
2011-01-20,99.949950591193
2011-01-21,100.20932764633
2011-01-24,100.71810571601
2011-01-25,99.3912923186
2011-01-26,101.12712337987
2011-01-27,104.3294324067
2011-01-28,101.52616500315
2011-01-31,101.58602124664
2011-02-01,99.770381860717
2011-02-02,100.169423484
2011-02-03,98.782753843098
2011-02-04,99.511004805584
2011-02-07,101.58602124664
2011-02-08,100.91762652765
2011-02-09,101.2767639886
2011-02-10,104.23964804146
2011-02-11,108.33980072067
2011-02-14,109.86613492971
2011-02-15,109.43716518469
2011-02-16,111.63189411273
2011-02-17,111.12311604305
2011-02-18,111.93117533019
2011-02-22,106.96310712035
2011-02-23,104.0501032704
2011-02-24,104.35936052844
2011-02-25,106.74363422754
2011-02-28,106.49423321299
2011-03-01,103.51139707897
2011-03-02,104.21969596029
2011-03-03,109.01817148024
2011-03-04,107.16262793199
2011-03-07,104.69854590823
2011-03-08,106.38449676659
2011-03-09,106.88329879569
2011-03-10,103.78075017469
2011-03-11,104.74842611114
2011-03-14,102.50381698019
2011-03-15,100.45872866088
2011-03-16,98.174215367595
2011-03-17,98.333832016907
2011-03-18,99.929998510029
2011-03-21,103.06247525278
2011-03-22,104.84818651696
2011-03-23,104.98785108511
2011-03-24,105.98545514331
2011-03-25,105.53653331712
2011-03-28,105.38689270839
2011-03-29,106.02535930564
2011-03-30,108.18018407135
2011-03-31,109.10795584548
2011-04-01,110.58440985162
2011-04-04,111.79151076204
2011-04-05,111.31266081411
2011-04-06,111.43237330109
2011-04-07,111.54210974749
2011-04-08,109.47706934702
2011-04-11,105.49662915479
2011-04-12,103.43158875432
2011-04-13,103.46151687606
2011-04-14,102.29432012797
2011-04-15,104.1598397168
2011-04-18,101.57604520606
2011-04-19,101.20693170453
2011-04-20,103.01259504987
2011-04-21,105.89567077807
2011-04-25,104.90804276045
2011-04-26,109.86613492971
2011-04-27,109.03812356141
2011-04-28,109.2077162513
2011-04-29,108.8186506686
2011-05-02,108.33980072067
2011-05-03,105.96550306215
2011-05-04,104.76837819231
2011-05-05,103.99024702691
2011-05-06,104.46909697485
2011-05-09,105.05768336918
2011-05-10,106.78353838987
2011-05-11,105.05768336918
2011-05-12,105.99543118389
2011-05-13,103.86055849934
2011-05-16,102.41403261495
2011-05-17,101.06726713638
2011-05-18,102.75321799474
2011-05-19,105.34698854606
2011-05-20,104.40924073135
2011-05-23,103.32185230791
2011-05-24,103.271972105
2011-05-25,103.3318283485
2011-05-26,103.38170855141
2011-05-27,104.67859382707
2011-05-31,105.47667707363
2011-06-01,99.610765211405
2011-06-02,99.959926631775
2011-06-03,97.835029987806
2011-06-06,93.994254363731
2011-06-07,94.403272027594
2011-06-08,94.363367865266
2011-06-09,95.809893749658
2011-06-10,95.809893749658
2011-06-13,95.291139639393
2011-06-14,97.685389379076
2011-06-15,95.750037506165
2011-06-16,95.021786543678
2011-06-17,95.829845830822
2011-06-20,96.208935372938
2011-06-21,99.770381860717
2011-06-22,98.293927854579
2011-06-23,98.303903895161
2011-06-24,95.879726033732
2011-06-27,97.35618003987
2011-06-28,99.19177150696
2011-06-29,100.78793800008
2011-06-30,101.20693170453
2011-07-01,103.95034286458
2011-07-05,103.69096580945
2011-07-06,104.36933656903
2011-07-07,108.25001635543
2011-07-08,105.72607808818
2011-07-11,101.46630875966
2011-07-12,100.59839322902
2011-07-13,101.06726713638
2011-07-14,99.44117252151
2011-07-15,99.790333941881
2011-07-18,97.775173744314
2011-07-19,99.421220440346
2011-07-20,99.920022469447
2011-07-21,103.10237941511
2011-07-22,103.36175647024
2011-07-25,101.9451587076
2011-07-26,106.66382590289
2011-07-27,102.82305027881
2011-07-28,103.61115748479
2011-07-29,104.08003139215
2011-08-01,102.33422429029
2011-08-02,97.296323796378
2011-08-03,99.650669373733
2011-08-04,92.378135789445
2011-08-05,90.02379021209
2011-08-08,79.628755925632
2011-08-09,87.858989405793
2011-08-10,81.773604650765
2011-08-11,86.482295805475
2011-08-12,86.751648901189
2011-08-15,89.724508994629
2011-08-16,87.270403011454
2011-08-17,85.394907382035
2011-08-18,77.204578064202
2011-08-19,76.915272887324
2011-08-22,77.04496141489
2011-08-23,81.374563027484
2011-08-24,82.811112871294
2011-08-25,81.55413175796
2011-08-26,83.888525254151
2011-08-29,87.44997174193
2011-08-30,86.661864535951
2011-08-31,86.95116971283
2011-09-01,84.556919973146
2011-09-02,81.723724447854
2011-09-06,80.097629832986
2011-09-07,85.105602205157
2011-09-08,82.94080139886
2011-09-09,81.045353688278
2011-09-12,81.55413175796
2011-09-13,82.54175977558
2011-09-14,84.507039770236
2011-09-15,87.3003311332
2011-09-16,87.509827985422
2011-09-19,85.355003219707
2011-09-20,84.197782512194
2011-09-21,80.586455821505
2011-09-22,78.341846690552
2011-09-23,79.61877988505
2011-09-26,82.501855613252
2011-09-27,84.646704338384
2011-09-28,79.81830069669
2011-09-29,82.811112871294
2011-09-30,77.862996742615
2011-10-03,72.705383761714
2011-10-04,77.334266591769
2011-10-05,78.212158162986
2011-10-06,80.007845467748
2011-10-07,77.663475930975
2011-10-10,83.619172158437
2011-10-11,84.437207486162
2011-10-12,86.941193672248
2011-10-13,83.918453375897
2011-10-14,85.46473966611
2011-10-17,82.561711856744
2011-10-18,86.592032251877
2011-10-19,84.896105352935
2011-10-20,85.724116721242
2011-10-21,87.240474889708
2011-10-24,90.043742293254
2011-10-25,87.15069052447
2011-10-26,89.465131939497
2011-10-27,97.815077906642
2011-10-28,96.827449889023
2011-10-31,92.388111830027
2011-11-01,88.277983110237
2011-11-02,91.400483812408
2011-11-03,94.074062688387
2011-11-04,93.275979441826
2011-11-07,93.505428375212
2011-11-08,93.874541876747
2011-11-09,88.517408084206
2011-11-10,90.033766252672
2011-11-11,92.567680560503
2011-11-14,91.4603400559
2011-11-15,92.557704519921
2011-11-16,91.789549395106
2011-11-17,88.756833058174
2011-11-18,89.614772548227
2011-11-21,86.212942709761
2011-11-22,85.355003219707
2011-11-23,82.54175977558
2011-11-25,81.643916123198
2011-11-28,87.529780066586
2011-11-29,87.340235295528
2011-11-30,94.343415784102
2011-12-01,92.797129493889
2011-12-02,95.440780248123
2011-12-05,97.934790393626
2011-12-06,96.957138416589
2011-12-07,97.316275877542
2011-12-08,93.355787766482
2011-12-09,95.620348978599
2011-12-12,93.116362792514
2011-12-13,91.131130716693
2011-12-14,90.003838130926
2011-12-15,90.233287064312
2011-12-16,91.310699447169
2011-12-19,89.455155898915
2011-12-20,94.453152230504
2011-12-21,94.922026137858
2011-12-22,95.939582277224
2011-12-23,96.508216590398
2011-12-27,96.548120752726
2011-12-28,94.163847053625
2011-12-29,96.707737402039
2011-12-30,95.720109384419
2012-01-03,97.276371715213
2012-01-04,97.565676892092
2012-01-05,97.994646637118
2012-01-06,97.785149784896
2012-01-09,99.750429779553
2012-01-10,102.23446388447
2012-01-11,100.79791404066
2012-01-12,99.690573536061
2012-01-13,98.403664300981
2012-01-17,97.795125825478
2012-01-18,98.932394451828
2012-01-19,100.95753068998
2012-01-20,100.89767444648
2012-01-23,100.53853698553
2012-01-24,101.20693170453
2012-01-25,101.4463566785
2012-01-26,102.36415241204
2012-01-27,101.92520662643
2012-01-30,100.31906409273
2012-01-31,100.26918388982
2012-02-01,103.1622356586
2012-02-02,103.60118144421
2012-02-03,107.4319810277
2012-02-06,106.33461656368
2012-02-07,107.34219666247
2012-02-08,107.17260397257
2012-02-09,106.48425717241
2012-02-10,105.34698854606
2012-02-13,106.12511971146
2012-02-14,104.86813859813
2012-02-15,104.25960012262
2012-02-16,106.69375402463
2012-02-17,106.97308316093
2012-02-21,106.42440092892
2012-02-22,104.7184979894
2012-02-23,105.90564681866
2012-02-24,106.81346651162
2012-02-27,107.12272376966
2012-02-28,106.47428113183
2012-02-29,106.13509575204
2012-03-01,107.73126224516
2012-03-02,107.37212478421
2012-03-05,106.86334671453
2012-03-06,104.17979179797
2012-03-07,105.87571869691
2012-03-08,106.80349047104
2012-03-09,109.08800376432
2012-03-12,107.59159767702
2012-03-13,111.80148680263
2012-03-14,111.33261289527
2012-03-15,112.44992944046
2012-03-16,111.86134304612
2012-03-19,112.79909086083
2012-03-20,111.32263685469
2012-03-21,111.92119928961
2012-03-22,110.21529635008
2012-03-23,110.50460152696
2012-03-26,112.94873146956
2012-03-27,112.34019299405
2012-03-28,112.01098365485
2012-03-29,110.69414629802
2012-03-30,111.54210974749
2012-04-02,113.2579887276
2012-04-03,114.91401146421
2012-04-04,113.00858771305
2012-04-05,112.90882730723
2012-04-09,110.35496091823
2012-04-10,106.65384986231
2012-04-11,107.31226854072
2012-04-12,110.47467340522
2012-04-13,108.03054346262
2012-04-16,107.85097473215
2012-04-17,110.24522447183
2012-04-18,112.48983360278
2012-04-19,111.74163055913
2012-04-20,111.27275665178
2012-04-23,110.12551198485
2012-04-24,110.65424213569
2012-04-25,113.18815644352
2012-04-26,113.62710222913
2012-04-27,114.06604801474
2012-04-30,113.34777309284
2012-05-01,112.49980964337
2012-05-02,111.15304416479
2012-05-03,108.71889026278
2012-05-04,106.98305920151
2012-05-07,106.61394569998
2012-05-08,105.23725209966
2012-05-09,105.34698854606
2012-05-10,105.24722814024
2012-05-11,106.49423321299
2012-05-14,105.57643747945
2012-05-15,103.84060641818
2012-05-16,104.58880946183
2012-05-17,101.68578165246
2012-05-18,99.929998510029
2012-05-21,102.52376906135
2012-05-22,103.14228357744
2012-05-23,103.03254713104
2012-05-24,103.5513012413
2012-05-25,103.22209190209
2012-05-29,106.92320295802
2012-05-30,102.82305027881
2012-05-31,102.82305027881
2012-06-01,97.635509176166
2012-06-04,95.769989587329
2012-06-05,98.214119529923
2012-06-06,101.43638063791
2012-06-07,102.98266692813
2012-06-08,103.51139707897
2012-06-11,101.46630875966
2012-06-12,102.2743680468
2012-06-13,101.10717129871
2012-06-14,102.24443992506
2012-06-15,103.78075017469
2012-06-18,103.54132520072
2012-06-19,106.33461656368
2012-06-20,106.11514367088
2012-06-21,102.48386489902
2012-06-22,103.57125332246
2012-06-25,100.81786612183
2012-06-26,102.53374510193
2012-06-27,104.09000743273
2012-06-28,105.24722814024
2012-06-29,109.18776417014
2012-07-02,110.30508071532
2012-07-03,111.18297228654
2012-07-05,110.68417025744
2012-07-06,108.71889026278
2012-07-09,107.73126224516
2012-07-10,107.18258001315
2012-07-11,107.56166955527
2012-07-12,106.00540722448
2012-07-13,109.8162547268
2012-07-16,109.02814752083
2012-07-17,109.35735686003
2012-07-18,110.16541614717
2012-07-19,109.78632660506
2012-07-20,107.37212478421
2012-07-23,105.72607808818
2012-07-24,103.59120540363
2012-07-25,103.08242733395
2012-07-26,105.05768336918
2012-07-27,108.50939341056
2012-07-30,108.5991777758
2012-07-31,111.32263685469
2012-08-01,110.99342751548
2012-08-02,110.19534426892
2012-08-03,112.71928253617
2012-08-06,113.57722202622
2012-08-07,116.35056130802
2012-08-08,116.32063318628
2012-08-09,116.23084882104
2012-08-10,115.22326872226
2012-08-13,115.34298120924
2012-08-14,115.79190303543
2012-08-15,116.68974668781
2012-08-16,118.72485896654
2012-08-17,118.85454749411
2012-08-20,117.68735074601
2012-08-21,117.53771013728
2012-08-22,117.807063233
2012-08-23,117.37809348797
2012-08-24,118.27593714035
2012-08-27,117.75718303009
2012-08-28,118.37569754617
2012-08-29,118.14624861279
2012-08-30,116.89924354003
2012-08-31,117.33818932564
2012-09-04,118.35574546501
2012-09-05,117.28830912273
2012-09-06,119.70251094358
2012-09-07,121.35853368019
2012-09-10,121.06922850332
2012-09-11,120.95949205691
2012-09-12,121.578006573
2012-09-13,124.55086666644
2012-09-14,127.28430178591
2012-09-17,126.3465539712
2012-09-18,125.97744046967
2012-09-19,125.96746442908
2012-09-20,124.80026768099
2012-09-21,123.93235215035
2012-09-24,123.77273550104
2012-09-25,121.2986774367
2012-09-26,121.27872535554
2012-09-27,122.84496372691
2012-09-28,122.70529915877
2012-10-01,122.19652108908
2012-10-02,121.6877430194
2012-10-03,122.08678464268
2012-10-04,123.24400535019
2012-10-05,124.01216047501
2012-10-08,122.95470017332
2012-10-09,122.05685652093
2012-10-10,122.48582626596
2012-10-11,122.94472413273
2012-10-12,121.39843784252
2012-10-15,122.62549083411
2012-10-16,124.54089062586
2012-10-17,126.00736859141
2012-10-18,125.58837488697
2012-10-19,124.14184900258
2012-10-22,124.39125001713
2012-10-23,123.87249590686
2012-10-24,123.03450849797
2012-10-25,123.89244798803
2012-10-26,123.84256778512
2012-10-31,126.19691336247
2012-11-01,131.06522116649
2012-11-02,127.50377467871
2012-11-05,127.81303193676
2012-11-06,128.19212147887
2012-11-07,124.32141773305
2012-11-08,124.39125001713
2012-11-09,125.26914158834
2012-11-12,125.43873427824
2012-11-13,124.63067499109
2012-11-14,121.69771905998
2012-11-15,120.47066606839
2012-11-16,121.55805449183
2012-11-19,124.76036351866
2012-11-20,125.81782382035
2012-11-21,126.43633833644
2012-11-23,127.91279234258
2012-11-26,127.88286422083
2012-11-27,127.50377467871
2012-11-28,127.97264858607
2012-11-29,129.15979741533
2012-11-30,128.56123498041
2012-12-03,127.99260066723
2012-12-04,127.43394239464
2012-12-05,127.96267254549
2012-12-06,128.69092350797
2012-12-07,128.31183396586
2012-12-10,127.35413406998
2012-12-11,128.78070787321
2012-12-12,128.88046827903
2012-12-13,127.4538944758
2012-12-14,127.60353508453
2012-12-17,129.80824005316
2012-12-18,131.62387943909
2012-12-19,130.71605974612
2012-12-20,131.98301690004
2012-12-21,131.06522116649
2012-12-24,130.7858920302
2012-12-26,129.34934218639
2012-12-27,128.52133081808
2012-12-28,127.43394239464
2012-12-31,129.83816817491
2013-01-02,134.52690724845
2013-01-03,133.58915943374
2013-01-04,136.7715163794
2013-01-07,136.97103719105
2013-01-08,136.82139658231
2013-01-09,137.81900064052
2013-01-10,138.41756307544
2013-01-11,139.31540672782
2013-01-14,139.47502337713
2013-01-15,140.33296286718
2013-01-16,139.70447231052
2013-01-17,140.81181281512
2013-01-18,142.07876996904
2013-01-22,142.75714072861
2013-01-23,142.83694905327
2013-01-24,144.13383432893
2013-01-25,144.58275615512
2013-01-28,144.72242072327
2013-01-29,146.1489945265
2013-01-30,144.25354681591
2013-01-31,143.58515209692
2013-02-01,144.2635228565
2013-02-04,142.72721260687
2013-02-05,144.5927321957
2013-02-06,145.29105503644
2013-02-07,145.89959351195
2013-02-08,146.09911432359
2013-02-11,145.22122275237
2013-02-12,145.40079148285
2013-02-13,146.11906640475
2013-02-14,146.98698193539
2013-02-15,146.15897056708
2013-02-19,148.26391512988
2013-02-20,145.07158214364
2013-02-21,142.78706885036
2013-02-22,146.01930599893
2013-02-25,142.11867413136
2013-02-26,143.21603859539
2013-02-27,145.69009665972
2013-02-28,145.87964143078
2013-03-01,145.67014457856
2013-03-04,146.67772467734
2013-03-05,148.79264528073
2013-03-06,149.65058477078
2013-03-07,149.83015350126
2013-03-08,150.8078054783
2013-03-11,150.42871593618
2013-03-12,149.68051289253
2013-03-13,154.11985095153
2013-03-14,154.80819775169
2013-03-15,154.04004262687
2013-03-18,153.37164790788
2013-03-19,151.49615227846
2013-03-20,153.5811447601
2013-03-21,150.07955451581
2013-03-22,151.12703877692
2013-03-25,151.17691897983
2013-03-26,151.196871061
2013-03-27,150.96742212761
2013-03-28,153.20205521798
2013-04-01,151.68569704952
2013-04-02,152.01490638872
2013-04-03,149.23159106634
2013-04-04,149.24156710692
2013-04-05,147.38602355867
2013-04-08,149.97979410999
2013-04-09,150.64818882899
2013-04-10,153.60109684126
2013-04-11,155.13740709089
2013-04-12,153.39159998904
2013-04-15,147.66535269496
2013-04-16,147.68530477613
2013-04-17,145.36088732052
2013-04-18,143.71484062449
2013-04-19,145.46064772634
2013-04-22,146.43829970338
2013-04-23,148.67293279375
2013-04-24,147.19647878761
2013-04-25,150.54842842317
2013-04-26,149.11187857936
2013-04-29,151.44627207555
2013-04-30,155.30699978079
2013-05-01,150.35888365211
2013-05-02,152.0248824293
2013-05-03,153.24195938031
2013-05-06,155.43668830835
2013-05-07,156.3544840419
2013-05-08,156.36446008248
2013-05-09,156.90316627391
2013-05-10,160.10547530073
2013-05-13,160.65415753275
2013-05-14,164.31536442634
2013-05-15,164.98375914534
2013-05-16,163.73675407259
2013-05-17,166.81935061243
2013-05-20,166.83930269359
2013-05-21,166.80937457185
2013-05-22,163.62701762619
2013-05-23,162.2303719447
2013-05-24,161.59190534745
2013-05-28,166.09109964994
2013-05-29,164.49493315682
2013-05-30,166.89915893709
2013-05-31,163.60706554502
2013-06-03,162.66931773031
2013-06-04,163.33771244931
2013-06-05,159.20763164835
2013-06-06,162.67929377089
2013-06-07,165.7818423919
2013-06-10,168.09628380693
2013-06-11,165.51248929619
2013-06-12,164.48495711624
2013-06-13,169.4430492855
2013-06-14,165.45263305269
2013-06-17,168.31575669973
2013-06-18,169.63259405656
2013-06-19,167.60745781841
2013-06-20,161.08312727777
2013-06-21,159.35727225708
2013-06-24,154.38920404724
2013-06-25,156.20484343317
2013-06-26,157.30220789719
2013-06-27,160.61425337042
2013-06-28,163.54720930153
2013-07-01,161.75152199677
2013-07-02,162.69924585206
2013-07-03,161.60188138804
2013-07-05,165.09349559174
2013-07-08,165.12342371349
2013-07-09,166.01129132529
2013-07-10,165.34289660629
2013-07-11,170.54041374952
2013-07-12,172.0467958774
2013-07-15,175.14934449841
2013-07-16,173.69284257344
2013-07-17,174.56075810407
2013-07-18,176.05716419137
2013-07-19,174.80018307804
2013-07-22,175.71797881159
2013-07-23,174.86003932153
2013-07-24,173.87241130391
2013-07-25,173.51327384296
2013-07-26,174.00209983148
2013-07-29,172.15653232381
2013-07-30,178.63098266153
2013-07-31,179.91789189661
2013-08-01,185.13536112101
2013-08-02,185.29497777032
2013-08-05,185.55435482545
2013-08-06,183.77861960185
2013-08-07,179.76825128788
2013-08-08,179.88796377487
2013-08-09,178.50129413397
2013-08-12,177.6533306845
2013-08-13,180.44662204746
2013-08-14,179.68844296323
2013-08-15,175.62819444635
2013-08-16,175.32891322889
2013-08-19,174.36123729243
2013-08-20,176.68565474804
2013-08-21,174.81015911862
2013-08-22,177.42388175111
2013-08-23,178.4813420528
2013-08-26,177.12460053365
2013-08-27,172.22636460788
2013-08-28,173.79260297926
2013-08-29,174.25150084603
2013-08-30,173.90233942566
2013-09-03,175.23912886365
2013-09-04,177.67328276566
2013-09-05,177.39395362936
2013-09-06,176.40632561174
2013-09-09,179.54877839508
2013-09-10,182.87079990889
2013-09-11,183.17008112635
2013-09-12,182.9206801118
2013-09-13,183.99809249466
2013-09-16,184.93584030937
2013-09-17,185.99330061106
2013-09-18,187.76903583466
2013-09-19,186.75147969529
2013-09-20,186.01325269222
2013-09-23,183.8085477236
2013-09-24,183.85842792651
2013-09-25,182.98053635529
2013-09-26,184.37718203677
2013-09-27,183.49929046556
2013-09-30,182.20240518989
2013-10-01,184.55675076725
2013-10-02,185.39473817614
2013-10-03,185.53440274429
2013-10-04,188.04836497095
2013-10-07,184.84605594413
2013-10-08,182.23233331164
2013-10-09,183.07032072053
2013-10-10,186.9110963446
2013-10-11,188.23790974201
2013-10-14,188.62697532471
2013-10-15,187.28020984614
2013-10-16,189.20558567847
2013-10-17,194.94180901313
2013-10-18,198.07428575588
2013-10-21,198.82248879953
2013-10-22,199.57069184318
2013-10-23,200.11937407519
2013-10-24,200.8376489971
2013-10-25,202.0547259481
2013-10-28,201.35640310736
2013-10-29,201.84522909588
2013-10-30,198.55313570381
2013-10-31,196.96694525127
2013-11-01,197.85481286307
2013-11-04,197.82488474133
2013-11-05,192.7371040445
2013-11-06,199.47093143736
2013-11-07,194.63255175508
2013-11-08,202.02479782636
2013-11-11,200.60820006371
2013-11-12,200.2789907245
2013-11-13,202.4437915308
2013-11-14,201.46613955376
2013-11-15,201.1668583363
2013-11-18,199.44100331561
2013-11-19,197.33605875281
2013-11-20,198.46335133858
2013-11-21,199.93980534471
2013-11-22,200.61817610429
2013-11-25,200.40867925207
2013-11-26,200.19918239985
2013-11-27,200.51841569847
2013-11-29,199.77021265482
2013-12-02,200.29894280567
2013-12-03,199.24148250397
2013-12-04,198.19399824286
2013-12-05,197.59543580794
2013-12-06,202.53357589604
2013-12-09,204.6085923371
2013-12-10,202.30412696265
2013-12-11,198.48330341974
2013-12-12,199.34124290979
2013-12-13,201.46613955376
2013-12-16,203.37156330493
2013-12-17,203.21194665561
2013-12-18,208.90826582794
