Date,AMT
2010-11-29,45.853450119598
2010-11-30,45.627882183157
2010-12-01,46.042927186208
2010-12-02,46.746699147901
2010-12-03,46.539176646376
2010-12-06,46.710608278071
2010-12-07,46.701585560613
2010-12-08,46.079018056038
2010-12-09,45.88051827197
2010-12-10,45.528632291124
2010-12-13,45.122610005531
2010-12-14,45.510586856208
2010-12-15,45.230882615022
2010-12-16,45.104564570616
2010-12-17,44.761701307226
2010-12-20,46.060972621123
2010-12-21,45.763222945021
2010-12-22,45.826381967225
2010-12-23,45.591791313327
2010-12-27,45.871495554513
2010-12-28,45.952700011631
2010-12-29,46.178267948072
2010-12-30,46.439926754343
2010-12-31,46.593312951122
2011-01-03,46.584290233664
2011-01-04,46.439926754343
2011-01-05,45.799313814852
2011-01-06,45.672995770445
2011-01-07,45.564723160954
2011-01-10,45.483518703835
2011-01-11,45.537655008581
2011-01-12,45.745177510106
2011-01-13,45.790291097394
2011-01-14,44.978246526209
2011-01-18,44.653428697735
2011-01-19,44.373724456549
2011-01-20,45.402314246717
2011-01-21,45.582768595869
2011-01-24,46.024881751292
2011-01-25,46.349699579766
2011-01-26,46.86399447485
2011-01-27,46.918130779596
2011-01-28,46.304585992478
2011-01-31,45.889540989428
2011-02-01,46.719630995529
2011-02-02,46.836926322478
2011-02-03,47.531675566714
2011-02-04,48.352742855357
2011-02-07,48.41590187756
2011-02-08,48.975310359932
2011-02-09,49.255014601118
2011-02-10,49.624946016881
2011-02-11,51.185876137048
2011-02-14,50.5362404801
2011-02-15,50.355786130947
2011-02-16,50.184354499253
2011-02-17,49.309150905864
2011-02-18,48.957264925017
2011-02-22,47.802357090442
2011-02-23,46.782790017732
2011-02-24,47.685061763493
2011-02-25,48.506129052136
2011-02-28,48.686583401289
2011-03-01,47.567766436544
2011-03-02,47.170766868409
2011-03-03,48.118152201459
2011-03-04,47.883561547561
2011-03-07,47.892584265019
2011-03-08,47.026403389088
2011-03-09,47.089562411291
2011-03-10,45.817359249767
2011-03-11,45.84442740214
2011-03-14,45.312087072141
2011-03-15,45.131632722988
2011-03-16,45.510586856208
2011-03-17,46.051949903665
2011-03-18,45.672995770445
2011-03-21,42.054886069942
2011-03-22,43.958679453499
2011-03-23,44.63538326282
2011-03-24,44.274474564515
2011-03-25,44.788769459599
2011-03-28,45.113587288073
2011-03-29,45.573745878412
2011-03-30,46.683540125698
2011-03-31,46.755721865359
2011-04-01,47.215880455697
2011-04-04,46.891062627223
2011-04-05,45.781268379937
2011-04-06,45.925631859259
2011-04-07,45.80833653231
2011-04-08,45.366223376886
2011-04-11,45.230882615022
2011-04-12,44.779746742141
2011-04-13,45.438405116547
2011-04-14,45.27599620231
2011-04-15,45.636904900615
2011-04-18,44.716587719938
2011-04-19,44.680496850108
2011-04-20,46.060972621123
2011-04-21,46.295563275021
2011-04-25,46.060972621123
2011-04-26,46.728653712986
2011-04-27,47.703107198409
2011-04-28,47.260994042986
2011-04-29,47.197835020782
2011-05-02,46.503085776546
2011-05-03,47.387312087392
2011-05-04,46.683540125698
2011-05-05,47.784311655527
2011-05-06,47.288062195358
2011-05-09,47.883561547561
2011-05-10,48.442970029933
2011-05-11,48.289583833154
2011-05-12,48.100106766544
2011-05-13,47.766266220612
2011-05-16,47.369266652477
2011-05-17,47.098585128748
2011-05-18,47.062494258918
2011-05-19,46.990312519257
2011-05-20,48.397856442645
2011-05-23,47.955743287222
2011-05-24,48.848992315526
2011-05-25,48.993355794848
2011-05-26,49.823445800948
2011-05-27,49.543741559762
2011-05-31,50.058036454846
2011-06-01,48.839969598068
2011-06-02,49.065537534508
2011-06-03,46.205336100445
2011-06-06,46.710608278071
2011-06-07,46.277517840106
2011-06-08,45.248928049937
2011-06-09,44.978246526209
2011-06-10,45.113587288073
2011-06-13,45.194791745192
2011-06-14,45.754200227564
2011-06-15,45.763222945021
2011-06-16,45.221859897565
2011-06-17,45.294041637226
2011-06-20,45.727132075191
2011-06-21,46.719630995529
2011-06-22,46.86399447485
2011-06-23,47.360243935019
2011-06-24,46.692562843156
2011-06-27,46.79181273519
2011-06-28,46.918130779596
2011-06-29,47.161744150952
2011-06-30,47.215880455697
2011-07-01,48.975310359932
2011-07-05,48.352742855357
2011-07-06,48.488083617221
2011-07-07,48.433947312475
2011-07-08,48.253492963323
2011-07-11,47.874538830103
2011-07-12,47.739198068239
2011-07-13,47.928675134849
2011-07-14,47.20685773824
2011-07-15,48.027925026883
2011-07-18,47.116630563664
2011-07-19,47.739198068239
2011-07-20,47.387312087392
2011-07-21,47.883561547561
2011-07-22,48.109129484001
2011-07-25,47.594834588917
2011-07-26,47.58581187146
2011-07-27,46.214358817902
2011-07-28,47.459493827053
2011-07-29,47.39633480485
2011-08-01,47.369266652477
2011-08-02,45.564723160954
2011-08-03,48.424924595018
2011-08-04,46.024881751292
2011-08-05,45.095541853158
2011-08-08,41.820295416044
2011-08-09,44.391769891464
2011-08-10,42.740612596721
2011-08-11,44.527110653328
2011-08-12,45.294041637226
2011-08-15,46.4489494718
2011-08-16,46.042927186208
2011-08-17,45.88051827197
2011-08-18,43.624838907567
2011-08-19,44.057929345532
2011-08-22,44.130111085193
2011-08-23,45.799313814852
2011-08-24,46.466994906715
2011-08-25,45.573745878412
2011-08-26,46.79181273519
2011-08-29,47.134675998579
2011-08-30,48.00085687451
2011-08-31,48.596356226712
2011-09-01,48.957264925017
2011-09-02,47.946720569764
2011-09-06,47.865516112646
2011-09-07,48.271538398238
2011-09-08,48.19033394112
2011-09-09,47.260994042986
2011-09-12,47.188812303325
2011-09-13,47.730175350781
2011-09-14,48.867037750441
2011-09-15,49.498627972474
2011-09-16,49.534718842304
2011-09-19,49.81442308349
2011-09-20,49.760286778745
2011-09-21,48.812901445695
2011-09-22,47.188812303325
2011-09-23,47.179789585867
2011-09-26,48.271538398238
2011-09-27,49.245991883661
2011-09-28,48.686583401289
2011-09-29,48.352742855357
2011-09-30,48.542219921967
2011-10-03,47.694084480951
2011-10-04,48.731696988577
2011-10-05,49.679082321626
2011-10-06,50.15728634688
2011-10-07,49.561786994677
2011-10-10,50.455036022981
2011-10-11,49.868559388236
2011-10-12,50.012922867558
2011-10-13,49.760286778745
2011-10-14,50.373831565863
2011-10-17,49.688105039084
2011-10-18,50.229468086541
2011-10-19,49.615923299423
2011-10-20,49.670059604169
2011-10-21,50.833990156201
2011-10-24,51.646034727386
2011-10-25,50.482104175354
2011-10-26,50.19337721671
2011-10-27,50.630979013405
2011-10-28,50.815944721286
2011-10-31,49.715173191457
2011-11-01,51.357307768743
2011-11-02,51.158807984675
2011-11-03,51.808443641623
2011-11-04,52.259579514504
2011-11-07,52.629510930266
2011-11-08,52.656579082639
2011-11-09,51.591898422641
2011-11-10,51.095648962472
2011-11-11,52.494170168402
2011-11-14,51.754307336878
2011-11-15,52.701692669927
2011-11-16,51.582875705183
2011-11-17,51.3663304862
2011-11-18,51.212944289421
2011-11-21,50.436990588066
2011-11-22,50.527217762642
2011-11-23,50.0039001501
2011-11-25,50.274581673829
2011-11-28,51.023467222811
2011-11-29,52.097170600267
2011-11-30,53.234032999926
2011-12-01,52.873124301622
2011-12-02,53.306214739587
2011-12-05,53.351328326875
2011-12-06,53.450578218909
2011-12-07,53.504714523655
2011-12-08,52.485147450944
2011-12-09,53.18410219908
2011-12-12,52.78469948586
2011-12-13,52.766544817077
2011-12-14,52.639462135598
2011-12-15,53.374726221299
2011-12-16,53.683355590606
2011-12-19,51.904198049896
2011-12-20,54.282459660437
2011-12-21,53.910288950391
2011-12-22,54.454929013873
2011-12-23,54.863409061485
2011-12-27,55.099419755661
2011-12-28,54.527547689004
2011-12-29,54.999569077356
2011-12-30,54.473083682656
2012-01-03,53.383803555691
2012-01-04,54.155376978958
2012-01-05,54.781713051963
2012-01-06,54.690939708049
2012-01-09,54.845254392703
2012-01-10,55.653137153535
2012-01-11,56.506406586325
2012-01-12,56.687953274152
2012-01-13,56.569947927064
2012-01-17,56.125158541887
2012-01-18,56.660721270978
2012-01-19,56.461019914368
2012-01-20,55.834683841363
2012-01-23,56.107003873104
2012-01-24,56.706107942935
2012-01-25,57.159974662504
2012-01-26,56.415633242411
2012-01-27,57.196284000069
2012-01-30,57.060123984199
2012-01-31,57.650150719638
2012-02-01,57.504913369376
2012-02-02,57.39598535668
2012-02-03,57.523068038159
2012-02-06,57.305212012766
2012-02-07,57.523068038159
2012-02-08,57.958780088945
2012-02-09,57.904316082597
2012-02-10,57.450449363028
2012-02-13,58.104017439207
2012-02-14,58.439878811688
2012-02-15,57.686460057204
2012-02-16,56.787803952457
2012-02-17,56.733339946109
2012-02-21,57.178129331287
2012-02-22,57.423217359854
2012-02-23,58.013244095293
2012-02-24,58.240177455078
2012-02-27,57.277980009592
2012-02-28,56.524561255107
2012-02-29,56.80595862124
2012-03-01,57.223516003243
2012-03-02,56.815035955631
2012-03-05,57.087355987373
2012-03-06,56.442865245585
2012-03-07,56.442865245585
2012-03-08,56.678875939761
2012-03-09,56.47917458315
2012-03-12,56.27947322654
2012-03-13,56.188699882626
2012-03-14,57.150897328112
2012-03-15,57.341521350331
2012-03-16,57.495836034985
2012-03-19,57.958780088945
2012-03-20,57.123665324938
2012-03-21,56.678875939761
2012-03-22,56.261318557757
2012-03-23,56.052539866756
2012-03-26,56.524561255107
2012-03-27,56.370246570454
2012-03-28,56.515483920716
2012-03-29,56.624411933413
2012-03-30,57.205361334461
2012-04-02,58.104017439207
2012-04-03,57.405062691071
2012-04-04,56.86949996198
2012-04-05,57.559377375724
2012-04-09,56.7424172805
2012-04-10,56.123077894453
2012-04-11,57.461943920173
2012-04-12,58.117715034811
2012-04-13,57.525699445207
2012-04-16,58.035743645481
2012-04-17,58.618651302938
2012-04-18,58.381845067096
2012-04-19,58.154146763402
2012-04-20,58.290765745618
2012-04-23,57.498375648764
2012-04-24,57.862692934674
2012-04-25,58.964752724552
2012-04-26,59.074047910325
2012-04-27,59.292638281871
2012-04-30,59.729819024963
2012-05-01,59.593200042747
2012-05-02,60.039488717987
2012-05-03,61.068685050683
2012-05-04,60.51310118967
2012-05-07,61.250843693638
2012-05-08,61.706240301026
2012-05-09,61.023145389944
2012-05-10,61.514973725923
2012-05-11,61.587837183105
2012-05-14,61.205304032899
2012-05-15,61.724456165321
2012-05-16,60.859202611285
2012-05-17,59.019400317439
2012-05-18,58.673298895824
2012-05-21,59.666063499929
2012-05-22,59.265314485428
2012-05-23,59.365501739053
2012-05-24,59.975733192953
2012-05-25,59.884653871475
2012-05-29,60.394698071749
2012-05-30,59.374609671201
2012-05-31,59.092263774621
2012-06-01,57.516591513059
2012-06-04,57.461943920173
2012-06-05,58.372737134948
2012-06-06,59.921085600066
2012-06-07,59.511228653417
2012-06-08,60.385590139602
2012-06-11,59.78446661785
2012-06-12,60.467561528931
2012-06-13,60.31272668242
2012-06-14,61.205304032899
2012-06-15,61.715348233174
2012-06-18,62.49863039788
2012-06-19,62.835623887347
2012-06-20,62.362011415664
2012-06-21,61.141548507865
2012-06-22,61.806427554651
2012-06-25,61.351030947263
2012-06-26,62.434874872846
2012-06-27,63.418531544803
2012-06-28,63.664445712793
2012-06-29,63.874589549101
2012-07-02,65.327323026186
2012-07-03,65.263366206441
2012-07-05,65.071495747203
2012-07-06,64.678618140192
2012-07-09,65.619697059311
2012-07-10,63.865452860566
2012-07-11,64.139553516619
2012-07-12,64.952718796246
2012-07-13,65.92120778097
2012-07-16,66.039984731927
2012-07-17,66.725236372061
2012-07-18,64.048186631268
2012-07-19,64.431927549744
2012-07-20,64.797395091149
2012-07-23,63.901999614706
2012-07-24,63.171064531896
2012-07-25,63.280704794317
2012-07-26,64.897898665035
2012-07-27,66.085668174602
2012-07-30,65.884661026829
2012-07-31,66.067394797532
2012-08-01,65.382143157397
2012-08-02,65.95775453511
2012-08-03,66.761783126202
2012-08-06,66.2409918797
2012-08-07,64.431927549744
2012-08-08,63.993366500057
2012-08-09,64.2126470249
2012-08-10,64.422790861208
2012-08-13,65.062359058668
2012-08-14,65.217682763765
2012-08-15,65.053222370133
2012-08-16,64.916172042106
2012-08-17,65.071495747203
2012-08-20,65.153725944019
2012-08-21,64.112143451014
2012-08-22,63.83804279496
2012-08-23,63.235021351641
2012-08-24,63.445165187949
2012-08-27,63.49998531916
2012-08-28,63.490848630625
2012-08-29,63.728402532539
2012-08-30,64.066460008338
2012-08-31,64.322287287322
2012-09-04,64.669481451657
2012-09-05,64.815668468219
2012-09-06,65.455236665678
2012-09-07,65.711063944662
2012-09-10,65.235956140835
2012-09-11,65.54660355103
2012-09-12,65.738474010267
2012-09-13,66.505955847218
2012-09-14,65.199409386695
2012-09-17,65.044085681597
2012-09-18,64.970992173316
2012-09-19,64.559841189235
2012-09-20,64.678618140192
2012-09-21,64.331423975857
2012-09-24,64.779121714079
2012-09-25,64.039049942733
2012-09-26,64.614661320446
2012-09-27,65.135452566949
2012-09-28,65.437939188777
2012-10-01,65.144618828216
2012-10-02,65.685428242999
2012-10-03,66.602054369751
2012-10-04,65.923751035955
2012-10-05,66.748714550031
2012-10-08,66.464560450738
2012-10-09,65.667095720464
2012-10-10,66.501225495808
2012-10-11,65.694594504267
2012-10-12,66.152907567643
2012-10-15,69.067778650712
2012-10-16,68.526969235929
2012-10-17,68.554468019731
2012-10-18,69.196106308457
2012-10-19,67.683673199317
2012-10-22,67.427017883827
2012-10-23,67.307856487349
2012-10-24,67.372020316222
2012-10-25,67.207027613407
2012-10-26,67.252858919744
2012-10-31,69.012781083107
2012-11-01,68.361976533113
2012-11-02,68.261147659171
2012-11-05,67.82116711833
2012-11-06,67.619509370445
2012-11-07,68.966949776769
2012-11-08,68.270313920438
2012-11-09,68.600299326069
2012-11-12,68.508636713394
2012-11-13,68.04115738875
2012-11-14,67.317022748617
2012-11-15,66.317900270458
2012-11-16,67.702005721852
2012-11-19,67.56451180284
2012-11-20,67.60117684791
2012-11-21,67.940328514808
2012-11-23,68.728626983814
2012-11-26,68.151152523961
2012-11-27,68.013658604948
2012-11-28,68.022824866215
2012-11-29,68.655296893674
2012-11-30,68.682795677476
2012-12-03,68.636964371139
2012-12-04,68.591133064801
2012-12-05,68.389475316916
2012-12-06,68.728626983814
2012-12-07,69.159441263387
2012-12-10,68.856954641559
2012-12-11,68.939450992967
2012-12-12,69.837744597183
2012-12-13,69.966072254928
2012-12-14,70.499392295773
2012-12-17,70.710881277487
2012-12-18,70.618929546307
2012-12-19,70.0028529474
2012-12-20,71.041907509735
2012-12-21,70.591344026953
2012-12-24,70.802833008667
2012-12-26,70.149975717288
2012-12-27,70.149975717288
2012-12-28,69.782168792568
2012-12-31,71.051102682853
2013-01-02,72.687843497859
2013-01-03,70.913175086083
2013-01-04,70.848808874257
2013-01-07,70.766052316195
2013-01-08,71.051102682853
2013-01-09,71.474080646282
2013-01-10,72.338426919374
2013-01-11,72.439573823672
2013-01-14,72.366012438728
2013-01-15,72.936113172045
2013-01-16,72.366012438728
2013-01-17,72.522330381735
2013-01-18,72.963698691399
2013-01-22,72.871746960219
2013-01-23,72.614282112915
2013-01-24,73.221163538703
2013-01-25,73.469433212889
2013-01-28,72.531525554853
2013-01-29,72.292451053784
2013-01-30,70.756857143077
2013-01-31,70.021243293636
2013-02-01,70.481001949537
2013-02-04,70.306293660294
2013-02-05,70.554563334481
2013-02-06,69.837339831276
2013-02-07,69.782168792568
2013-02-08,70.858004047375
2013-02-11,70.23273227535
2013-02-12,69.506313599028
2013-02-13,68.044281073264
2013-02-14,67.566132071128
2013-02-15,69.129311501189
2013-02-19,68.614381806581
2013-02-20,67.998305207674
2013-02-21,67.841987264668
2013-02-22,68.522430075401
2013-02-25,67.731645187252
2013-02-26,69.432752214084
2013-02-27,71.170639933387
2013-02-28,71.354543395747
2013-03-01,71.841887571002
2013-03-04,72.513135208617
2013-03-05,72.320036573138
2013-03-06,71.262591664567
2013-03-07,71.317762703275
2013-03-08,70.931565432319
2013-03-11,70.710881277487
2013-03-12,69.91090121622
2013-03-13,69.993657774282
2013-03-14,70.260317794704
2013-03-15,69.478728079674
2013-03-18,69.009774250655
2013-03-19,68.531625248519
2013-03-20,69.258043924841
2013-03-21,70.149975717288
2013-03-22,70.554563334481
2013-03-25,70.122390197934
2013-03-26,69.782168792568
2013-03-27,70.674100585015
2013-03-28,70.729271623723
2013-04-01,71.492470992518
2013-04-02,72.393597958082
2013-04-03,71.740740666704
2013-04-04,72.255670361312
2013-04-05,71.556837204344
2013-04-08,72.880942133337
2013-04-09,73.148479769016
2013-04-10,73.683555040375
2013-04-11,74.098699647464
2013-04-12,74.421589897421
2013-04-15,73.277635868999
2013-04-16,74.347786411717
2013-04-17,73.600526118957
2013-04-18,73.858838318923
2013-04-19,74.772156454518
2013-04-22,74.744480147379
2013-04-23,75.55631849013
2013-04-24,74.726029275953
2013-04-25,77.346053018468
2013-04-26,76.54344011143
2013-04-29,76.608018161421
2013-04-30,77.484434554164
2013-05-01,77.429081939886
2013-05-02,77.355278454181
2013-05-03,77.087740818502
2013-05-06,76.644919904274
2013-05-07,77.078515382789
2013-05-08,78.074862439801
2013-05-09,77.087740818502
2013-05-10,76.6633707757
2013-05-13,76.534214675717
2013-05-14,77.244573225624
2013-05-15,77.798099368409
2013-05-16,76.764850568544
2013-05-17,77.908804596966
2013-05-20,77.419856504173
2013-05-21,78.084087875514
2013-05-22,75.805405254383
2013-05-23,75.261104547312
2013-05-24,75.390260647295
2013-05-28,75.187301061607
2013-05-29,73.286861304712
2013-05-30,72.668757111936
2013-05-31,71.81079159062
2013-06-03,71.42332329067
2013-06-04,70.694513869337
2013-06-05,69.993380755143
2013-06-06,72.401219476257
2013-06-07,72.668757111936
2013-06-10,70.528456026501
2013-06-11,69.947253576577
2013-06-12,68.821750419581
2013-06-13,70.805219097894
2013-06-14,71.592149487972
2013-06-17,71.212571299817
2013-06-18,71.555117469616
2013-06-19,68.916586161705
2013-06-20,65.213384326041
2013-06-21,66.648375037361
2013-06-24,65.815154624337
2013-06-25,67.490853454975
2013-06-26,68.351847881766
2013-06-27,68.722168065333
2013-06-28,67.740819578882
2013-07-01,66.666891046539
2013-07-02,66.815019119966
2013-07-03,67.009437216338
2013-07-05,66.352118890508
2013-07-08,66.703923064896
2013-07-09,67.453821436618
2013-07-10,70.120126758296
2013-07-11,71.499569442081
2013-07-12,72.064307722019
2013-07-15,70.508962951041
2013-07-16,69.166552285612
2013-07-17,68.388879900123
2013-07-18,68.916586161705
2013-07-19,69.555388478357
2013-07-22,68.805490106635
2013-07-23,69.203584303969
2013-07-24,68.453685932247
2013-07-25,66.944631184214
2013-07-26,67.194597308121
2013-07-29,67.046469234695
2013-07-30,67.277919349424
2013-07-31,65.537414486662
2013-08-01,65.991056711531
2013-08-02,65.268932353576
2013-08-05,65.676284555499
2013-08-06,65.055998248026
2013-08-07,63.963553706505
2013-08-08,63.870973660613
2013-08-09,64.954160197545
2013-08-12,64.491259968087
2013-08-13,64.139455793699
2013-08-14,64.528291986443
2013-08-15,64.324615885482
2013-08-16,63.491395472458
2013-08-19,63.287719371496
2013-08-20,64.23203583959
2013-08-21,63.90800567897
2013-08-22,63.769135610132
2013-08-23,64.861580151653
2013-08-26,64.750484096583
2013-08-27,64.861580151653
2013-08-28,63.963553706505
2013-08-29,64.519033981854
2013-08-30,64.333873890071
2013-09-03,64.093165770753
2013-09-04,64.102423775342
2013-09-05,63.648781550473
2013-09-06,66.574311000648
2013-09-09,68.7499420791
2013-09-10,69.046198225953
2013-09-11,69.453550427876
2013-09-12,68.620330014852
2013-09-13,68.240751826696
2013-09-16,68.759200083689
2013-09-17,68.435169923069
2013-09-18,70.129384762885
2013-09-19,69.52761446459
2013-09-20,68.691275878408
2013-09-23,67.79918138648
2013-09-24,67.696962225947
2013-09-25,68.551886114044
2013-09-26,69.351054096396
2013-09-27,69.248834935862
2013-09-30,68.886421548517
2013-10-01,68.821372991814
2013-10-02,68.756324435111
2013-10-03,68.235935981487
2013-10-04,67.548279810626
2013-10-07,67.864229943183
2013-10-08,66.80486773402
2013-10-09,66.553966158165
2013-10-10,68.384618396808
2013-10-11,69.174493728202
2013-10-14,69.360346747353
2013-10-15,69.443980605972
2013-10-16,71.664924184832
2013-10-17,73.727892697414
2013-10-18,73.421235215814
2013-10-21,73.885867763693
2013-10-22,74.462012123063
2013-10-23,73.411942564857
2013-10-24,74.694328397002
2013-10-25,75.103205039136
2013-10-28,74.619987189342
2013-10-29,74.610694538384
2013-10-30,74.982400576687
2013-10-31,73.737185348372
2013-11-01,73.755770650287
2013-11-04,73.411942564857
2013-11-05,73.040236526554
2013-11-06,73.904453065608
2013-11-07,73.198211592833
2013-11-08,72.28753179899
2013-11-11,71.971581666432
2013-11-12,72.445506865269
2013-11-13,72.640652535378
2013-11-14,73.504869074433
2013-11-15,73.672136791669
2013-11-18,73.012358573681
2013-11-19,72.575603978675
2013-11-20,72.603481931548
2013-11-21,72.101678779838
2013-11-22,71.813606600154
2013-11-25,71.553412373341
2013-11-26,72.510555421972
2013-11-27,72.826505554529
2013-11-29,72.268946497075
2013-12-02,72.677823139208
2013-12-03,72.213190591329
2013-12-04,71.952996364517
2013-12-05,72.25036119516
2013-12-06,72.55701867676
2013-12-09,73.263260149536
2013-12-10,73.607088234966
2013-12-11,72.306117100905
2013-12-12,71.534827071426
2013-12-13,71.600121606503
2013-12-16,70.975159627915
2013-12-17,71.254993349671
2013-12-18,72.961979052379
