Date,GOOGL
2010-11-05,313.5077684475701
2010-11-08,314.3553849585389
2010-11-09,313.37736590742105
2010-11-10,312.4043623386166
2010-11-11,309.5505529022778
2010-11-12,302.57903248661694
2010-11-15,298.65692531751864
2010-11-16,292.7637335992443
2010-11-17,292.678470399916
2010-11-18,299.20361288968195
2010-11-19,296.32974152408946
2010-11-22,296.52534533431304
2010-11-23,292.40763435499105
2010-11-24,298.4061512018474
2010-11-26,295.91345649207517
2010-11-29,291.9562409467828
2010-11-30,278.71536763934085
2010-12-01,283.04874435814
2010-12-02,286.79530964626855
2010-12-03,287.38713655925267
2010-12-06,290.07543507924845
2010-12-07,294.4790285504356
2010-12-08,296.1842925370001
2010-12-09,296.6657788390889
2010-12-10,297.0218780833421
2010-12-13,298.23060932087753
2010-12-14,298.3760583079668
2010-12-15,296.0639209614779
2010-12-16,296.77110396767085
2010-12-17,296.3146950771491
2010-12-20,298.4512905426682
2010-12-21,302.4686918757217
2010-12-22,303.6824385955705
2010-12-23,303.0504878240789
2010-12-27,302.1226235960953
2010-12-28,300.38726671565024
2010-12-29,301.43048703684264
2010-12-30,300.3571738217697
2010-12-31,297.90460297050487
2011-01-03,303.11067361184007
2011-01-04,301.99222105594623
2011-01-05,305.47798126377666
2011-01-06,307.69983992862393
2011-01-07,309.1743917287709
2011-01-10,308.0559391728771
2011-01-11,308.95872598929355
2011-01-12,309.39005746824813
2011-01-13,309.2997787866065
2011-01-14,313.0563750393618
2011-01-18,320.8052952136034
2011-01-19,316.85309515062454
2011-01-20,314.3553849585389
2011-01-21,306.86225438228195
2011-01-24,306.48609320877506
2011-01-25,310.9147640915293
2011-01-26,309.2044846226514
2011-01-27,309.34993360974073
2011-01-28,301.4254715545292
2011-01-31,301.10949616878344
2011-02-01,306.46603127952136
2011-02-02,306.94751758161016
2011-02-03,306.0196533536265
2011-02-04,306.43593838564084
2011-02-07,308.09857077254117
2011-02-08,310.1473952975753
2011-02-09,309.2044846226514
2011-02-10,309.1743917287709
2011-02-11,313.2168704733914
2011-02-14,315.04752151779155
2011-02-15,313.0413285924215
2011-02-16,313.07643696861555
2011-02-17,313.5980471292117
2011-02-18,316.0155096042826
2011-02-22,306.04974624750713
2011-02-23,306.60646478429726
2011-02-24,305.35259420594105
2011-02-25,305.96448304817886
2011-02-28,307.64968510548965
2011-03-01,301.31011546132044
2011-03-02,301.3251619082607
2011-03-03,305.7237398971344
2011-03-04,301.2398987089325
2011-03-07,296.7460265561037
2011-03-08,297.0720329064763
2011-03-09,296.8011968615514
2011-03-10,291.04843864805287
2011-03-11,289.24788049753334
2011-03-14,285.8774763829117
2011-03-15,285.6618106434344
2011-03-16,279.4125196809069
2011-03-17,281.54911514642595
2011-03-18,281.39865067702317
2011-03-21,289.1425553689514
2011-03-22,289.55382491865225
2011-03-23,291.98131835834994
2011-03-24,294.3536414926
2011-03-25,290.7675716385011
2011-03-28,288.57079038522096
2011-03-29,291.7656526188727
2011-03-30,291.8208229243204
2011-03-31,294.2884402225254
2011-04-01,296.8162433084916
2011-04-04,294.7498645953605
2011-04-05,285.4260829747035
2011-04-06,287.9789634722368
2011-04-07,290.89797417865014
2011-04-08,289.97512543297995
2011-04-11,289.57890233021936
2011-04-12,286.1884362863441
2011-04-13,289.03221475805606
2011-04-14,290.15066731394984
2011-04-15,266.1716463734649
2011-04-18,264.23567020048284
2011-04-19,261.57244909205417
2011-04-20,263.67895166369266
2011-04-21,263.36297627794687
2011-04-25,263.33789886637976
2011-04-26,267.234928623911
2011-04-27,269.7125768867429
2011-04-28,269.8179020153249
2011-04-29,272.8923926734544
2011-05-02,270.1138154718169
2011-05-03,267.77158523144743
2011-05-04,268.7245268709982
2011-05-05,267.9621735593576
2011-05-06,268.4787682376404
2011-05-09,269.6724530282355
2011-05-10,272.1701632203212
2011-05-11,268.5540004723418
2011-05-12,268.3533811798047
2011-05-13,265.59486590742097
2011-05-16,260.012634092579
2011-05-17,266.0512747979427
2011-05-18,265.72526844757004
2011-05-19,266.44749790070324
2011-05-20,262.8263196704104
2011-05-23,259.9975876456387
2011-05-24,259.9323863755642
2011-05-25,260.6395693817571
2011-05-26,259.8671851054897
2011-05-27,261.2564737063084
2011-05-31,265.32904534480946
2011-06-01,263.61375039361815
2011-06-02,264.84755904272066
2011-06-03,262.34984885063506
2011-06-06,261.3367214233232
2011-06-07,260.3185785136979
2011-06-08,260.3887952660858
2011-06-09,259.1650175816102
2011-06-10,255.5413316101606
2011-06-13,253.14643880550017
2011-06-14,254.97207436758686
2011-06-15,252.2536829537105
2011-06-16,250.95968851684685
2011-06-17,243.26092316573946
2011-06-20,243.04024194394876
2011-06-21,247.26327805185264
2011-06-22,244.25649640495433
2011-06-23,240.8534916552955
2011-06-24,238.1752240999265
2011-06-27,242.14748609215914
2011-06-28,247.58928440222525
2011-06-29,249.55535346908786
2011-06-30,253.97399338721527
2011-07-01,261.3206718799202
2011-07-05,267.0443402960009
2011-07-06,268.508861131521
2011-07-07,274.14626325181064
2011-07-08,266.8186435918967
2011-07-11,264.45635142227354
2011-07-12,267.8317710192086
2011-07-13,269.9633510024142
2011-07-14,265.2889214863021
2011-07-15,299.735254014905
2011-07-18,298.39110475490713
2011-07-19,302.2078867954235
2011-07-20,298.59673952975754
2011-07-21,304.43476094258426
2011-07-22,310.0721630628739
2011-07-25,310.4483242363808
2011-07-26,312.2238049753333
2011-07-27,304.55011703579305
2011-07-28,306.41587645638714
2011-07-29,302.779651779154
2011-08-01,304.3244203316889
2011-08-02,297.11717224729716
2011-08-03,301.51575023617085
2011-08-04,289.65413456492075
2011-08-05,290.41648787656135
2011-08-08,273.85536527763196
2011-08-09,287.5927713341031
2011-08-10,275.35499448934604
2011-08-11,281.93530728455966
2011-08-12,282.75784638396135
2011-08-15,279.47772095098145
2011-08-16,270.33449669360766
2011-08-17,267.400439540254
2011-08-18,253.22167104020153
2011-08-19,246.22005773066024
2011-08-22,249.85628240789336
2011-08-23,260.213253385116
2011-08-24,262.45517397921697
2011-08-25,260.8251422273538
2011-08-26,264.2457011651097
2011-08-29,270.37462055211506
2011-08-30,271.18712868688993
2011-08-31,271.31753122703896
2011-09-01,267.0744331898814
2011-09-02,263.23257373779785
2011-09-06,261.8984554424268
2011-09-07,267.8418019838354
2011-09-08,268.308241838984
2011-09-09,263.23758922011126
2011-09-12,265.88074839928623
2011-09-13,265.57981946048073
2011-09-14,266.8587674504041
2011-09-15,272.1200083971869
2011-09-16,274.18638711031804
2011-09-19,274.18137162800457
2011-09-20,274.1588019575942
2011-09-21,270.43480633987616
2011-09-22,261.1361021307862
2011-09-23,263.5686110527973
2011-09-26,266.76848876876244
2011-09-27,270.5050230922641
2011-09-28,265.23876666316784
2011-09-29,264.56669203316886
2011-09-30,258.3174010706413
2011-10-03,248.52717959483573
2011-10-04,251.72705731080086
2011-10-05,253.13139235855988
2011-10-06,258.1518901542983
2011-10-07,258.3575249291487
2011-10-10,269.4166634302508
2011-10-11,272.43096830061927
2011-10-12,275.0992048913614
2011-10-13,280.36044583814424
2011-10-14,296.7560575207305
2011-10-17,292.10670541618555
2011-10-18,296.1692460900598
2011-10-19,291.2490579405899
2011-10-20,292.7386561876771
2011-10-21,296.159215125433
2011-10-24,299.13339613729397
2011-10-25,292.48286658969243
2011-10-26,294.0627435184213
2011-10-27,300.26187965781463
2011-10-28,300.9991555578881
2011-10-31,297.23754382281936
2011-11-01,290.22088406633776
2011-11-02,293.315436653721
2011-11-03,299.6750682271439
2011-11-04,298.9929626325181
2011-11-07,305.1068355725832
2011-11-08,307.11804398026663
2011-11-09,301.4054096252756
2011-11-10,298.46132150729505
2011-11-11,305.11686653721006
2011-11-14,307.44906581295265
2011-11-15,309.23457751653194
2011-11-16,306.68169701899865
2011-11-17,301.3652857667681
2011-11-18,298.36101186102655
2011-11-21,291.3694295161121
2011-11-22,290.89797417865014
2011-11-23,285.9376621706728
2011-11-25,282.37165424582764
2011-11-28,295.00565419334526
2011-11-29,292.36751049648365
2011-11-30,300.62299438438123
2011-12-01,307.83525795108636
2011-12-02,311.1404607956335
2011-12-05,313.7936509394353
2011-12-06,312.8507402645114
2011-12-07,312.6601519366012
2011-12-08,308.97878791854725
2011-12-09,314.6813913089115
2011-12-12,313.6632483992862
2011-12-13,313.78361997480846
2011-12-14,309.9919153458592
2011-12-15,310.7291912459326
2011-12-16,313.94913089115147
2011-12-19,311.877736695707
2011-12-20,316.16095859137187
2011-12-21,313.87891413876355
2011-12-22,315.82492127637244
2011-12-23,317.5502471921906
2011-12-27,321.1162551170358
2011-12-28,320.84040358979746
2011-12-29,322.1945838144222
2011-12-30,323.9500026241209
2012-01-03,333.73520861761307
2012-01-04,335.17465204156605
2012-01-05,330.5252999370211
2012-01-06,326.016381337252
2012-01-09,312.19371208145276
2012-01-10,312.5347648787656
2012-01-11,313.94913089115147
2012-01-12,315.79482838249186
2012-01-13,313.46262910674926
2012-01-17,315.26318725726884
2012-01-18,317.43489109898184
2012-01-19,320.7752023197229
2012-01-20,293.9022480843917
2012-01-23,293.6665204156607
2012-01-24,291.36441403379865
2012-01-25,285.6267022672405
2012-01-26,284.9295502256744
2012-01-27,290.8879432140233
2012-01-30,289.739397764249
2012-01-31,290.95314448409783
2012-02-01,291.31425921066443
2012-02-02,293.4608856408103
2012-02-03,299.0882567964732
2012-02-06,305.4880122284035
2012-02-07,304.3244203316889
2012-02-08,305.8691888842238
2012-02-09,306.67668153668524
2012-02-10,303.8930888527343
2012-02-13,307.04782722787866
2012-02-14,305.82404954340296
2012-02-15,303.7175469717644
2012-02-16,304.1990332738533
2012-02-17,303.2561225989293
2012-02-21,307.95061404429515
2012-02-22,304.91123176235965
2012-02-23,303.99339849900286
2012-02-24,305.8942662957909
2012-02-27,305.5983528392988
2012-02-28,310.1524107798887
2012-02-29,310.0821940275008
2012-03-01,312.1636191875721
2012-03-02,311.5868387215283
2012-03-05,308.07600110213076
2012-03-06,303.416618032959
2012-03-07,304.3394667786291
2012-03-08,304.5099931772856
2012-03-09,301.0543258633358
2012-03-12,303.511912196914
2012-03-13,309.8464663587698
2012-03-14,308.94869502466673
2012-03-15,311.5266529337672
2012-03-16,313.4877065183164
2012-03-19,317.9715477065183
2012-03-20,317.7257890731605
2012-03-21,320.9808370945733
2012-03-22,324.0252348588223
2012-03-23,322.28987797837726
2012-03-26,325.6703130576257
2012-03-27,324.51173664322454
2012-03-28,328.895268185158
2012-03-29,325.20888868479057
2012-03-30,321.6127878660649
2012-04-02,324.46158182009026
2012-04-03,322.3049244253175
2012-04-04,318.55835913718903
2012-04-05,317.1389776424898
2012-04-09,316.39668626010285
2012-04-10,314.40052429935974
2012-04-11,318.9646132045765
2012-04-12,326.5129140862811
2012-04-13,313.2670252965257
2012-04-16,303.97333656974916
2012-04-17,305.72875537944793
2012-04-18,304.6654731290018
2012-04-19,300.57785504356036
2012-04-20,298.9528387740107
2012-04-23,299.72522305027815
2012-04-24,301.5659050593051
2012-04-25,305.80398761414926
2012-04-26,308.68788994436864
2012-04-27,308.4421313110108
2012-04-30,303.3614477275113
2012-05-01,303.1507974703474
2012-05-02,304.5701789650467
2012-05-03,306.4560003148945
2012-05-04,299.4092476645324
2012-05-07,304.715627952136
2012-05-08,307.34374068437074
2012-05-09,305.518105122284
2012-05-10,307.7800876456387
2012-05-11,303.55203605542147
2012-05-14,302.9351317308702
2012-05-15,306.50113965571535
2012-05-16,315.43872913823867
2012-05-17,312.4896255379448
2012-05-18,301.12955809803714
2012-05-21,308.00578434974284
2012-05-22,301.33017739057414
2012-05-23,305.67358507400024
2012-05-24,302.7646053322137
2012-05-25,296.6808252860292
2012-05-29,298.09017581610163
2012-05-30,295.02571612259896
2012-05-31,291.3293056576047
2012-06-01,286.3740091319408
2012-06-04,290.19079117245724
2012-06-05,286.0881266400756
2012-06-06,291.1838566705154
2012-06-07,290.01023380917394
2012-06-08,291.1236708827543
2012-06-11,285.1301695182114
2012-06-12,283.4249055316469
2012-06-13,281.4136971239635
2012-06-14,280.39053873202477
2012-06-15,283.1289920751548
2012-06-18,286.3088078618663
2012-06-19,291.66534297260415
2012-06-20,289.64911908260734
2012-06-21,283.4800758370946
2012-06-22,286.6247832476121
2012-06-25,281.2180933137399
2012-06-26,283.21425527448304
2012-06-27,285.5314081032854
2012-06-28,283.02868242888627
2012-06-29,290.93308255484413
2012-07-02,291.13370184738113
2012-07-03,294.82509683006197
2012-07-05,298.88262202162275
2012-07-06,293.8972326020783
2012-07-09,293.9122790490186
2012-07-10,291.7506061719324
2012-07-11,286.47933426052276
2012-07-12,286.1232350162696
2012-07-13,289.15258633357826
2012-07-16,288.3501091634302
2012-07-17,289.25791146216017
2012-07-18,291.27915083447044
2012-07-19,297.4481940799832
2012-07-20,306.35569066862604
2012-07-23,308.70795187362233
2012-07-24,304.7256589167629
2012-07-25,304.93630917392676
2012-07-26,307.62962317623595
2012-07-27,318.463064973234
2012-07-30,317.12894667786287
2012-07-31,317.4649839928624
2012-08-01,317.31953500577305
2012-08-02,315.34845045659705
2012-08-03,321.6579272068857
2012-08-06,322.40523407158605
2012-08-07,321.2617041041251
2012-08-08,322.10932061509396
2012-08-09,322.16950640285506
2012-08-10,321.9939645218852
2012-08-13,331.0268481683636
2012-08-14,335.3652403694762
2012-08-15,334.80350635037263
2012-08-16,337.4767584234282
2012-08-17,339.6183693712606
2012-08-20,338.8158922011126
2012-08-21,335.79155636611733
2012-08-22,339.6384313005143
2012-08-23,339.4478429726042
2012-08-24,340.36567623596096
2012-08-27,335.646107379028
2012-08-28,339.6735396767083
2012-08-29,345.0701986459536
2012-08-30,341.89539834155556
2012-08-31,343.6056778104335
2012-09-04,341.57440747349636
2012-09-05,341.41391203946677
2012-09-06,350.78283300094466
2012-09-07,354.16828356250653
2012-09-10,351.4699540778839
2012-09-11,347.1666702529653
2012-09-12,346.5096420699066
2012-09-13,354.11311325705884
2012-09-14,355.9387488191456
2012-09-17,356.08921328854836
2012-09-18,360.25206360869106
2012-09-19,364.87633830166897
2012-09-20,365.1855929411147
2012-09-21,368.13138632308176
2012-09-24,375.85021360344285
2012-09-25,375.7398729925475
2012-09-26,377.89653038732024
2012-09-27,379.42123701060143
2012-09-28,378.41814054791644
2012-10-01,382.0694116720898
2012-10-02,379.6669956439593
2012-10-03,382.43052639865647
2012-10-04,385.2141190826073
2012-10-05,385.01349979007034
2012-10-08,380.0933116406004
2012-10-09,373.19702345964106
2012-10-10,373.432751128372
2012-10-11,376.9034648892621
2012-10-12,373.5280452923271
2012-10-15,371.6372084601659
2012-10-16,373.50296788075997
2012-10-17,378.9146732969455
2012-10-18,348.5760207830377
2012-10-19,341.95056864700325
2012-10-22,340.3857381652146
2012-10-23,341.22833919387006
2012-10-24,339.6997204943844
2012-10-25,339.929329274693
2012-10-26,338.620288390889
2012-10-31,341.2020580665477
2012-11-01,344.8595483887898
2012-11-02,345.0240562086701
2012-11-05,342.537380077674
2012-11-06,341.9154602708093
2012-11-07,334.59285609320875
2012-11-08,327.15489582239945
2012-11-09,332.54152382701795
2012-11-12,333.98096725097093
2012-11-13,330.54696682061507
2012-11-14,327.28529836254853
2012-11-15,324.63210821874674
2012-11-16,324.5919843602393
2012-11-19,335.1395436653721
2012-11-20,336.0222685525349
2012-11-21,333.96592080403065
2012-11-23,335.0191720898499
2012-11-26,331.59861315209406
2012-11-27,336.3934142437284
2012-11-28,342.89347932192715
2012-11-29,347.0162057835625
2012-11-30,350.26623832266193
2012-12-03,348.7014078408733
2012-12-04,346.5848743046079
2012-12-05,344.9749044819986
2012-12-06,346.6350291277422
2012-12-07,343.1643153668521
2012-12-10,343.77118872677653
2012-12-11,349.51893145796157
2012-12-12,349.85998425527447
2012-12-13,352.43794216437493
2012-12-14,352.0684014275218
2012-12-17,361.50593418704733
2012-12-18,361.6513831741367
2012-12-19,361.16989687204784
2012-12-20,362.2983803925685
2012-12-21,358.92296079563346
2012-12-24,355.8484701375039
2012-12-26,355.5324947517582
2012-12-27,354.2385003148945
2012-12-28,351.08877742206363
2012-12-31,354.7851878870578
2013-01-02,362.7447583184633
2013-01-03,362.95540857562713
2013-01-04,370.1275482838249
2013-01-07,368.51256297890205
2013-01-08,367.7853180434554
2013-01-09,370.2017774220636
2013-01-10,371.8879825758371
2013-01-11,371.1406757111368
2013-01-14,362.7447583184633
2013-01-15,363.5873593471187
2013-01-16,358.7022795738428
2013-01-17,356.76128791854734
2013-01-18,353.34574446310484
2013-01-22,352.52320536370314
2013-01-23,371.8980135404639
2013-01-24,378.082103232917
2013-01-25,378.00185551590215
2013-01-28,376.52730371575524
2013-01-29,378.00687099821556
2013-01-30,378.082103232917
2013-01-31,379.014982943214
2013-02-01,389.0008082292432
2013-02-04,380.6851385535845
2013-02-05,384.05554266820616
2013-02-06,386.27740133305343
2013-02-07,388.1732536475281
2013-02-08,393.90093444945944
2013-02-11,392.42136716699906
2013-02-12,391.55870420908997
2013-02-13,392.64204838878976
2013-02-14,395.1297276162486
2013-02-15,397.672577149155
2013-02-19,404.67419045869633
2013-02-20,397.4569114096778
2013-02-21,398.9966644798992
2013-02-22,401.0931360869109
2013-02-25,396.6092948987089
2013-02-26,396.2883040306497
2013-02-27,401.12824446310486
2013-02-28,401.84044295161124
2013-03-01,404.3431686260103
2013-03-04,412.0238782407894
2013-03-05,420.6003529967461
2013-03-06,416.9771685735279
2013-03-07,417.58705122284033
2013-03-08,417.0473853259158
2013-03-11,418.70249448934607
2013-03-12,415.0863317413666
2013-03-13,413.93277080927885
2013-03-14,412.04193397711765
2013-03-15,408.41172787866066
2013-03-18,405.14564579615825
2013-03-19,406.91611105279736
2013-03-20,408.6153564605857
2013-03-21,406.8860181589168
2013-03-22,406.40954733914134
2013-03-25,406.0735100241419
2013-03-26,407.467814107274
2013-03-27,402.57270336937125
2013-03-28,398.3235867534376
2013-04-01,401.8354274692978
2013-04-02,407.7787740107064
2013-04-03,404.3491872047864
2013-04-04,398.7659522934817
2013-04-05,392.7373425527448
2013-04-08,388.6246470557363
2013-04-09,390.0289821034953
2013-04-10,396.31338144221684
2013-04-11,396.41870657079875
2013-04-12,396.2481801721423
2013-04-15,392.1756085336412
2013-04-16,397.9133203001994
2013-04-17,392.491583919387
2013-04-18,384.14281206045973
2013-04-19,401.1733838039257
2013-04-22,401.2957615723733
2013-04-23,405.20081610160594
2013-04-24,407.9864149784822
2013-04-25,405.802673979217
2013-04-26,401.95078356250656
2013-04-29,410.79809436338826
2013-04-30,413.5616251180855
2013-05-01,411.48521544032747
2013-05-02,416.08942820405167
2013-05-03,424.1693702109793
2013-05-06,432.1088787131311
2013-05-07,429.9421903537315
2013-05-08,438.1675813477485
2013-05-09,437.08925265036214
2013-05-10,441.477799674609
2013-05-13,440.12361944998423
2013-05-14,444.92343602393197
2013-05-15,459.3630096042826
2013-05-16,453.33439986354574
2013-05-17,455.99762097197436
2013-05-20,455.67161462160175
2013-05-21,454.88919938070745
2013-05-22,446.08702792064656
2013-05-23,442.7617631468458
2013-05-24,438.01210139603234
2013-05-28,441.9994098352052
2013-05-29,435.4993447570064
2013-05-30,436.72813792379554
2013-05-31,436.9578470137504
2013-06-03,435.1582919596935
2013-06-04,430.880085546342
2013-06-05,431.1810144851475
2013-06-06,433.6586627479794
2013-06-07,441.2270255589378
2013-06-10,446.4882665057206
2013-06-11,441.2671494174451
2013-06-12,437.34002676603336
2013-06-13,439.8577988873727
2013-06-14,438.87476435394143
2013-06-17,444.49712002729086
2013-06-18,451.7043681116826
2013-06-19,451.7344610055631
2013-06-20,443.7397821979637
2013-06-21,441.8288834365487
2013-06-24,436.2416361393933
2013-06-25,434.44107798887376
2013-06-26,438.17761231237535
2013-06-27,439.8929072635667
2013-06-28,441.548016426997
2013-07-01,445.31464364437915
2013-07-02,442.5210199958014
2013-07-03,444.5873987089325
2013-07-05,448.12832922221054
2013-07-08,453.94628870578356
2013-07-09,454.02152094048495
2013-07-10,454.39768211399183
2013-07-11,461.54474441062246
2013-07-12,462.92901752912775
2013-07-15,463.7766340400966
2013-07-16,461.22776592841393
2013-07-17,460.6971278996536
2013-07-18,456.74994331898813
2013-07-19,449.68714112522304
2013-07-22,456.759974283615
2013-07-23,453.2992914873517
2013-07-24,452.8478980791435
2013-07-25,445.2243649627375
2013-07-26,444.04572661908264
2013-07-29,442.5009580665477
2013-07-30,446.83935026766034
2013-07-31,445.24944237430464
2013-08-01,453.5099417445156
2013-08-02,454.6885800881705
2013-08-05,453.90114936496275
2013-08-06,449.6730977747455
2013-08-07,446.70393224519785
2013-08-08,447.71204419019625
2013-08-09,446.58356066967565
2013-08-12,444.1259743360974
2013-08-13,441.9893788705784
2013-08-14,436.2516671040201
2013-08-15,431.16095255589374
2013-08-16,429.78069182323924
2013-08-19,434.1652264616353
2013-08-20,434.0498703684266
2013-08-21,436.01092395297576
2013-08-22,438.2077052062559
2013-08-23,436.45228639655716
2013-08-26,434.5363721528288
2013-08-27,426.3912288758266
2013-08-28,425.5887517056786
2013-08-29,429.03940353731497
2013-08-30,424.7611971239635
2013-09-03,431.5220672824604
2013-09-04,437.1664910779889
2013-09-05,441.1417623596095
2013-09-06,441.1517933242364
2013-09-09,445.4019130366327
2013-09-10,445.7108667471397
2013-09-11,449.4825094468353
2013-09-12,447.9146696756586
2013-09-13,445.910482943214
2013-09-16,445.25445785661805
2013-09-17,444.42690327490294
2013-09-18,453.05854833630735
