Date,ARNC
2011-09-30,20.048267999907
2011-10-03,18.64467974913
2011-10-04,19.105559473266
2011-10-05,19.629286432511
2011-10-06,20.697689429372
2011-10-07,20.341555097085
2011-10-10,21.137620075138
2011-10-11,21.577550720904
2011-10-12,21.053823761658
2011-10-13,21.158569153507
2011-10-14,21.493754407424
2011-10-17,20.069217078277
2011-10-18,21.242365466987
2011-10-19,20.467249567304
2011-10-20,20.84433297796
2011-10-21,21.430907172315
2011-10-24,22.164124915258
2011-10-25,21.242365466987
2011-10-26,21.703245191122
2011-10-27,23.462967774186
2011-10-28,24.238083673869
2011-10-31,22.541208325915
2011-11-01,21.787041504602
2011-11-02,22.478361090805
2011-11-03,22.835493930566
2011-11-04,22.961540815187
2011-11-07,22.583400161323
2011-11-08,22.646423603634
2011-11-09,21.427970385628
2011-11-10,21.533009456145
2011-11-11,22.26828294977
2011-11-14,21.806111039492
2011-11-15,21.764095411284
2011-11-16,20.944790661246
2011-11-17,20.209517167621
2011-11-18,20.356571866346
2011-11-21,19.894399956068
2011-11-22,19.453235859893
2011-11-23,18.654938923958
2011-11-25,18.801993622683
2011-11-28,19.873392141964
2011-11-29,19.558274930411
2011-11-30,21.049829731763
2011-12-01,20.608665635589
2011-12-02,20.818743776624
2011-12-05,21.007814103556
2011-12-06,20.839751590728
2011-12-07,20.797735962521
2011-12-08,19.894399956068
2011-12-09,20.251532795828
2011-12-12,19.642306186825
2011-12-13,18.991063949615
2011-12-14,18.780985808579
2011-12-15,18.444860782923
2011-12-16,18.507884225233
2011-12-19,17.919665430334
2011-12-20,18.654938923958
2011-12-21,18.591915481647
2011-12-22,18.707458459217
2011-12-23,18.612923295751
2011-12-27,18.465868597026
2011-12-28,17.89865761623
2011-12-29,18.129743571369
2011-12-30,18.171759199576
2012-01-03,19.390212417583
2012-01-04,19.852384327861
2012-01-05,19.663314000929
2012-01-06,19.243157718858
2012-01-09,19.799864792602
2012-01-10,19.831376513757
2012-01-11,20.230524981725
2012-01-12,20.860759404831
2012-01-13,20.587657821485
2012-01-17,20.503626565071
2012-01-18,21.049829731763
2012-01-19,21.38595475742
2012-01-20,21.364946943317
2012-01-23,21.533009456145
2012-01-24,21.575025084352
2012-01-25,22.016189180527
2012-01-26,21.764095411284
2012-01-27,21.911150110009
2012-01-30,21.68006415487
2012-01-31,21.343939129213
2012-02-01,21.490993827938
2012-02-02,21.954525067364
2012-02-03,22.670891528296
2012-02-06,22.618217523815
2012-02-07,22.481265112167
2012-02-08,22.481265112167
2012-02-09,22.41805630679
2012-02-10,21.680620244067
2012-02-13,21.764898651235
2012-02-14,21.51206342973
2012-02-15,21.280297810017
2012-02-16,21.659550642275
2012-02-17,21.385645818978
2012-02-21,21.933455465572
2012-02-22,21.870246660196
2012-02-23,22.038803474533
2012-02-24,21.975594669156
2012-02-27,21.743829049443
2012-02-28,21.849177058404
2012-02-29,21.427785022562
2012-03-01,21.638481040483
2012-03-02,21.575272235107
2012-03-05,20.795696968799
2012-03-06,19.952912897115
2012-03-07,20.121469711452
2012-03-08,20.585000950878
2012-03-09,20.669279358046
2012-03-12,20.795696968799
2012-03-13,21.722759447651
2012-03-14,21.659550642275
2012-03-15,21.80703785482
2012-03-16,22.207360288869
2012-03-19,22.333777899622
2012-03-20,21.996664270948
2012-03-21,21.638481040483
2012-03-22,21.090671393888
2012-03-23,21.301367411809
2012-03-26,21.533133031522
2012-03-27,21.196019402849
2012-03-28,20.711418561631
2012-03-29,21.132810597473
2012-03-30,21.11174099568
2012-04-02,21.427785022562
2012-04-03,21.196019402849
2012-04-04,20.669279358046
2012-04-05,20.290026525789
2012-04-09,20.226817720412
2012-04-10,19.637079566252
2012-04-11,20.858905774175
2012-04-12,21.427785022562
2012-04-13,20.753557765215
2012-04-16,20.774627367007
2012-04-17,21.048532190304
2012-04-18,20.964253783136
2012-04-19,20.563931349086
2012-04-20,20.437513738333
2012-04-23,20.290026525789
2012-04-24,20.353235331165
2012-04-25,20.690348959839
2012-04-26,20.774627367007
2012-04-27,20.542861747294
2012-04-30,20.50072254371
2012-05-01,21.00639298672
2012-05-02,20.50072254371
2012-05-03,20.184678516828
2012-05-04,19.742216879194
2012-05-07,19.657938472026
2012-05-08,19.405103250521
2012-05-09,19.278685639768
2012-05-10,19.236546436184
2012-05-11,19.151990188113
2012-05-14,18.856043319864
2012-05-15,18.41212301749
2012-05-16,17.947063653099
2012-05-17,17.968202715117
2012-05-18,17.820229280992
2012-05-21,18.179593335295
2012-05-22,17.947063653099
2012-05-23,18.200732397312
2012-05-24,18.243010521348
2012-05-25,18.243010521348
2012-05-29,18.79262613381
2012-05-30,18.137315211259
2012-05-31,18.073898025206
2012-06-01,17.545421474761
2012-06-04,17.735673032921
2012-06-05,17.862507405028
2012-06-06,18.253580052357
2012-06-07,18.073898025206
2012-06-08,18.010480839152
2012-06-11,17.577130067788
2012-06-12,18.010480839152
2012-06-13,17.925924591081
2012-06-14,18.285288645384
2012-06-15,18.644652699686
2012-06-18,18.369844893455
2012-06-19,18.813765195828
2012-06-20,18.856043319864
2012-06-21,18.073898025206
2012-06-22,18.22187145933
2012-06-25,17.735673032921
2012-06-26,17.735673032921
2012-06-27,18.03161990117
2012-06-28,17.989341777135
2012-06-29,18.496679265561
2012-07-02,18.232440990339
2012-07-03,18.813765195828
2012-07-05,18.856043319864
2012-07-06,18.443831610517
2012-07-09,18.517818327579
2012-07-10,17.756812094939
2012-07-11,17.65111678485
2012-07-12,17.545421474761
2012-07-13,17.799090218975
2012-07-16,17.608838660814
2012-07-17,17.503143350726
2012-07-18,17.608838660814
2012-07-19,17.714533970903
2012-07-20,17.46086522669
2012-07-23,17.207196482477
2012-07-24,16.953527738263
2012-07-25,16.953527738263
2012-07-26,17.312891792565
2012-07-27,17.862507405028
2012-07-30,17.862507405028
2012-07-31,17.904785529063
2012-08-01,17.883646467046
2012-08-02,17.353289217133
2012-08-03,17.756360727067
2012-08-06,18.032146497021
2012-08-07,18.244289396986
2012-08-08,18.668575196916
2012-08-09,18.795860936895
2012-08-10,19.050432416853
2012-08-13,18.732218066905
2012-08-14,18.435218006955
2012-08-15,18.520075166941
2012-08-16,18.604932326927
2012-08-17,18.562503746934
2012-08-20,18.668575196916
2012-08-21,18.711003776909
2012-08-22,18.817075226891
2012-08-23,18.307932266976
2012-08-24,18.307932266976
2012-08-27,17.989717917028
2012-08-28,18.032146497021
2012-08-29,18.117003657007
2012-08-30,17.904860757042
2012-08-31,18.159432237
2012-09-04,17.862432177049
2012-09-05,18.074575077014
2012-09-06,18.58371803693
2012-09-07,19.305003896811
2012-09-10,19.198932446828
2012-09-11,19.79293256673
2012-09-12,19.835361146723
