Date,AFL
2014-04-16,57.483148370262
2014-04-17,57.887118746925
2014-04-21,57.556597529655
2014-04-22,57.639227833973
2014-04-23,57.565778674579
2014-04-24,57.069996848674
2014-04-25,56.7762002111
2014-04-28,56.785381356024
2014-04-29,58.171734239575
2014-04-30,57.584140964427
2014-05-01,57.997292486015
2014-05-02,57.978930196167
2014-05-05,57.547416384731
2014-05-06,56.785381356024
2014-05-07,57.464786080413
2014-05-08,57.859575312153
2014-05-09,57.822850732456
2014-05-12,58.153371949726
2014-05-13,58.511436601769
2014-05-14,57.749401573063
2014-05-15,56.822105935721
2014-05-16,56.427316703981
2014-05-19,57.400518065944
2014-05-20,56.88331307613
2014-05-21,57.418989672723
2014-05-22,57.132679767648
2014-05-23,56.624710581223
2014-05-27,56.652417991392
2014-05-28,56.2922216592
2014-05-29,56.744776025287
2014-05-30,56.550824154107
2014-06-02,56.772483435456
2014-06-03,56.717068615119
2014-06-04,57.197330391374
2014-06-05,57.215801998153
2014-06-06,57.751478594746
2014-06-09,58.250211977781
2014-06-10,58.453399652351
2014-06-11,57.631413150682
2014-06-12,57.335867442217
2014-06-13,57.225037801543
2014-06-16,57.391282262554
2014-06-17,58.148618140496
2014-06-18,58.213268764223
2014-06-19,58.019316893043
2014-06-20,58.27791938795
2014-06-23,58.139382337107
2014-06-24,57.696063774409
2014-06-25,57.816129218473
2014-06-26,57.843836628642
2014-06-27,57.926958859147
2014-06-30,57.492876099839
2014-07-01,57.87154403881
2014-07-02,57.751478594746
2014-07-03,58.453399652351
2014-07-07,58.573465096415
2014-07-08,58.019316893043
2014-07-09,58.111674926938
2014-07-10,57.649884757461
2014-07-11,57.87154403881
2014-07-14,58.000845286264
2014-07-15,58.037788499822
2014-07-16,58.287155191339
2014-07-17,58.351805815066
2014-07-18,58.841303394711
2014-07-21,58.730473754037
2014-07-22,58.758181164205
2014-07-23,58.730473754037
2014-07-24,59.044491069281
2014-07-25,58.730473754037
2014-07-28,56.68936120495
2014-07-29,58.314862601508
2014-07-30,56.68936120495
2014-07-31,55.174689449067
2014-08-01,54.51894740841
2014-08-04,54.51894740841
2014-08-05,54.186458486387
2014-08-06,54.50971160502
2014-08-07,54.195694289776
2014-08-08,54.666720262642
2014-08-11,54.675956066032
2014-08-12,54.796021510096
2014-08-13,55.082331415171
2014-08-14,55.516414174479
2014-08-15,55.50717837109
2014-08-18,56.606238974444
2014-08-19,56.559779487433
2014-08-20,56.615530871846
2014-08-21,56.689866051064
2014-08-22,56.262438770561
2014-08-25,56.531903795226
2014-08-26,56.717741743271
2014-08-27,57.042958152349
2014-08-28,56.903579691316
2014-08-29,56.903579691316
2014-09-02,56.92216348612
2014-09-03,56.75490933288
2014-09-04,56.903579691316
2014-09-05,57.108001434165
2014-09-08,56.727033640673
2014-09-09,56.234563078355
2014-09-10,55.602714055002
2014-09-11,55.556254567991
2014-09-12,55.556254567991
2014-09-15,55.602714055002
2014-09-16,54.766443288801
2014-09-17,54.199637547264
2014-09-18,54.534145853745
2014-09-19,54.26468082908
2014-09-22,54.394767392711
2014-09-23,53.762918369359
2014-09-24,54.469102571929
2014-09-25,53.967340112208
2014-09-26,54.357599803102
2014-09-29,54.329724110895
2014-09-30,54.125302368046
2014-10-01,53.484161447292
2014-10-02,53.586372318716
2014-10-03,53.744334574554
2014-10-06,53.707166984945
2014-10-07,53.038150371984
2014-10-08,53.707166984945
2014-10-09,52.898771910951
2014-10-10,52.517804117459
2014-10-13,52.034625452542
2014-10-14,52.81514483433
2014-10-15,51.848787504497
2014-10-16,51.904538888911
2014-10-17,52.973107090168
2014-10-20,53.168236935616
2014-10-21,54.050967188828
2014-10-22,53.595664216119
2014-10-23,53.967340112208
2014-10-24,54.394767392711
2014-10-27,54.589897238158
2014-10-28,55.323957132935
2014-10-29,55.658465439416
2014-10-30,55.788552003047
2014-10-31,55.500503183578
2014-11-03,55.128827287488
2014-11-04,55.268205748522
2014-11-05,55.556254567991
2014-11-06,55.314665235533
2014-11-07,54.71998380179
2014-11-10,54.877946057628
2014-11-11,54.859362262823
2014-11-12,55.017324518661
2014-11-13,54.952281236846
2014-11-14,55.110243492684
2014-11-17,55.305373338131
2014-11-18,55.277313787984
2014-11-19,55.239901054456
2014-11-20,55.183781954164
2014-11-21,55.894623891201
2014-11-24,56.315517143393
2014-11-25,56.11910029237
2014-11-26,55.819798424144
2014-11-28,55.866564341054
2014-12-01,55.436317905479
2014-12-02,55.763679323852
2014-12-03,55.838504790908
2014-12-04,55.585968839592
2014-12-05,55.660794306649
2014-12-08,56.100393925606
2014-12-09,55.922683441347
2014-12-10,55.595322022975
2014-12-11,55.716913406941
2014-12-12,54.510352750655
2014-12-15,53.808863997001
2014-12-16,54.070753131698
2014-12-17,55.249254237838
2014-12-18,56.418402160596
2014-12-19,57.222775931453
2014-12-22,57.671728733792
2014-12-23,57.93361786849
2014-12-24,57.93361786849
2014-12-26,57.93361786849
2014-12-29,57.989736968782
2014-12-30,57.971030602018
2014-12-31,57.138597281015
2015-01-02,57.129244097633
2015-01-05,55.632734756503
2015-01-06,55.137016037254
2015-01-07,55.48308382239
2015-01-08,56.025568458549
2015-01-09,54.837714169028
2015-01-12,54.519705934037
2015-01-13,54.248463615958
2015-01-14,53.827570363765
2015-01-15,53.649859879506
2015-01-16,54.416820916835
2015-01-20,54.25781679934
2015-01-21,54.341995449778
2015-01-22,55.324079704895
2015-01-23,54.931246002848
2015-01-26,55.202488320928
2015-01-27,54.725475968443
2015-01-28,53.649859879506
2015-01-29,53.921102197586
2015-01-30,53.387970744808
2015-02-02,54.407467733453
2015-02-03,55.267960604602
2015-02-04,56.75511676235
2015-02-05,57.035712263812
2015-02-06,57.316307765274
2015-02-09,57.185363197925
2015-02-10,57.475311882769
2015-02-11,57.830732851287
2015-02-12,58.167447453041
2015-02-13,58.478050327791
2015-02-17,58.685118910957
2015-02-18,58.120386411413
2015-02-19,58.14862303639
2015-02-20,58.478050327791
2015-02-23,57.819195744989
2015-02-24,58.412164869511
2015-02-25,58.308630577928
2015-02-26,58.525111369419
2015-02-27,58.5909968277
2015-03-02,58.892187494123
2015-03-03,58.619233452677
2015-03-04,58.685118910957
2015-03-05,59.108668285615
2015-03-06,58.506286952768
2015-03-09,58.638057869328
2015-03-10,57.461531828611
2015-03-11,57.875668994944
2015-03-12,58.967485160729
2015-03-13,58.478050327791
2015-03-16,59.259263618827
2015-03-17,59.183965952221
2015-03-18,59.880469368325
2015-03-19,59.381622327061
2015-03-20,60.13459899312
2015-03-23,60.106362368143
2015-03-24,59.861644951674
2015-03-25,59.62633974353
2015-03-26,59.767522868416
2015-03-27,59.814583910045
2015-03-30,60.426377451218
2015-03-31,60.247545493029
2015-04-01,59.833408326697
2015-04-02,59.842820535022
2015-04-06,60.209896659726
2015-04-07,60.040476909863
2015-04-08,60.464026284521
2015-04-09,60.736980325967
2015-04-10,60.727568117641
2015-04-13,60.586384992755
2015-04-14,60.765216950944
2015-04-15,60.915812284156
2015-04-16,60.689919284338
2015-04-17,60.219308868052
2015-04-20,60.661682659361
2015-04-21,60.106362368143
2015-04-22,60.304018742983
2015-04-23,60.398140826241
2015-04-24,60.416965242892
2015-04-27,60.256957701355
2015-04-28,60.633446034384
2015-04-29,60.106362368143
2015-04-30,59.334561285433
2015-05-01,59.400446743713
2015-05-04,59.786347285068
2015-05-05,59.984003659908
2015-05-06,59.805171701719
2015-05-07,60.00282807656
2015-05-08,60.445201867869
2015-05-11,60.13459899312
2015-05-12,59.645164160182
2015-05-13,59.861644951674
2015-05-14,60.021652493211
2015-05-15,59.927530409954
2015-05-18,60.539323951127
2015-05-19,60.842352007819
2015-05-20,61.277954839315
2015-05-21,59.554482766876
2015-05-22,59.384029484986
2015-05-26,58.465475688136
2015-05-27,59.147288815695
2015-05-28,59.241985083411
2015-05-29,58.920017773175
2015-06-01,58.806382251916
2015-06-02,58.957896280262
2015-06-03,59.194636949553
2015-06-04,58.815851878687
2015-06-05,58.531763075538
2015-06-08,58.351840166877
2015-06-09,58.399188300735
2015-06-10,59.204106576325
2015-06-11,59.649179034592
2015-06-12,59.251454710183
2015-06-15,58.759034118057
2015-06-16,59.137819188923
2015-06-17,59.156758442467
2015-06-18,59.743875302309
2015-06-19,59.241985083411
2015-06-22,59.497665006246
2015-06-23,59.516604259789
2015-06-24,59.166228069238
2015-06-25,59.9806159716
2015-06-26,60.312052908607
2015-06-29,58.181386884987
2015-06-30,58.901078519632
2015-07-01,59.11887993538
2015-07-02,58.673807477113
2015-07-06,58.31396165979
2015-07-07,58.493884568451
2015-07-08,57.253363461366
2015-07-09,57.442755996799
2015-07-10,58.437066807821
2015-07-13,58.162447631444
2015-07-14,58.152978004672
2015-07-15,58.512823821995
2015-07-16,58.920017773175
2015-07-17,58.323431286562
2015-07-20,58.295022406247
2015-07-21,58.522293448766
2015-07-22,58.598050462939
2015-07-23,58.579111209396
2015-07-24,58.635928970026
2015-07-27,58.266613525932
2015-07-28,59.024183667663
2015-07-29,61.116971184197
2015-07-30,60.643489845615
2015-07-31,60.652959472386
2015-08-03,60.634020218843
2015-08-04,60.539323951127
2015-08-05,60.700307606245
2015-08-06,60.302583281836
2015-08-07,60.643489845615
2015-08-10,61.47681700152
2015-08-11,60.832882381048
2015-08-12,60.709777233016
2015-08-13,60.766594993646
2015-08-14,61.325302973173
2015-08-17,61.47681700152
2015-08-18,61.524451293323
2015-08-19,60.066841964138
2015-08-20,58.352007459214
2015-08-21,56.399001495273
2015-08-24,53.626685712313
2015-08-25,52.61683872608
2015-08-26,54.226877789036
2015-08-27,55.855970568714
2015-08-28,55.894078002156
2015-08-31,55.827389993632
2015-09-01,53.969652613297
2015-09-02,54.731801282152
2015-09-03,54.827069865759
2015-09-04,53.72195429592
2015-09-08,54.846123582481
2015-09-09,54.293565797561
2015-09-10,54.96997274117
2015-09-11,55.38915450904
2015-09-14,55.065241324777
2015-09-15,55.79880941855
2015-09-16,56.056034594288
2015-09-17,55.360573933958
2015-09-18,54.445995531332
2015-09-21,54.96997274117
2015-09-22,54.341200089364
2015-09-23,54.70322070707
2015-09-24,54.769908715595
2015-09-25,55.093821899859
2015-09-28,54.312619514282
2015-09-29,54.989026457891
2015-09-30,55.379627650679
2015-10-01,55.217671058548
2015-10-02,55.703540834943
2015-10-05,56.513323795601
2015-10-06,56.618119237569
2015-10-07,57.437429056588
2015-10-08,57.932825691344
