Date,AMP
2010-11-29,44.610850988468
2010-11-30,44.024871792161
2010-12-01,44.993011333886
2010-12-02,45.612960338676
2010-12-03,45.978135779853
2010-12-06,45.842256545927
2010-12-07,46.436728194355
2010-12-08,47.005722486422
2010-12-09,47.455822448803
2010-12-10,47.277480954274
2010-12-13,47.447329996682
2010-12-14,46.810396087652
2010-12-15,46.784918731291
2010-12-16,47.336928119117
2010-12-17,46.878335704616
2010-12-20,46.623562141003
2010-12-21,48.925016665632
2010-12-22,49.222252489846
2010-12-23,49.026926091077
2010-12-27,49.035418543197
2010-12-28,49.052403447438
2010-12-29,49.230744941967
2010-12-30,48.975971378355
2010-12-31,48.87406195291
2011-01-03,50.394210882462
2011-01-04,50.054512797646
2011-01-05,50.861295749084
2011-01-06,51.022652339371
2011-01-07,51.175516477539
2011-01-10,50.963205174529
2011-01-11,51.685063604763
2011-01-12,51.888882455652
2011-01-13,51.404812684789
2011-01-14,51.702048509004
2011-01-18,51.803957934448
2011-01-19,50.878280653325
2011-01-20,50.631999541833
2011-01-21,51.260440998743
2011-01-24,51.803957934448
2011-01-25,51.897374907773
2011-01-26,51.863405099291
2011-01-27,53.069333300388
2011-01-28,51.217978738141
2011-01-31,52.355967322274
2011-02-01,53.434508741565
2011-02-02,53.052348396147
2011-02-03,49.409086436495
2011-02-04,49.324161915291
2011-02-07,49.850693946756
2011-02-08,51.073607052094
2011-02-09,52.135163567144
2011-02-10,52.71434852427
2011-02-11,54.400798840606
2011-02-14,54.758530725889
2011-02-15,54.000479826122
2011-02-16,54.81815270677
2011-02-17,54.758530725889
2011-02-18,55.133297462853
2011-02-22,53.77050932844
2011-02-23,53.923822993561
2011-02-24,53.915305567721
2011-02-25,54.102688936203
2011-02-28,53.932340419401
2011-03-01,53.438329720677
2011-03-02,52.637691691709
2011-03-03,54.511525376527
2011-03-04,53.889753290201
2011-03-07,53.395742591476
2011-03-08,54.077136658683
2011-03-09,52.986906151152
2011-03-10,52.552517433308
2011-03-11,52.961353873632
2011-03-14,52.433273471547
2011-03-15,51.061967911294
2011-03-16,49.937667700403
2011-03-17,50.959758801213
2011-03-18,52.143680992984
2011-03-21,52.109611289624
2011-03-22,50.67868374849
2011-03-23,50.883101968652
2011-03-24,51.326008112336
2011-03-25,51.837053662741
2011-03-28,51.905193069462
2011-03-29,52.126646141304
2011-03-30,52.296994658106
2011-03-31,52.024437031223
2011-04-01,53.216876648834
2011-04-04,53.336120610596
2011-04-05,52.825075060191
2011-04-06,52.399203768187
2011-04-07,53.719404773399
2011-04-08,53.600160811638
2011-04-11,53.157254667954
2011-04-12,52.850627337711
2011-04-13,52.671761395069
2011-04-14,52.314029509786
2011-04-15,52.475860600747
2011-04-18,52.245890103065
2011-04-19,52.135163567144
2011-04-20,53.063562983713
2011-04-21,54.102688936203
2011-04-25,53.336120610596
2011-04-26,51.854088514421
2011-04-27,51.990367327863
2011-04-28,52.952836447792
2011-04-29,52.859144763551
2011-05-02,52.578069710828
2011-05-03,52.561034859148
2011-05-04,51.71780970098
2011-05-05,51.350167806924
2011-05-06,52.324846316746
2011-05-09,52.940432744002
2011-05-10,53.889461819355
2011-05-11,53.444871621892
2011-05-12,54.171605598514
2011-05-13,53.350823695506
2011-05-16,52.98318180145
2011-05-17,52.581340661436
2011-05-18,53.769764458499
2011-05-19,54.231454278941
2011-05-20,53.154178031244
2011-05-23,52.162399898442
2011-05-24,51.70925988949
2011-05-25,51.837507061835
2011-05-26,51.615211963104
2011-05-27,51.615211963104
2011-05-31,52.350495751215
2011-06-01,50.289991182206
2011-06-02,50.43533797753
2011-06-03,49.785552304316
2011-06-06,48.66552699917
2011-06-07,48.255136047666
2011-06-08,47.656649243389
2011-06-09,48.981870024287
2011-06-10,47.913143588079
2011-06-13,47.88749415361
2011-06-14,48.716825868108
2011-06-15,47.673748866369
2011-06-16,47.861844719141
2011-06-17,48.443231900438
2011-06-20,48.349183974052
2011-06-21,49.024619081736
2011-06-22,47.972992268507
2011-06-23,47.990091891486
2011-06-24,47.365955652741
2011-06-27,47.716497923817
2011-06-28,47.981542079997
2011-06-29,48.896371909391
2011-06-30,49.315312672384
2011-07-01,49.92234928815
2011-07-05,49.135766631101
2011-07-06,50.024947026026
2011-07-07,50.631983641793
2011-07-08,49.708604000909
2011-07-11,46.989763947196
2011-07-12,47.588250751472
2011-07-13,47.767796792755
2011-07-14,46.810217905913
2011-07-15,46.211731101636
2011-07-18,45.442248067566
2011-07-19,45.664543166298
2011-07-20,46.211731101636
2011-07-21,47.289007349334
2011-07-22,47.348856029761
2011-07-25,46.254480159084
2011-07-26,46.288679405043
2011-07-27,44.091377852199
2011-07-28,45.980886191415
2011-07-29,46.254480159084
2011-08-01,45.048956739042
2011-08-02,43.612588408778
2011-08-03,43.441592178985
2011-08-04,41.157000735804
2011-08-05,40.521437702738
2011-08-08,35.505642955303
2011-08-09,38.245434949193
2011-08-10,35.376812610763
2011-08-11,38.004951639385
2011-08-12,37.970596880841
2011-08-15,38.906764051167
2011-08-16,38.752167637718
2011-08-17,37.8417665363
2011-08-18,35.18786143877
2011-08-19,33.530244339019
2011-08-22,33.994033579364
2011-08-23,36.519108332353
2011-08-24,37.068784469059
2011-08-25,36.235681574365
2011-08-26,37.317856468503
2011-08-29,39.112892602431
2011-08-30,38.614748603542
2011-08-31,39.250311636607
2011-09-01,37.764468329576
2011-09-02,36.390277987813
2011-09-06,35.617295920571
2011-09-07,37.652815364308
2011-09-08,36.819712469614
2011-09-09,35.840601851108
2011-09-12,36.089673850552
2011-09-13,36.862655917794
2011-09-14,37.618460605764
2011-09-15,38.623337293178
2011-09-16,38.709224189538
2011-09-19,37.618460605764
2011-09-20,37.386565985591
2011-09-21,35.789069713292
2011-09-22,34.2173395099
2011-09-23,34.157218682448
2011-09-26,35.299514404039
2011-09-27,35.505642955303
2011-09-28,34.346169854441
2011-09-29,35.308103093675
2011-09-30,33.805082407371
2011-10-03,32.070167100895
2011-10-04,32.791617030321
2011-10-05,33.538833028655
2011-10-06,34.964555508234
2011-10-07,33.547421718291
2011-10-10,35.282337024767
2011-10-11,35.591529851663
2011-10-12,36.862655917794
2011-10-13,35.694594127296
2011-10-14,36.82830115925
2011-10-17,35.153506680226
2011-10-18,36.665116056166
2011-10-19,35.127740611318
2011-10-20,35.8148357822
2011-10-21,37.326445158139
2011-10-24,38.391442673006
2011-10-25,36.11543991946
2011-10-26,36.811123779978
2011-10-27,42.39377204339
2011-10-28,41.861273285957
2011-10-31,40.092003220937
2011-11-01,37.867532605208
2011-11-02,38.984062257891
2011-11-03,40.417045945847
2011-11-04,39.933629761958
2011-11-07,40.512002696254
2011-11-08,41.746440451541
2011-11-09,39.148078463139
2011-11-10,39.363889259518
2011-11-11,40.762343220053
2011-11-14,40.382516218426
2011-11-15,40.468840536978
2011-11-16,39.148078463139
2011-11-17,38.12945150423
2011-11-18,38.163981231651
2011-11-21,37.188516432018
2011-11-22,36.886381317088
2011-11-23,35.660575993655
2011-11-25,35.833224630758
2011-11-28,37.145354272742
2011-11-29,37.015867794915
2011-11-30,39.631494647028
2011-12-01,39.260300077256
2011-12-02,39.691921670014
2011-12-05,40.546532423674
2011-12-06,40.520635128109
2011-12-07,41.616953973714
2011-12-08,39.346624395807
2011-12-09,40.658754037791
2011-12-12,39.424316282504
2011-12-13,38.906370371194
2011-12-14,38.802781188933
2011-12-15,38.992694689746
2011-12-16,40.183970285758
2011-12-19,40.03721894422
2011-12-20,42.298916090271
2011-12-21,42.635580932622
2011-12-22,43.205321435063
2011-12-23,43.688737618952
2011-12-27,43.188056571353
2011-12-28,42.704640387464
2011-12-29,43.628310595966
2011-12-30,42.851391729001
2012-01-03,44.413861894785
2012-01-04,43.861386256055
2012-01-05,44.232580825827
2012-01-06,44.103094347999
2012-01-09,44.111726779854
2012-01-10,44.802321328267
2012-01-11,44.67283485044
2012-01-12,44.810953760122
2012-01-13,44.370699735509
2012-01-17,44.534715940757
2012-01-18,45.320267239576
2012-01-19,46.31299690292
2012-01-20,47.202137384001
2012-01-23,47.262564406987
2012-01-24,46.813677950519
2012-01-25,46.856840109794
2012-01-26,47.202137384001
2012-01-27,46.33026176663
2012-01-30,45.993596924279
2012-01-31,46.226672584368
2012-02-01,47.288461702552
2012-02-02,43.490191686283
2012-02-03,46.31299690292
2012-02-06,46.90000226907
2012-02-07,47.409315748524
2012-02-08,47.392050884814
2012-02-09,46.940863289426
2012-02-10,47.018953450166
2012-02-13,47.756471634935
2012-02-14,47.999418801683
2012-02-15,47.600291313455
2012-02-16,48.337809498224
2012-02-17,49.05797431394
2012-02-21,48.754290355505
2012-02-22,48.450606397071
2012-02-23,49.023267575833
2012-02-24,48.945177415093
2012-02-27,48.762967040032
2012-02-28,48.745613670979
2012-02-29,48.381192920858
2012-03-01,48.736936986452
2012-03-02,48.450606397071
2012-03-05,48.19030586127
2012-03-06,47.001600081113
2012-03-07,47.331314093127
2012-03-08,47.999418801683
2012-03-09,48.658846825712
2012-03-12,48.459283081598
2012-03-13,49.97770287377
2012-03-14,49.240184689
2012-03-15,50.342123623891
2012-03-16,50.08182308809
2012-03-19,50.402860415578
2012-03-20,49.691372284389
2012-03-21,49.795492498709
2012-03-22,49.014590891306
2012-03-23,49.543868647435
2012-03-26,50.541687368005
2012-03-27,50.064469719037
2012-03-28,50.168589933357
2012-03-29,48.962530784146
2012-03-30,49.569898701015
2012-04-02,50.116529826197
2012-04-03,49.422395064061
2012-04-04,48.650170141185
2012-04-05,48.181629176744
2012-04-09,47.253223932387
2012-04-10,46.177315051077
2012-04-11,46.723946176259
2012-04-12,47.487494414608
2012-04-13,46.099224890336
2012-04-16,46.541735801198
2012-04-17,47.869268533782
2012-04-18,46.819389706052
2012-04-19,46.472322324984
2012-04-20,46.376878795191
2012-04-23,45.847601039062
2012-04-24,45.509210342521
2012-04-25,46.507029063091
2012-04-26,47.071013557326
2012-04-27,46.923509920373
2012-04-30,47.03630681922
2012-05-01,47.079690241853
2012-05-02,46.645856015518
2012-05-03,46.113109859939
2012-05-04,45.414426377213
2012-05-07,45.475561181952
2012-05-08,44.986482744043
2012-05-09,44.191730282442
2012-05-10,44.348934066055
2012-05-11,44.078194216499
2012-05-14,43.370777190239
2012-05-15,42.951567100603
2012-05-16,41.79000581057
2012-05-17,41.222325480855
2012-05-18,40.532375541663
2012-05-21,41.484331786877
2012-05-22,41.31839445973
2012-05-23,41.327128003264
2012-05-24,41.833673528241
2012-05-25,41.728871005832
2012-05-29,42.270350704945
2012-05-30,41.851140615309
2012-05-31,41.851140615309
2012-06-01,40.008362929618
2012-06-04,39.702688905925
2012-06-05,40.672112238208
2012-06-06,42.244150074342
2012-06-07,42.148081095467
2012-06-08,42.383886770888
2012-06-11,41.545466591616
2012-06-12,42.209215900206
2012-06-13,41.257259654991
2012-06-14,41.851140615309
2012-06-15,43.449379082045
2012-06-18,43.362043646704
2012-06-19,44.279065717783
2012-06-20,44.663341633282
2012-06-21,43.344576559636
2012-06-22,44.383868240192
2012-06-25,43.178639232489
2012-06-26,43.484313256182
2012-06-27,44.279065717783
2012-06-28,44.366401153124
2012-06-29,45.641498509099
2012-07-02,45.405692833679
2012-07-03,45.711366857372
2012-07-05,44.916614395771
2012-07-06,44.506137849669
2012-07-09,44.008325868226
2012-07-10,43.868589171681
2012-07-11,44.060727129431
2012-07-12,43.327109472568
2012-07-13,44.63714100268
2012-07-16,44.174263195374
2012-07-17,44.768144155691
2012-07-18,45.545429530224
2012-07-19,45.335824485406
2012-07-20,43.92972397642
2012-07-23,42.934100013535
2012-07-24,42.331485509683
2012-07-25,41.903541876513
2012-07-26,44.331466978987
2012-07-27,45.877304184519
2012-07-30,45.615297878497
2012-07-31,45.169887158259
2012-08-01,45.126219440588
2012-08-02,44.677771040068
2012-08-03,46.278116312513
2012-08-06,46.497943959827
2012-08-07,47.702599467107
2012-08-08,47.922427114421
2012-08-09,47.808116737818
2012-08-10,47.922427114421
2012-08-13,47.764151208355
2012-08-14,47.78173742014
2012-08-15,47.825702949603
2012-08-16,48.309323773693
2012-08-17,48.625875585825
2012-08-20,48.362082409048
2012-08-21,48.247772032445
2012-08-22,48.203806502982
2012-08-23,47.834496055495
2012-08-24,48.520358315114
2012-08-27,47.614668408181
2012-08-28,47.896047796743
2012-08-29,47.878461584958
2012-08-30,47.966392643884
2012-08-31,48.282944456015
2012-09-04,48.019151279239
2012-09-05,47.81690984371
2012-09-06,49.250186104196
2012-09-07,49.654668975254
2012-09-10,49.135875727593
2012-09-11,49.373289586692
2012-09-12,49.821737987212
2012-09-13,51.105531447525
2012-09-14,52.055186883921
2012-09-17,51.298979777162
2012-09-18,51.167083188773
2012-09-19,50.832945164856
2012-09-20,50.516393352724
2012-09-21,50.648289941113
2012-09-24,50.481220929154
2012-09-25,49.162255045271
2012-09-26,49.311737845444
2012-09-27,50.067944952204
2012-09-28,49.84811730489
2012-10-01,49.839324198998
2012-10-02,49.619496551684
2012-10-03,49.663462081146
2012-10-04,50.797772741286
2012-10-05,50.850531376641
2012-10-08,50.727427894146
2012-10-09,50.384496764336
2012-10-10,49.927255257923
2012-10-11,49.971220787386
2012-10-12,49.206220574734
2012-10-15,49.408462010262
2012-10-16,50.903290011997
2012-10-17,51.870531660178
2012-10-18,51.80897991893
2012-10-19,50.824152058964
2012-10-22,51.237428035914
2012-10-23,50.22622085827
2012-10-24,50.182255328807
2012-10-25,51.87932476607
2012-10-26,52.143117942847
2012-10-31,51.325359094839
2012-11-01,52.872945731929
2012-11-02,53.262759674993
2012-11-05,53.262759674993
2012-11-06,53.55512013229
2012-11-07,51.916129689863
2012-11-08,51.393424629846
2012-11-09,51.428862261033
2012-11-12,51.730082126128
2012-11-13,51.871832650879
2012-11-14,51.012470094579
2012-11-15,51.43772166883
2012-11-16,51.721222718331
2012-11-19,52.92610217871
2012-11-20,52.952680402101
2012-11-21,53.307056713977
2012-11-23,54.04238756112
2012-11-26,53.599417171275
2012-11-27,53.289337898383
2012-11-28,53.767745919416
2012-11-29,54.449920319778
2012-11-30,53.750027103822
2012-12-03,54.130981639089
2012-12-04,53.696870657041
2012-12-05,54.148700454683
2012-12-06,54.733421369279
2012-12-07,55.238407613702
2012-12-10,54.29931038723
2012-12-11,54.494217358762
2012-12-12,54.839734262842
2012-12-13,54.379045057403
2012-12-14,54.237294532652
2012-12-17,55.362439322859
2012-12-18,56.27495832594
2012-12-19,55.734534450329
2012-12-20,56.266098918143
2012-12-21,55.521908663203
2012-12-24,55.716815634735
2012-12-26,55.344720507265
2012-12-27,55.433314585234
2012-12-28,55.096657088952
2012-12-31,55.486471032016
2013-01-02,57.834214098196
2013-01-03,57.73676061243
2013-01-04,58.427794420588
2013-01-07,57.807635874805
2013-01-08,56.682491084598
2013-01-09,56.939413910708
2013-01-10,57.586150679882
2013-01-11,57.648166534461
2013-01-14,57.851932913789
2013-01-15,57.479837786319
2013-01-16,56.921695095114
2013-01-17,57.940526991758
2013-01-18,58.383497381604
2013-01-22,58.941640072809
2013-01-23,58.85304599484
2013-01-24,59.2517193457
2013-01-25,59.694689735546
2013-01-28,59.171984675528
2013-01-29,59.703549143343
2013-01-30,59.234000530107
2013-01-31,58.755592509074
2013-02-01,59.490923356217
2013-02-04,57.860792321586
2013-02-05,58.720154877886
2013-02-06,59.012515335184
2013-02-07,58.985937111793
2013-02-08,59.307046099548
2013-02-11,59.307046099548
2013-02-12,60.199015509979
2013-02-13,60.555803274152
2013-02-14,61.581568096147
2013-02-15,61.340736355331
2013-02-19,61.572648402043
2013-02-20,60.609321438777
2013-02-21,59.984942851476
2013-02-22,60.591482050569
2013-02-25,59.092973441045
2013-02-26,59.423002122904
2013-02-27,60.752036544446
2013-02-28,61.21586063787
2013-03-01,60.725277462133
2013-03-04,61.429933296374
2013-03-05,62.678690470977
2013-03-06,62.89276312948
2013-03-07,63.09791609388
2013-03-08,64.302074797961
2013-03-11,64.409111127213
2013-03-12,64.150439998188
2013-03-13,65.425956255104
2013-03-14,66.416042300682
2013-03-15,66.300086277326
2013-03-18,66.157371171657
2013-03-19,65.978977289571
2013-03-20,66.790669453063
2013-03-21,65.684627384129
2013-03-22,65.693547078233
2013-03-25,65.532992584356
2013-03-26,65.729225854651
2013-03-27,65.158365431975
2013-03-28,65.693547078233
2013-04-01,64.997810938097
2013-04-02,65.497313807939
2013-04-03,64.052323363041
2013-04-04,64.221797551022
2013-04-05,63.757973457598
2013-04-08,64.516147456465
2013-04-09,64.944292773471
2013-04-10,66.424961994787
2013-04-11,67.147457217236
2013-04-12,66.656874041499
2013-04-15,64.159359692292
2013-04-16,65.238642678914
2013-04-17,63.597418963721
2013-04-18,62.081070965988
2013-04-19,64.3823520449
2013-04-22,64.560745926986
2013-04-23,65.684627384129
2013-04-24,64.801577667802
2013-04-25,65.987896983676
2013-04-26,65.54191227846
2013-04-29,66.166290865762
2013-04-30,66.478480159413
2013-05-01,65.078088185036
2013-05-02,66.077093924719
2013-05-03,68.089229465656
2013-05-06,68.843780293508
2013-05-07,69.481555398001
2013-05-08,69.158176471779
2013-05-09,68.753952814002
2013-05-10,70.245088973804
2013-05-13,71.008622549606
2013-05-14,72.634499928667
2013-05-15,73.245326789309
2013-05-16,72.275190010642
2013-05-17,73.380068008568
2013-05-20,73.398033504469
2013-05-21,73.236344041358
2013-05-22,72.589586188914
2013-05-23,72.212310774988
2013-05-24,72.041638563926
2013-05-28,74.125636088469
2013-05-29,73.766326170444
2013-05-30,75.401186297456
2013-05-31,73.227361293408
2013-06-03,72.787206643827
2013-06-04,73.820222658148
2013-06-05,71.619449410248
2013-06-06,72.778223895877
2013-06-07,74.619687225753
2013-06-10,74.682566461407
2013-06-11,74.125636088469
2013-06-12,72.859068627432
2013-06-13,74.547825242148
2013-06-14,73.532774723728
2013-06-17,74.233429063876
2013-06-18,74.907135160172
2013-06-19,73.236344041358
2013-06-20,71.017605297556
2013-06-21,71.107432777063
2013-06-24,69.571382877508
2013-06-25,71.197260256569
2013-06-26,72.158414287284
2013-06-27,73.380068008568
2013-06-28,72.652465424568
2013-07-01,73.155499309803
2013-07-02,73.496843731926
2013-07-03,72.868051375383
2013-07-05,74.646635469605
2013-07-08,75.077807371234
2013-07-09,76.281495596616
2013-07-10,75.958116670394
2013-07-11,77.664838781011
2013-07-12,77.79059725232
2013-07-15,77.548063057653
2013-07-16,76.712667498246
2013-07-17,77.06299466832
2013-07-18,78.006183203134
2013-07-19,77.530097561752
2013-07-22,78.473286096566
2013-07-23,77.853476487974
2013-07-24,77.467218326098
2013-07-25,78.688872047381
2013-07-26,79.209871428517
2013-07-29,78.697854795332
2013-07-30,79.919508516615
2013-07-31,79.946456760467
2013-08-01,82.192143748121
2013-08-02,82.399927800243
2013-08-05,82.345723264907
2013-08-06,81.180325755178
2013-08-07,80.891234900052
2013-08-08,81.234530290514
2013-08-09,81.379075718078
2013-08-12,80.68345084793
2013-08-13,81.550723413309
2013-08-14,81.035780327615
2013-08-15,79.319303375302
2013-08-16,79.707769211878
2013-08-19,78.77725802194
2013-08-20,79.527087427424
2013-08-21,79.003110252508
2013-08-22,80.430496349694
2013-08-23,80.430496349694
2013-08-26,79.771007836437
2013-08-27,77.178224229522
2013-08-28,77.819644564334
2013-08-29,78.695951218936
2013-08-30,77.828678653557
2013-09-03,78.668848951268
2013-09-04,79.039246609398
2013-09-05,79.310269286079
2013-09-06,79.129587501625
2013-09-09,80.313053189799
2013-09-10,81.95725742833
2013-09-11,82.174075569675
2013-09-12,81.659132483981
2013-09-13,82.029530142112
2013-09-16,83.619529845307
2013-09-17,84.315154715455
2013-09-18,84.884302336485
2013-09-19,84.396461518459
2013-09-20,83.312370811735
2013-09-23,82.526405049361
2013-09-24,82.210211926566
2013-09-25,82.354757354129
2013-09-26,82.743223190705
2013-09-27,82.598677763142
2013-09-30,82.282484640348
2013-10-01,83.276234454845
2013-10-02,83.258166276399
2013-10-03,82.716120923037
2013-10-04,83.917654789656
2013-10-07,83.014245867386
2013-10-08,81.171291665956
2013-10-09,81.731405197763
2013-10-10,84.3332228939
2013-10-11,85.191461370057
2013-10-14,85.408279511402
2013-10-15,84.622313749027
2013-10-16,87.151858731383
2013-10-17,88.651517542351
2013-10-18,90.115039996428
2013-10-21,89.509756018507
2013-10-22,90.124074085651
2013-10-23,89.202596984935
2013-10-24,89.916290033529
2013-10-25,89.943392301197
2013-10-28,89.356176501721
2013-10-29,89.789812784411
2013-10-30,91.054585275589
2013-10-31,90.828733045021
2013-11-01,91.298505684602
2013-11-04,91.46111929061
2013-11-05,91.488221558278
2013-11-06,92.337425945212
2013-11-07,91.199130703152
2013-11-08,93.641883482117
2013-11-11,94.295705787268
2013-11-12,93.414861848385
2013-11-13,94.586293478446
2013-11-14,95.548865205473
2013-11-15,95.775886839206
2013-11-18,95.576107801521
2013-11-19,95.530703474774
2013-11-20,95.775886839206
2013-11-21,96.974561065315
2013-11-22,97.691949427911
2013-11-25,97.619302505116
2013-11-26,98.345771733062
2013-11-27,98.554631636096
2013-11-29,98.300367406315
2013-12-02,98.282205675616
2013-12-03,97.074450584158
2013-12-04,97.174340103
2013-12-05,96.466032605754
2013-12-06,98.972351442164
2013-12-09,98.972351442164
2013-12-10,98.23680134887
2013-12-11,96.620407316692
2013-12-12,96.729377700884
2013-12-13,96.874671546473
2013-12-16,98.981432307513
2013-12-17,98.600035962842
2013-12-18,101.54223633602
