Date,AAL
2010-10-18,26.29522210656
2010-10-19,26.217271843398
2010-10-20,28.166028422442
2010-10-21,27.932177632957
2010-10-22,28.08807815928
2010-10-25,30.088801580431
2010-10-26,30.47855289624
2010-10-27,31.180105264696
2010-10-28,30.868304212049
2010-10-29,30.634453422563
2010-11-01,30.296668948863
2010-11-02,30.972237896264
2010-11-03,31.361989212073
2010-11-04,30.036834738323
2010-11-05,30.062818159377
2010-11-08,29.179381843544
2010-11-09,28.55577973825
2010-11-10,28.010127896118
2010-11-11,28.114061580334
2010-11-12,27.62037658031
2010-11-15,27.828243948741
2010-11-16,27.776277106633
2010-11-17,27.802260527687
2010-11-18,28.633730001412
2010-11-19,28.789630527736
2010-11-22,29.049464738275
2010-11-23,28.841597369843
2010-11-24,30.504536317294
2010-11-26,30.400602633078
2010-11-29,29.309298948814
2010-11-30,28.997497896167
2010-12-01,29.257332106706
2010-12-02,28.867580790897
2010-12-03,28.68569684352
2010-12-06,28.971514475113
2010-12-07,27.412509211878
2010-12-08,28.503812896143
2010-12-09,28.347912369819
2010-12-10,28.399879211927
2010-12-13,27.308575527663
2010-12-14,27.36054236977
2010-12-15,26.347188948668
2010-12-16,26.321205527614
2010-12-17,26.139321580237
2010-12-20,26.451122632883
2010-12-21,27.334558948717
2010-12-22,26.814890527638
2010-12-23,25.749570264428
2010-12-27,25.645636580212
2010-12-28,25.69760342232
2010-12-29,26.347188948668
2010-12-30,26.321205527614
2010-12-31,26.009404474967
2011-01-03,27.672343422417
2011-01-04,27.594393159256
2011-01-05,28.841597369843
2011-01-06,29.205365264598
2011-01-07,29.621100001461
2011-01-10,29.802983948838
2011-01-11,28.503812896143
2011-01-12,28.269962106657
2011-01-13,28.295945527711
2011-01-14,28.036111317172
2011-01-18,26.29522210656
2011-01-19,26.061371317075
2011-01-20,26.633006580261
2011-01-21,25.541702895997
2011-01-24,26.243255264452
2011-01-25,26.321205527614
2011-01-26,28.062094738226
2011-01-27,28.711680264574
2011-01-28,26.399155790776
2011-01-31,25.775553685482
2011-02-01,25.749570264428
2011-02-02,24.736216843325
2011-02-03,24.918100790703
2011-02-04,24.008681053816
2011-02-07,25.255885264403
2011-02-08,25.671620001266
2011-02-09,25.671620001266
2011-02-10,25.593669738104
2011-02-11,26.321205527614
2011-02-14,25.905470790751
2011-02-15,26.191288422344
2011-02-16,26.243255264452
2011-02-17,25.775553685482
2011-02-18,25.255885264403
2011-02-22,23.826797106438
2011-02-23,22.059924474772
2011-02-24,21.904023948449
2011-02-25,22.267791843203
2011-02-28,22.371725527419
2011-03-01,20.656819737861
2011-03-02,20.708786579969
2011-03-03,21.722140001071
2011-03-04,21.51427263264
2011-03-07,21.566239474748
2011-03-08,24.112614738031
2011-03-09,23.203195001144
2011-03-10,23.618929738007
2011-03-11,23.852780527492
2011-03-14,23.047294474821
2011-03-15,23.17721158009
2011-03-16,22.215825001096
2011-03-17,22.059924474772
2011-03-18,23.281145264306
2011-03-21,23.826797106438
2011-03-22,23.125244737983
2011-03-23,22.683526580066
2011-03-24,23.021311053767
2011-03-25,23.43704579063
2011-03-28,23.43704579063
2011-03-29,23.047294474821
2011-03-30,23.30712868536
2011-03-31,22.631559737958
2011-04-01,22.813443685336
2011-04-04,22.70951000112
2011-04-05,21.955990790557
2011-04-06,21.826073685287
2011-04-07,21.410338948424
2011-04-08,20.630836316807
2011-04-11,21.410338948424
2011-04-12,21.955990790557
2011-04-13,21.462305790532
2011-04-14,20.942637369454
2011-04-15,21.020587632616
2011-04-18,21.64418973791
2011-04-19,21.436322369478
2011-04-20,21.150504737885
2011-04-21,21.124521316831
2011-04-25,21.51427263264
2011-04-26,22.865410527443
2011-04-27,22.735493422174
2011-04-28,22.787460264282
2011-04-29,23.618929738007
2011-05-02,23.540979474845
2011-05-03,23.956714211708
2011-05-04,24.164581580139
2011-05-05,25.515719474943
2011-05-06,25.177935001242
2011-05-09,24.216548422247
2011-05-10,24.684250001217
2011-05-11,25.957437632859
2011-05-12,24.996051053864
2011-05-13,24.450399211732
2011-05-16,25.82752052759
2011-05-17,25.463752632835
2011-05-18,25.125968159134
2011-05-19,26.814890527638
2011-05-20,26.42513921183
2011-05-23,25.983421053913
2011-05-24,25.307852106511
2011-05-25,24.086631316977
2011-05-26,24.03466447487
2011-05-27,23.696880001169
2011-05-31,23.644913159061
2011-06-01,23.489012632737
2011-06-02,23.670896580115
2011-06-03,23.099261316929
2011-06-06,22.215825001096
2011-06-07,22.24180842215
2011-06-08,21.462305790532
2011-06-09,20.890670527346
2011-06-10,21.04657105367
2011-06-13,21.332388685263
2011-06-14,21.228455001047
2011-06-15,21.38435552737
2011-06-16,21.38435552737
2011-06-17,21.826073685287
2011-06-20,22.345742106365
2011-06-21,22.475659211635
2011-06-22,22.033941053718
2011-06-23,23.151228159037
2011-06-24,22.57959289585
2011-06-27,23.77483026433
2011-06-28,23.722863422223
2011-06-29,22.995327632713
2011-06-30,23.151228159037
2011-07-01,23.229178422198
2011-07-05,21.955990790557
2011-07-06,21.670173158963
2011-07-07,21.800090264233
2011-07-08,21.332388685263
2011-07-11,20.942637369454
2011-07-12,20.656819737861
2011-07-13,20.526902632591
2011-07-14,19.85133368519
2011-07-15,19.331665264111
2011-07-18,18.266345000901
2011-07-19,18.214378158793
2011-07-20,17.9285605272
2011-07-21,17.9285605272
2011-07-22,17.668726316661
2011-07-25,16.889223685043
2011-07-26,16.60340605345
2011-07-27,16.057754211318
2011-07-28,15.53808579024
2011-07-29,16.213654737642
2011-08-01,15.486118948132
2011-08-02,14.34284842176
2011-08-03,15.330218421809
2011-08-04,14.628666053353
2011-08-05,14.34284842176
2011-08-08,12.913760263795
2011-08-09,15.044400790216
2011-08-10,13.823180000682
2011-08-11,14.238914737544
2011-08-12,14.368831842814
2011-08-15,15.278251579701
2011-08-16,15.512102369186
2011-08-17,14.784566579677
2011-08-18,13.901130263843
2011-08-19,13.355478421711
2011-08-22,13.27752815855
2011-08-23,13.849163421736
2011-08-24,13.771213158574
2011-08-25,13.199577895388
2011-08-26,13.667279474358
2011-08-29,14.420798684922
2011-08-30,14.34284842176
2011-08-31,14.524732369137
2011-09-01,13.74522973752
2011-09-02,13.563345790143
2011-09-06,13.095644211172
2011-09-07,13.537362369089
2011-09-08,13.355478421711
2011-09-09,13.043677369064
2011-09-12,12.601959211148
2011-09-13,14.654649474407
2011-09-14,14.914483684946
2011-09-15,15.226284737593
2011-09-16,15.356201842863
2011-09-19,15.07038421127
2011-09-20,15.512102369186
2011-09-21,15.200301316539
2011-09-22,14.888500263892
2011-09-23,15.927837106049
2011-09-26,16.707339737666
2011-09-27,15.875870263941
2011-09-28,15.901853684995
2011-09-29,15.849886842887
2011-09-30,14.290881579652
2011-10-03,12.030323947962
2011-10-04,12.991710526957
2011-10-05,13.433428684873
2011-10-06,13.901130263843
2011-10-07,13.537362369089
2011-10-10,13.849163421736
2011-10-11,15.174317895485
2011-10-12,16.187671316588
2011-10-13,16.369555263965
2011-10-14,15.693986316563
2011-10-17,15.200301316539
2011-10-18,15.642019474456
2011-10-19,14.966450527054
2011-10-20,15.616036053402
2011-10-21,15.252268158647
2011-10-24,15.460135527078
2011-10-25,14.550715790191
2011-10-26,14.706616316515
2011-10-27,15.148334474431
2011-10-28,15.434152106024
2011-10-31,14.992433948108
2011-11-01,14.290881579652
2011-11-02,13.719246316466
2011-11-03,14.576699211245
2011-11-04,14.290881579652
2011-11-07,14.005063948059
2011-11-08,13.537362369089
2011-11-09,13.121627632226
2011-11-10,12.601959211148
2011-11-11,13.01769394801
2011-11-14,12.939743684849
2011-11-15,12.42007526377
2011-11-16,11.692539474261
2011-11-17,11.432705263722
2011-11-18,11.48467210583
2011-11-21,11.042953947913
2011-11-22,10.523285526835
2011-11-23,10.393368421565
2011-11-25,10.445335263673
2011-11-28,11.094920790021
2011-11-29,11.588605790045
2011-11-30,12.264174737447
2011-12-01,12.835810000633
2011-12-02,12.575975790094
2011-12-05,13.303511579603
2011-12-06,13.641296053304
2011-12-07,14.524732369137
2011-12-08,13.87514684279
2011-12-09,14.602682632299
2011-12-12,14.628666053353
2011-12-13,13.485395526981
2011-12-14,14.524732369137
2011-12-15,14.836533421784
2011-12-16,16.057754211318
2011-12-19,15.148334474431
2011-12-20,15.434152106024
2011-12-21,14.992433948108
2011-12-22,14.81055000073
2011-12-23,14.602682632299
2011-12-27,14.031047369113
2011-12-28,13.485395526981
2011-12-29,13.589329211197
2011-12-30,13.173594474334
2012-01-03,13.303511579603
2012-01-04,13.069660790118
2012-01-05,14.21293131649
2012-01-06,14.550715790191
2012-01-09,14.862516842838
2012-01-10,14.862516842838
2012-01-11,15.356201842863
2012-01-12,15.719969737617
2012-01-13,15.512102369186
2012-01-17,15.278251579701
2012-01-18,15.693986316563
2012-01-19,16.26562157975
2012-01-20,16.551439211343
2012-01-23,16.26562157975
2012-01-24,16.655372895558
2012-01-25,19.539532632543
2012-01-26,20.396985527322
2012-01-27,21.254438422101
2012-01-30,22.137874737934
2012-01-31,21.930007369503
2012-02-01,23.125244737983
2012-02-02,23.696880001169
2012-02-03,25.048017895972
2012-02-06,23.77483026433
2012-02-07,24.008681053816
2012-02-08,23.644913159061
2012-02-09,23.281145264306
2012-02-10,22.995327632713
2012-02-13,23.852780527492
2012-02-14,23.385078948522
2012-02-15,23.099261316929
2012-02-16,23.644913159061
2012-02-17,23.125244737983
2012-02-21,20.500919211537
2012-02-22,20.007234211513
2012-02-23,18.863963685141
2012-02-24,18.162411316685
2012-02-27,18.188394737739
2012-02-28,19.25371500095
2012-02-29,19.25371500095
2012-03-01,19.25371500095
2012-03-02,19.825350264136
2012-03-05,18.162411316685
2012-03-06,17.876593685092
2012-03-07,17.954543948254
2012-03-08,18.084461053523
2012-03-09,18.266345000901
2012-03-12,17.902577106146
2012-03-13,18.084461053523
2012-03-14,18.422245527224
2012-03-15,19.695433158866
2012-03-16,18.578146053548
2012-03-19,18.682079737763
2012-03-20,19.955267369405
2012-03-21,19.825350264136
2012-03-22,19.045847632518
2012-03-23,19.617482895704
2012-03-26,20.085184474675
2012-03-27,19.643466316758
2012-03-28,20.241085000998
2012-03-29,20.500919211537
2012-03-30,19.72141657992
2012-04-02,19.409615527273
2012-04-03,20.111167895729
2012-04-04,20.422968948376
2012-04-05,20.215101579944
2012-04-09,20.137151316783
2012-04-10,19.409615527273
2012-04-11,19.799366843082
2012-04-12,20.500919211537
2012-04-13,20.371002106268
2012-04-16,21.124521316831
2012-04-17,21.254438422101
2012-04-18,21.306405264209
2012-04-19,24.710233422271
2012-04-20,24.268515264355
2012-04-23,23.463029211683
2012-04-24,24.190565001193
2012-04-25,24.944084211757
2012-04-26,25.463752632835
2012-04-27,26.788907106584
2012-04-30,26.658990001315
2012-05-01,26.399155790776
2012-05-02,26.658990001315
2012-05-03,27.828243948741
2012-05-04,27.802260527687
2012-05-07,28.841597369843
2012-05-08,28.633730001412
2012-05-09,28.036111317172
2012-05-10,28.399879211927
2012-05-11,29.41323263303
2012-05-14,29.205365264598
2012-05-15,28.919547633005
2012-05-16,28.919547633005
2012-05-17,26.477106053937
2012-05-18,26.139321580237
2012-05-21,27.828243948741
2012-05-22,27.594393159256
2012-05-23,28.581763159304
2012-05-24,31.595840001558
2012-05-25,31.959607896313
2012-05-29,32.791077370038
2012-05-30,32.972961317416
2012-05-31,34.350082633273
2012-06-01,32.843044212146
2012-06-04,29.049464738275
2012-06-05,30.192735264647
2012-06-06,30.60847000151
2012-06-07,29.309298948814
2012-06-08,31.569856580504
2012-06-11,29.517166317245
2012-06-12,29.699050264623
2012-06-13,31.102155001534
2012-06-14,32.427309475283
2012-06-15,31.258055527857
2012-06-18,32.479276317391
2012-06-19,32.99894473847
2012-06-20,33.856397633249
2012-06-21,34.999668159621
2012-06-22,34.220165528003
2012-06-25,32.8690276332
2012-06-26,33.46664631744
2012-06-27,34.583933422758
2012-06-28,34.817784212243
2012-06-29,34.635900264866
2012-07-02,35.207535528052
2012-07-03,34.324099212219
2012-07-05,34.999668159621
2012-07-06,36.039005001777
2012-07-09,35.051635001729
2012-07-10,36.142938685993
2012-07-11,36.688590528125
2012-07-12,36.298839212317
2012-07-13,37.546043422904
2012-07-16,36.610640264963
2012-07-17,36.558673422856
2012-07-18,34.869751054351
2012-07-19,32.479276317391
2012-07-20,31.20608868575
2012-07-23,31.387972633127
2012-07-24,30.114785001485
2012-07-25,28.971514475113
2012-07-26,29.075448159329
2012-07-27,29.491182896191
2012-07-30,29.335282369868
2012-07-31,29.777000527784
2012-08-01,28.140045001388
2012-08-02,27.750293685579
2012-08-03,28.295945527711
2012-08-06,28.08807815928
2012-08-07,25.82752052759
2012-08-08,27.02275789607
2012-08-09,26.113338159183
2012-08-10,26.16530500129
2012-08-13,26.29522210656
2012-08-14,26.29522210656
2012-08-15,26.373172369722
2012-08-16,25.749570264428
2012-08-17,26.191288422344
2012-08-20,27.516442896094
2012-08-21,29.673066843569
2012-08-22,30.166751843593
2012-08-23,28.68569684352
2012-08-24,28.867580790897
2012-08-27,28.68569684352
2012-08-28,28.08807815928
2012-08-29,27.152675001339
2012-08-30,27.02275789607
2012-08-31,27.698326843471
2012-09-04,27.152675001339
2012-09-05,29.15339842249
2012-09-06,29.673066843569
2012-09-07,31.54387315945
2012-09-10,31.180105264696
2012-09-11,30.192735264647
2012-09-12,30.712403685725
2012-09-13,29.231348685652
2012-09-14,27.36054236977
2012-09-17,27.438492632932
2012-09-18,26.788907106584
2012-09-19,28.503812896143
2012-09-20,27.750293685579
2012-09-21,27.724310264525
2012-09-24,27.308575527663
2012-09-25,26.710956843423
2012-09-26,27.282592106609
2012-09-27,26.918824211854
2012-09-28,27.178658422393
2012-10-01,27.932177632957
2012-10-02,28.269962106657
2012-10-03,30.60847000151
2012-10-04,30.322652369917
2012-10-05,30.296668948863
2012-10-08,30.062818159377
2012-10-09,29.361265790922
2012-10-10,29.465199475137
2012-10-11,29.023481317221
2012-10-12,29.517166317245
2012-10-15,29.673066843569
2012-10-16,30.088801580431
2012-10-17,30.192735264647
2012-10-18,30.452569475186
2012-10-19,29.802983948838
2012-10-22,30.972237896264
2012-10-23,31.413956054181
2012-10-24,32.14149184369
2012-10-25,31.102155001534
2012-10-26,30.972237896264
2012-10-31,31.647806843666
2012-11-01,32.609193422661
2012-11-02,32.557226580553
2012-11-05,32.843044212146
2012-11-06,32.920994475308
2012-11-07,32.713127106877
2012-11-08,33.830414212195
2012-11-09,32.765093948984
2012-11-12,31.933624475259
2012-11-13,32.713127106877
2012-11-14,31.20608868575
2012-11-15,31.336005791019
2012-11-16,30.556503159402
2012-11-19,31.361989212073
2012-11-20,32.453292896337
2012-11-21,32.40132605423
2012-11-23,32.479276317391
2012-11-26,33.570580001656
2012-11-27,33.050911580577
2012-11-28,33.700497106925
2012-11-29,33.778447370087
2012-11-30,33.492629738494
2012-12-03,32.895011054254
2012-12-04,32.167475264744
2012-12-05,31.465922896289
2012-12-06,32.765093948984
2012-12-07,33.180828685847
2012-12-10,33.206812106901
2012-12-11,33.46664631744
2012-12-12,32.99894473847
2012-12-13,33.700497106925
2012-12-14,33.33672921217
2012-12-17,33.232795527955
2012-12-18,33.648530264817
2012-12-19,35.025651580675
2012-12-20,35.181552106998
2012-12-21,34.921717896459
2012-12-24,34.635900264866
2012-12-26,34.376066054327
2012-12-27,34.038281580626
2012-12-28,33.232795527955
2012-12-31,35.077618422783
2013-01-02,36.32482263337
2013-01-03,35.493353159645
2013-01-04,38.273579212414
2013-01-07,38.559396844007
2013-01-08,39.390866317732
2013-01-09,39.31291605457
2013-01-10,39.338899475624
2013-01-11,38.403496317683
2013-01-14,38.11767868609
2013-01-15,37.18227552815
2013-01-16,38.013745001875
2013-01-17,37.623993686066
2013-01-18,37.52006000185
2013-01-22,38.585380265061
2013-01-23,39.157015528247
2013-01-24,38.11767868609
2013-01-25,38.897181317708
2013-01-28,39.053081844031
2013-01-29,37.468093159743
2013-01-30,37.156292107096
2013-01-31,37.104325264988
2013-02-01,36.688590528125
2013-02-04,36.350806054424
2013-02-05,36.610640264963
2013-02-06,37.831861054497
2013-02-07,39.260949212463
2013-02-08,38.325546054522
2013-02-11,37.572026843958
2013-02-12,37.078341843934
2013-02-13,38.091695265037
2013-02-14,36.350806054424
2013-02-15,37.675960528174
2013-02-19,37.05235842288
2013-02-20,34.635900264866
2013-02-21,34.739833949082
2013-02-22,35.25950237016
2013-02-25,33.830414212195
2013-02-26,34.454016317489
2013-02-27,34.843767633297
2013-02-28,34.895734475405
2013-03-01,35.363436054376
2013-03-04,36.116955264939
2013-03-05,36.506706580748
2013-03-06,37.857844475551
2013-03-07,38.507430001899
2013-03-08,38.767264212438
2013-03-11,39.31291605457
2013-03-12,40.274302633565
2013-03-13,41.339622896776
2013-03-14,42.223059212609
2013-03-15,41.521506844153
2013-03-18,42.326992896824
2013-03-19,43.600180528466
2013-03-20,44.769434475892
2013-03-21,44.171815791652
2013-03-22,43.808047896897
2013-03-25,43.132478949496
2013-03-26,42.89862816001
2013-03-27,43.262396054765
2013-03-28,44.09386552849
2013-04-01,43.314362896873
2013-04-02,40.897904738859
2013-04-03,40.352252896727
2013-04-04,40.76798763359
2013-04-05,40.845937896751
2013-04-08,41.157738949398
2013-04-09,40.793971054643
2013-04-10,41.001838423075
2013-04-11,42.067158686285
2013-04-12,41.937241581016
2013-04-15,40.50815342305
2013-04-16,42.534860265256
2013-04-17,42.924611581064
2013-04-18,41.8333078968
2013-04-19,41.625440528369
2013-04-22,40.326269475673
2013-04-23,42.352976317878
2013-04-24,42.742727633687
2013-04-25,42.145108949447
2013-04-26,43.106495528442
2013-04-29,43.678130791628
2013-04-30,43.911981581113
2013-05-01,43.132478949496
2013-05-02,44.015915265329
2013-05-03,44.22378263376
2013-05-06,44.171815791652
2013-05-07,44.119848949544
2013-05-08,45.055252107485
2013-05-09,45.159185791701
2013-05-10,46.14655579175
2013-05-13,46.042622107534
2013-05-14,47.029992107583
2013-05-15,48.87481500241
2013-05-16,49.680301055082
2013-05-17,49.394483423489
2013-05-20,48.303179739224
2013-05-21,46.640240791774
2013-05-22,46.588273949666
2013-05-23,47.263842897068
2013-05-24,47.315809739176
2013-05-28,47.08195894969
2013-05-29,46.328439739127
2013-05-30,45.912705002264
2013-05-31,45.652870791725
2013-06-03,46.068605528588
2013-06-04,45.860738160157
2013-06-05,44.041898686383
2013-06-06,43.236412633711
2013-06-07,44.22378263376
2013-06-10,44.847384739054
2013-06-11,43.963948423221
2013-06-12,43.860014739005
2013-06-13,44.197799212706
2013-06-14,43.989931844275
2013-06-17,44.041898686383
2013-06-18,44.743451054838
2013-06-19,44.327716317976
2013-06-20,43.470263423197
2013-06-21,42.456910002094
2013-06-24,41.911258159962
2013-06-25,42.768711054741
2013-06-26,42.015191844177
2013-06-27,42.378959738932
2013-06-28,42.664777370525
2013-07-01,43.652147370574
2013-07-02,42.690760791579
2013-07-03,43.522230265304
2013-07-05,43.75608105479
2013-07-08,44.015915265329
2013-07-09,45.107218949593
2013-07-10,44.613533949569
2013-07-11,45.133202370647
2013-07-12,45.626887370671
2013-07-15,46.14655579175
2013-07-16,46.640240791774
2013-07-17,47.93941184447
2013-07-18,47.861461581308
2013-07-19,47.367776581283
2013-07-22,47.159909212852
2013-07-23,46.900075002313
2013-07-24,48.069328949739
2013-07-25,48.926781844518
2013-07-26,49.60235079192
2013-07-29,49.966118686675
2013-07-30,49.888168423513
2013-07-31,50.277919739322
2013-08-01,50.355870002483
2013-08-02,49.160632634003
2013-08-05,49.810218160351
2013-08-06,49.160632634003
2013-08-07,49.030715528734
2013-08-08,49.316533160327
2013-08-09,48.329163160278
2013-08-12,48.900798423464
2013-08-13,42.508876844202
2013-08-14,42.015191844177
2013-08-15,40.845937896751
2013-08-16,41.599457107315
2013-08-19,40.63807052832
2013-08-20,41.053805265183
2013-08-21,41.079788686237
2013-08-22,42.275026054717
2013-08-23,41.989208423123
2013-08-26,42.119125528393
2013-08-27,40.196352370403
2013-08-28,39.858567896703
2013-08-29,41.469540002045
2013-08-30,41.989208423123
2013-09-03,42.586827107363
2013-09-04,43.678130791628
2013-09-05,44.145832370598
2013-09-06,43.652147370574
2013-09-09,45.393036581186
2013-09-10,47.08195894969
2013-09-11,46.042622107534
2013-09-12,45.808771318049
2013-09-13,46.432373423343
2013-09-16,46.952041844421
2013-09-17,48.640964212925
2013-09-18,48.53703052871
2013-09-19,49.290549739273
2013-09-20,49.082682370842
2013-09-23,49.00473210768
2013-09-24,49.342516581381
2013-09-25,49.836201581405
2013-09-26,50.589720791969
2013-09-27,49.576367370866
2013-09-30,49.264566318219
2013-10-01,51.161356055155
2013-10-02,51.551107370963
2013-10-03,53.214046318414
2013-10-04,53.343963423683
2013-10-07,52.980195528929
2013-10-08,52.018808949934
2013-10-09,52.12274263415
2013-10-10,53.266013160522
2013-10-11,53.837648423708
2013-10-14,53.473880528953
2013-10-15,53.266013160522
2013-10-16,53.577814213169
2013-10-17,54.565184213217
2013-10-18,54.928952107972
2013-10-21,55.136819476403
2013-10-22,57.033609213339
2013-10-23,55.604521055374
2013-10-24,58.904415529221
2013-10-25,57.553277634417
2013-10-28,57.189509739663
2013-10-29,58.124912897603
2013-10-30,58.670564739736
2013-10-31,57.085576055447
2013-11-01,58.306796844981
2013-11-04,59.008349213437
2013-11-05,58.930398950275
2013-11-06,58.202863160765
2013-11-07,57.37139368704
2013-11-08,60.307520266132
2013-11-11,60.463420792456
2013-11-12,61.113006318803
2013-11-13,60.567354476671
2013-11-14,61.476774213558
2013-11-15,62.074392897798
2013-11-18,63.399547371548
2013-11-19,62.957829213631
2013-11-20,62.516111055715
2013-11-21,62.334227108337
2013-11-22,63.061762897847
2013-11-25,62.983812634685
2013-11-26,61.866525529367
2013-11-27,62.308243687283
2013-11-29,61.009072634588
2013-12-02,59.865802108216
2013-12-03,58.176879739711
2013-12-04,56.825741844908
2013-12-05,58.072946055496
2013-12-06,58.592614476574
2013-12-09,23.84186749065
2013-12-10,24.113238340137
2013-12-11,25.189029922032
2013-12-12,24.665671855164
2013-12-13,25.421633507306
2013-12-16,25.789922517325
2013-12-17,25.295639898616
2013-12-18,25.421633507306
