Date,MMM
2010-11-29,71.11517894143
2010-11-30,70.912523480186
2010-12-01,72.660426833413
2010-12-02,73.048849800796
2010-12-03,73.411940835525
2010-12-06,73.361276970214
2010-12-07,71.089847008774
2010-12-08,71.503601908813
2010-12-09,71.02229518836
2010-12-10,71.199618716948
2010-12-13,72.027128517026
2010-12-14,72.483103304824
2010-12-15,72.457771372169
2010-12-16,72.955966047726
2010-12-17,72.930634115071
2010-12-20,73.749699937597
2010-12-21,73.0657377559
2010-12-22,73.226173329385
2010-12-23,73.015073890589
2010-12-27,73.471048678387
2010-12-28,73.243061284488
2010-12-29,73.259949239592
2010-12-30,73.074181733452
2010-12-31,72.871526272208
2011-01-03,73.285281172247
2011-01-04,73.183953441626
2011-01-05,73.183953441626
2011-01-06,72.736422631379
2011-01-07,72.812418429345
2011-01-10,73.589264364113
2011-01-11,74.08745903967
2011-01-12,74.864304974438
2011-01-13,74.340778366225
2011-01-14,74.391442231536
2011-01-18,74.425218141743
2011-01-19,74.27322654581
2011-01-20,74.340778366225
2011-01-21,75.396275560202
2011-01-24,76.26600524804
2011-01-25,74.729201333609
2011-01-26,75.632706931653
2011-01-27,75.311835784684
2011-01-28,73.834139713116
2011-01-31,74.239450635603
2011-02-01,74.129678927429
2011-02-02,74.095903017222
2011-02-03,74.264782568258
2011-02-04,74.55187780502
2011-02-07,74.974076682611
2011-02-08,75.548267156135
2011-02-09,76.654428215424
2011-02-10,76.384220933765
2011-02-11,77.515713925709
2011-02-14,77.600153701227
2011-02-15,77.684593476746
2011-02-16,78.427663501306
2011-02-17,78.767434598463
2011-02-18,78.962802979328
2011-02-22,78.147352346151
2011-02-23,76.669348073517
2011-02-24,76.473979692652
2011-02-25,76.660853796088
2011-02-28,78.342720727017
2011-03-01,76.839233622096
2011-03-02,77.569741480984
2011-03-03,78.835388817894
2011-03-04,78.308743617301
2011-03-07,78.487123443308
2011-03-08,79.633850896214
2011-03-09,79.141182805336
2011-03-10,76.456991137794
2011-03-11,77.816075526423
2011-03-14,77.314913158116
2011-03-15,76.023782988919
2011-03-16,74.367398890278
2011-03-17,75.335746517175
2011-03-18,75.582080562614
2011-03-21,77.255453216114
2011-03-22,77.04309628039
2011-03-23,78.266272230156
2011-03-24,78.640020437029
2011-03-25,78.376697836732
2011-03-28,78.249283675298
2011-03-29,78.860871650181
2011-03-30,78.546583385311
2011-03-31,79.421493960491
2011-04-01,79.10720569562
2011-04-04,79.540413844496
2011-04-05,79.328056908772
2011-04-06,79.693310838216
2011-04-07,79.158171360194
2011-04-08,79.183654192481
2011-04-11,79.676322283358
2011-04-12,78.461640611022
2011-04-13,78.877860205039
2011-04-14,78.945814424471
2011-04-15,78.843883095323
2011-04-18,77.68016708756
2011-04-19,78.028432462146
2011-04-20,79.642345173643
2011-04-21,79.778253612506
2011-04-25,79.948139161084
2011-04-26,81.494097653149
2011-04-27,81.944294356883
2011-04-28,82.589859441481
2011-04-29,82.572870886623
2011-05-02,82.326536841184
2011-05-03,82.250088344324
2011-05-04,81.714948866302
2011-05-05,80.627681355399
2011-05-06,81.205292220566
2011-05-09,81.536569040294
2011-05-10,81.298729272284
2011-05-11,81.137338001134
2011-05-12,82.097191350603
2011-05-13,81.553557595152
2011-05-16,81.086372336561
2011-05-17,79.727287947932
2011-05-18,80.262427425955
2011-05-19,80.920316175348
2011-05-20,79.937755056124
2011-05-23,79.02354601476
2011-05-24,78.579257508676
2011-05-25,79.194426209407
2011-05-26,79.305498335928
2011-05-27,79.860858968533
2011-05-31,80.638363854179
2011-06-01,78.12642499286
2011-06-02,78.143513012325
2011-06-03,77.494168272664
2011-06-06,77.425816194805
2011-06-07,77.62232841865
2011-06-08,77.673592477044
2011-06-09,78.570713498944
2011-06-10,77.519800301861
2011-06-13,78.006808856607
2011-06-14,79.108986112084
2011-06-15,77.776120593833
2011-06-16,78.246041129113
2011-06-17,78.416921323761
2011-06-20,79.083354082886
2011-06-21,79.826682929603
2011-06-22,79.288410316464
2011-06-23,78.895385868774
2011-06-24,77.656504457579
2011-06-27,78.818489781183
2011-06-28,79.476378530576
2011-06-29,79.553274618167
2011-06-30,81.039932311601
2011-07-01,82.594942082894
2011-07-05,82.142109567078
2011-07-06,83.081950637639
2011-07-07,83.705663348103
2011-07-08,83.40662300747
2011-07-11,82.500957975838
2011-07-12,81.919965314036
2011-07-13,82.18482961574
2011-07-14,81.151004438122
2011-07-15,81.569660915008
2011-07-18,80.826332068292
2011-07-19,80.544379747123
2011-07-20,80.527291727658
2011-07-21,81.885789275106
2011-07-22,81.492764827417
2011-07-25,81.227900525713
2011-07-26,76.836279523271
2011-07-27,75.255637722781
2011-07-28,74.81989322643
2011-07-29,74.452500807938
2011-08-01,74.13637244784
2011-08-02,72.854770987983
2011-08-03,73.63227587363
2011-08-04,70.25739202934
2011-08-05,70.701680535424
2011-08-08,67.147372486755
2011-08-09,70.65041647703
2011-08-10,66.839788136389
2011-08-11,69.39444704637
2011-08-12,70.522256331044
2011-08-15,71.180145080437
2011-08-16,70.171951932017
2011-08-17,69.616591299412
2011-08-18,66.597263047084
2011-08-19,66.124148933471
2011-08-22,66.192965531815
2011-08-23,68.532729875499
2011-08-24,69.066058512663
2011-08-25,67.259622806142
2011-08-26,68.82520041846
2011-08-29,70.623034050188
2011-08-30,70.597227825809
2011-08-31,71.380016631969
2011-09-01,70.201532385333
2011-09-02,68.257463482125
2011-09-06,67.164999983419
2011-09-07,69.306916606866
2011-09-08,68.180044808988
2011-09-09,65.934903288026
2011-09-12,67.28542903052
2011-09-13,66.932743964009
2011-09-14,68.334882155261
2011-09-15,69.358529055623
2011-09-16,69.272508307694
2011-09-19,68.137034435023
2011-09-20,68.137034435023
2011-09-21,65.668238969444
2011-09-22,62.709125240667
2011-09-23,63.646751393099
2011-09-26,64.679000368254
2011-09-27,65.616626520687
2011-09-28,63.311270476174
2011-09-29,64.111263431919
2011-09-30,61.754294938648
2011-10-03,61.014516506454
2011-10-04,61.943540584093
2011-10-05,62.390848473327
2011-10-06,64.214488329434
2011-10-07,63.500516121619
2011-10-10,65.995117811577
2011-10-11,65.737055567788
2011-10-12,67.405858077622
2011-10-13,66.924141889216
2011-10-14,67.861768041649
2011-10-17,65.272543528968
2011-10-18,67.405858077622
2011-10-19,66.838121141287
2011-10-20,67.681124470997
2011-10-21,69.229497933729
2011-10-24,70.691850648532
2011-10-25,66.270384204951
2011-10-26,66.253180055365
2011-10-27,70.029490889474
2011-10-28,69.676805822963
2011-10-31,67.973595013957
2011-11-01,65.83167839051
2011-11-02,67.147795833833
2011-11-03,68.506923651121
2011-11-04,68.21445310816
2011-11-07,68.549934025085
2011-11-08,70.390778030778
2011-11-09,67.956390864371
2011-11-10,69.091864737042
2011-11-11,70.786473471255
2011-11-14,70.42518632995
2011-11-15,70.42518632995
2011-11-16,70.42518632995
2011-11-17,69.186487559764
2011-11-18,69.281110382487
2011-11-21,67.431664302001
2011-11-22,67.423062227208
2011-11-23,65.439266614972
2011-11-25,65.950375528168
2011-11-28,67.327770734917
2011-11-29,66.911953314012
2011-11-30,70.203841229512
2011-12-01,69.562789372283
2011-12-02,69.094994773765
2011-12-05,70.108549737221
2011-12-06,71.148093289484
2011-12-07,71.373327725808
2011-12-08,69.701395179251
2011-12-09,71.208733330033
2011-12-12,69.814012397413
2011-12-13,68.791794571021
2011-12-14,68.012136906824
2011-12-15,68.315337109567
2011-12-16,68.323999972503
2011-12-19,67.414399364272
2011-12-20,69.571452235219
2011-12-21,69.302903484217
2011-12-22,70.143201188963
2011-12-23,71.208733330033
2011-12-27,71.278036233517
2011-12-28,70.299132721803
2011-12-29,71.130767563613
2011-12-30,70.801578772063
2012-01-03,72.326242648716
2012-01-04,72.923980191268
2012-01-05,72.594791399717
2012-01-06,72.22228829349
2012-01-09,72.655431440266
2012-01-10,73.027934546494
2012-01-11,72.568802810911
2012-01-12,73.010608820623
2012-01-13,72.421534141007
2012-01-17,72.967294505945
2012-01-18,73.694974992529
2012-01-19,74.327363986823
2012-01-20,74.19742104279
2012-01-23,74.162769591048
2012-01-24,74.439981204985
2012-01-25,74.916438666439
2012-01-26,75.869353589347
2012-01-27,75.76539923412
2012-01-30,75.661444878894
2012-01-31,75.115684513956
2012-02-01,75.67010774183
2012-02-02,75.739410645314
2012-02-03,75.99929653338
2012-02-06,75.852027863476
2012-02-07,76.137902340348
2012-02-08,76.207205243832
2012-02-09,76.25051955851
2012-02-10,75.488187620184
2012-02-13,76.259182421445
2012-02-14,76.224530969703
2012-02-15,75.886679315218
2012-02-16,76.444861992631
2012-02-17,76.36636755362
2012-02-21,76.401253970958
2012-02-22,76.540799640312
2012-02-23,76.662902100996
2012-02-24,76.924550231033
2012-02-27,76.811169374684
2012-02-28,76.549521244646
2012-02-29,76.401253970958
2012-03-01,76.305316323278
2012-03-02,76.331481136282
2012-03-05,75.930287336891
2012-03-06,74.090028822293
2012-03-07,74.543552247692
2012-03-08,75.62503118518
2012-03-09,75.703525624192
2012-03-12,76.348924344951
2012-03-13,77.404238469435
2012-03-14,77.50889772145
2012-03-15,78.494439011259
2012-03-16,78.110688420537
2012-03-19,78.267677298559
2012-03-20,77.927534729511
2012-03-21,77.543784138789
2012-03-22,77.247249591413
2012-03-23,77.151311943733
2012-03-26,77.726937829815
2012-03-27,77.744381038484
2012-03-28,77.142590339398
2012-03-29,77.421681678105
2012-03-30,77.805432268826
2012-04-02,77.822875477496
2012-04-03,77.439124886774
2012-04-04,76.610572474988
2012-04-05,76.113441027917
2012-04-09,75.293610220466
2012-04-10,73.767329461914
2012-04-11,74.438892995677
2012-04-12,75.755855250199
2012-04-13,74.735427543053
2012-04-16,75.354661450808
2012-04-17,76.27042990594
2012-04-18,75.991338567233
2012-04-19,75.703525624192
2012-04-20,76.296594718943
2012-04-23,75.991338567233
2012-04-24,77.177476756736
2012-04-25,77.447846491108
2012-04-26,77.901369916507
2012-04-27,77.936256333845
2012-04-30,77.936256333845
2012-05-01,78.145574837875
2012-05-02,78.075802003198
2012-05-03,77.962421146849
2012-05-04,77.334465634759
2012-05-07,76.758839748676
2012-05-08,76.36636755362
2012-05-09,76.113441027917
2012-05-10,75.991338567233
2012-05-11,75.642474393849
2012-05-14,74.857530003737
2012-05-15,74.813921982064
2012-05-16,74.953467651417
2012-05-17,74.066496329473
2012-05-18,73.337599104509
2012-05-21,74.171879060793
2012-05-22,73.882076549663
2012-05-23,74.4704634662
2012-05-24,74.62853756318
2012-05-25,74.452899677647
2012-05-29,75.287179633931
2012-05-30,74.163097166517
2012-05-31,74.12796958941
2012-06-01,72.757994082249
2012-06-04,72.556010513885
2012-06-05,72.459409676842
2012-06-06,74.321171263497
2012-06-07,75.085196065567
2012-06-08,75.524290779401
2012-06-11,74.804175448714
2012-06-12,76.165369061598
2012-06-13,75.638455404998
2012-06-14,76.279533687195
2012-06-15,76.788883555242
2012-06-18,76.674718929646
2012-06-19,77.122595537756
2012-06-20,76.876702498009
2012-06-21,76.165369061598
2012-06-22,76.253188004365
2012-06-25,75.392562365251
2012-06-26,75.682364876381
2012-06-27,76.542990515495
2012-06-28,76.542990515495
2012-06-29,78.685772719004
2012-07-02,78.40475210215
2012-07-03,78.773591661771
2012-07-05,78.659427036174
2012-07-06,78.150077168127
2012-07-09,78.123731485297
2012-07-10,77.500216991653
2012-07-11,77.148941220586
2012-07-12,75.884348444745
2012-07-13,76.920611969392
2012-07-16,77.368488577503
2012-07-17,78.14129527385
2012-07-18,79.801073292142
2012-07-19,79.765945715035
2012-07-20,79.028266595794
2012-07-23,78.475007256364
2012-07-24,77.491435097376
2012-07-25,77.939311705487
2012-07-26,79.555180252395
2012-07-27,80.538752411382
2012-07-30,80.161130957485
2012-07-31,80.117221486102
2012-08-01,80.090875803272
2012-08-02,79.107303644284
2012-08-03,80.529970517106
2012-08-06,80.275295583082
2012-08-07,80.529970517106
2012-08-08,80.468497257169
2012-08-09,80.433369680062
2012-08-10,81.048102279429
2012-08-13,81.144703116473
2012-08-14,81.056884173706
2012-08-15,81.267649636346
2012-08-16,82.321476949547
2012-08-17,82.760571663381
2012-08-20,82.453205363697
2012-08-21,81.856036552883
2012-08-22,81.908727918544
2012-08-23,81.290081937286
2012-08-24,82.041294914527
2012-08-27,81.829187720953
2012-08-28,81.572891528718
2012-08-29,81.687782925237
2012-08-30,81.095650343176
2012-08-31,81.838025520685
2012-09-04,81.024947945318
2012-09-05,81.086812543444
2012-09-06,82.438995902479
2012-09-07,82.032457114795
2012-09-10,80.13233017236
2012-09-11,80.574220158973
2012-09-12,80.256059368612
2012-09-13,81.360784335144
2012-09-14,83.057641883737
2012-09-17,82.880885889092
2012-09-18,82.571562898463
2012-09-19,82.748318893108
2012-09-20,82.704129894447
2012-09-21,82.377131304353
2012-09-24,82.83669689043
2012-09-25,82.041294914527
2012-09-26,81.829187720953
2012-09-27,82.032457114795
2012-09-28,81.678945125505
2012-10-01,82.447833702211
2012-10-02,82.668778695518
2012-10-03,82.880885889092
2012-10-04,83.455342871688
2012-10-05,83.923746257498
2012-10-08,84.28609604652
2012-10-09,83.022290684808
2012-10-10,82.438995902479
2012-10-11,82.041294914527
2012-10-12,81.970592516669
2012-10-15,82.005943715598
2012-10-16,83.278586877043
2012-10-17,83.791179261514
2012-10-18,83.729314663388
2012-10-19,82.138510711582
2012-10-22,81.77616092256
2012-10-23,78.417797024303
2012-10-24,78.117311833406
2012-10-25,77.604719448935
2012-10-26,77.799151043045
2012-10-31,77.419125654558
2012-11-01,78.87736261038
2012-11-02,78.629904217877
2012-11-05,79.186685601009
2012-11-06,80.300248367273
2012-11-07,78.992254006899
2012-11-08,78.258716629122
2012-11-09,78.488499422161
2012-11-12,78.815498012254
2012-11-13,78.727120014932
2012-11-14,77.162829462322
2012-11-15,77.790313243312
2012-11-16,78.214527630461
2012-11-19,79.160172201812
2012-11-20,79.195523400741
2012-11-21,79.124352406896
2012-11-23,80.316466553796
2012-11-26,80.147435443415
2012-11-27,80.343155676488
2012-11-28,80.894730878784
2012-11-29,80.645632400328
2012-11-30,80.912523627246
2012-12-03,80.334259302257
2012-12-04,80.174124566106
2012-12-05,80.743492516864
2012-12-06,80.912523627246
2012-12-07,81.410720584159
2012-12-10,81.73099005646
2012-12-11,83.341233792198
2012-12-12,82.843036835284
2012-12-13,82.291461632988
2012-12-14,82.095741399915
2012-12-17,82.762969467209
2012-12-18,83.492472154118
2012-12-19,82.754073092978
2012-12-20,83.741570632574
2012-12-21,82.825244086823
2012-12-24,82.905311454899
2012-12-26,82.798554964131
2012-12-27,82.416010872216
2012-12-28,81.650922688385
2012-12-31,82.602834731058
2013-01-02,84.319834957563
2013-01-03,84.221974841026
2013-01-04,84.844721037168
2013-01-07,84.951477527935
2013-01-08,84.960373902166
2013-01-09,85.76994395715
2013-01-10,86.196969920218
2013-01-11,85.654291092152
2013-01-14,86.366001030599
2013-01-15,86.552824889442
2013-01-16,86.82861249059
2013-01-17,87.255638453659
2013-01-18,87.842799152878
2013-01-22,88.367685232483
2013-01-23,88.510027220172
2013-01-24,88.670161956323
2013-01-25,89.488628385538
2013-01-28,89.542006630921
2013-01-29,90.57398604167
2013-01-30,89.67545224438
2013-01-31,89.453042888615
2013-02-01,90.351576685905
2013-02-04,89.648763121688
2013-02-05,90.289302066291
2013-02-06,91.356866973962
2013-02-07,90.938737385124
2013-02-08,91.33017785127
2013-02-11,91.294592354348
2013-02-12,92.041887789718
2013-02-13,92.073025099525
2013-02-14,92.001414735846
2013-02-15,92.404223031538
2013-02-19,93.254596100219
2013-02-20,92.332612667859
2013-02-21,91.947706963088
2013-02-22,92.681713190791
2013-02-25,91.079431303487
2013-02-26,91.580703849236
2013-02-27,92.708567077171
2013-02-28,93.093472781942
2013-03-01,92.887592986367
2013-03-04,92.448979508837
2013-03-05,93.496281077633
2013-03-06,93.684258282289
2013-03-07,93.576842736772
2013-03-08,94.624144305568
2013-03-11,94.713657260166
2013-03-12,94.1049691689
2013-03-13,94.069163987061
2013-03-14,94.901634464822
2013-03-15,95.241783692295
2013-03-18,94.355605441774
2013-03-19,94.149725646199
2013-03-20,94.579387828269
2013-03-21,93.934894555164
2013-03-22,95.259686283214
2013-03-25,94.140774350739
2013-03-26,94.946390942121
2013-03-27,94.248189896257
2013-03-28,95.161222033157
2013-04-01,94.57043653281
2013-04-02,95.349199237812
2013-04-03,94.597290419189
2013-04-04,94.722608555626
2013-04-05,94.686803373787
2013-04-08,94.659949487408
2013-04-09,94.838975396604
2013-04-10,96.396500806609
2013-04-11,96.897773352358
2013-04-12,96.38754951115
2013-04-15,94.668900782867
2013-04-16,95.0180013058
2013-04-17,94.418264509993
2013-04-18,93.970699737003
2013-04-19,94.624144305568
2013-04-22,94.704705964707
2013-04-23,96.127961942815
2013-04-24,96.557624124886
2013-04-25,93.881186782405
2013-04-26,92.905495577286
2013-04-29,92.941300759126
2013-04-30,93.729014759588
2013-05-01,93.585794032231
2013-05-02,94.919537055742
2013-05-03,96.521818943047
2013-05-06,96.530770238506
2013-05-07,96.682942261323
2013-05-08,96.853016875059
2013-05-09,98.392639694145
2013-05-10,98.893912239894
2013-05-13,98.911814830814
2013-05-14,98.992376489952
2013-05-15,99.806944376794
2013-05-16,99.422038672022
2013-05-17,99.708480126736
2013-05-20,100.00387287691
2013-05-21,100.26346044524
2013-05-22,99.739809660845
2013-05-23,99.397710846231
2013-05-24,99.271674440847
2013-05-28,100.46001769161
2013-05-29,100.04589807392
2013-05-30,100.30697348507
2013-05-31,99.271674440847
2013-06-03,99.577762853923
2013-06-04,99.046609431232
2013-06-05,97.759237576236
2013-06-06,97.831258379313
2013-06-07,100.02789287315
2013-06-10,99.757814861615
2013-06-11,99.226661438924
2013-06-12,98.155351993158
2013-06-13,100.10891627661
2013-06-14,99.955872070076
2013-06-17,100.74810090392
2013-06-18,101.70237654469
2013-06-19,100.44201249084
2013-06-20,97.930286983543
2013-06-21,98.659497614695
2013-06-24,96.777954134316
2013-06-25,97.444146562776
2013-06-26,98.740521018156
2013-06-27,99.244666639693
2013-06-28,98.443435205465
2013-07-01,98.407424803926
2013-07-02,97.88527398162
2013-07-03,98.533461209311
2013-07-05,100.41500468969
2013-07-08,100.94615811238
2013-07-09,102.0444753593
2013-07-10,102.11649616238
2013-07-11,103.10678220468
2013-07-12,103.65594082814
2013-07-15,103.39486541699
2013-07-16,102.93573279737
2013-07-17,103.20581080891
2013-07-18,103.96202924122
2013-07-19,104.60121386852
2013-07-22,104.68223727198
2013-07-23,105.10535949006
2013-07-24,104.72725027391
2013-07-25,104.92530748237
2013-07-26,105.24940109621
2013-07-29,104.97932308468
2013-07-30,105.18638289352
2013-07-31,105.71753631621
2013-08-01,106.5997911539
2013-08-02,106.46475214813
2013-08-05,106.15866373506
2013-08-06,105.7805545189
2013-08-07,106.0776403316
2013-08-08,106.84286136428
2013-08-09,106.50976515006
2013-08-12,106.57278335275
2013-08-13,106.8338587639
2013-08-14,105.88858572352
2013-08-15,104.29512545545
2013-08-16,104.34013845737
2013-08-19,104.07906304622
2013-08-20,103.90801363891
2013-08-21,102.67915868641
2013-08-22,103.81078404665
2013-08-23,103.56635296884
2013-08-26,103.50298194867
2013-08-27,102.05450148756
2013-08-28,102.29893256537
2013-08-29,102.58862865759
2013-08-30,102.82400673252
2013-09-03,102.49809862878
2013-09-04,103.70214801207
2013-09-05,103.99184410429
2013-09-06,104.14574515328
2013-09-09,105.6847556432
2013-09-10,106.45426088816
2013-09-11,107.46819721093
2013-09-12,107.00649406396
2013-09-13,107.36861417923
2013-09-16,107.93895336079
2013-09-17,108.57266356252
2013-09-18,109.80387195446
2013-09-19,110.05735603515
2013-09-20,108.64508758558
2013-09-23,109.64091790259
2013-09-24,109.36027481325
2013-09-25,108.81709464034
2013-09-26,109.2335327729
2013-09-27,108.8352006461
2013-09-30,108.10190741267
2013-10-01,108.29202047319
2013-10-02,107.91179435215
2013-10-03,107.32334916482
2013-10-04,108.09285440978
2013-10-07,107.45009120517
2013-10-08,106.06498176424
2013-10-09,106.4361548824
2013-10-10,108.03853639249
2013-10-11,109.28785079019
2013-10-14,109.90345498616
2013-10-15,108.47308053082
2013-10-16,109.4870168536
2013-10-17,111.00792133775
2013-10-18,111.20708740116
2013-10-21,111.57826051931
2013-10-22,112.07617567782
2013-10-23,111.5329955049
2013-10-24,111.79553258848
2013-10-25,112.63746185649
2013-10-28,113.09011200059
2013-10-29,113.41602010434
2013-10-30,112.97242296312
2013-10-31,113.9320412686
2013-11-01,113.97730628301
2013-11-04,114.35753240405
2013-11-05,114.17647234642
2013-11-06,115.09082563749
2013-11-07,114.43900942999
2013-11-08,115.86938388533
2013-11-11,115.8331718738
2013-11-12,116.20434499196
2013-11-13,116.41256405824
2013-11-14,117.49892440407
2013-11-15,117.55324242136
2013-11-18,117.80672650205
2013-11-19,117.734302479
2013-11-20,117.52155691127
2013-11-21,118.58596488144
2013-11-22,119.19549765068
2013-11-25,119.38654523507
2013-11-26,120.22351560478
2013-11-27,121.45167864728
2013-11-29,121.46077615129
2013-12-02,116.1569313085
2013-12-03,115.1744008745
2013-12-04,115.04703581824
2013-12-05,115.38364346692
2013-12-06,117.00299918222
2013-12-09,116.96660916614
2013-12-10,116.03866375626
2013-12-11,115.32905844281
2013-12-12,115.15620586646
2013-12-13,115.01974330618
2013-12-16,116.13873630046
2013-12-17,119.53210529937
2013-12-18,123.54410457154
