Date,LNT
2013-02-19,20.416497080356
2013-02-20,20.220920473589
2013-02-21,20.229423804318
2013-02-22,20.399490418898
2013-02-25,20.123132170205
2013-02-26,20.161397158486
2013-02-27,20.331463773066
2013-02-28,20.276192123328
2013-03-01,20.284695454057
2013-03-04,20.386735422805
2013-03-05,20.544047041291
2013-03-06,20.518537049104
2013-03-07,20.293198784786
2013-03-08,20.510033718375
2013-03-11,20.603570356394
2013-03-12,20.544047041291
2013-03-13,20.650338675404
2013-03-14,20.735371982694
2013-03-15,20.735371982694
2013-03-18,20.688603663685
2013-03-19,20.688603663685
2013-03-20,20.867173608994
2013-03-21,20.782140301704
2013-03-22,20.90118693191
2013-03-25,20.824656955349
2013-03-26,20.926696924097
2013-03-27,20.977716908471
2013-03-28,21.334856799089
2013-04-01,21.224313499612
2013-04-02,21.228565164977
2013-04-03,21.1180218655
2013-04-04,21.334856799089
2013-04-05,21.530433405857
2013-04-08,21.645228370698
2013-04-09,21.598460051689
2013-04-10,21.84505664283
2013-04-11,21.896076627204
2013-04-12,21.942844946214
2013-04-15,21.534685071221
2013-04-16,21.815294985279
2013-04-17,21.751520004811
2013-04-18,21.76002333554
2013-04-19,22.070394907149
2013-04-22,22.049136580326
2013-04-23,22.185189871991
2013-04-24,22.274474844645
2013-04-25,22.27872651001
2013-04-26,22.295733171468
2013-04-29,22.65181280457
2013-04-30,22.956411044934
2013-05-01,22.596041295771
2013-05-02,22.707584313369
2013-05-03,22.836287795213
2013-05-06,22.531689554849
2013-05-07,22.780516286414
2013-05-08,22.600331411832
2013-05-09,22.184190153869
2013-05-10,22.351504680267
2013-05-13,22.175609921746
2013-05-14,22.325763983898
2013-05-15,22.647522688508
2013-05-16,22.445887233619
2013-05-17,22.656102920631
2013-05-20,22.433016885435
2013-05-21,22.497368626357
2013-05-22,22.064066904148
2013-05-23,21.888172145628
2013-05-24,21.780919244091
2013-05-28,21.639345414063
2013-05-29,21.150272183055
2013-05-30,21.377648334313
2013-05-31,21.133111718809
2013-06-03,21.193173343669
2013-06-04,21.047309397579
2013-06-05,20.824223362383
2013-06-06,21.034439049395
2013-06-07,21.214623923977
2013-06-10,21.154562299116
2013-06-11,21.047309397579
2013-06-12,20.824223362383
2013-06-13,21.171722763362
2013-06-14,21.309006477329
2013-06-17,21.313296593391
2013-06-18,21.48490123585
2013-06-19,20.982957656657
2013-06-20,20.296539086822
2013-06-21,20.532495470203
2013-06-24,20.596847211125
2013-06-25,20.918605915735
2013-06-26,21.158852415178
2013-06-27,21.437709959173
2013-06-28,21.63076518194
2013-07-01,21.304716361268
2013-07-02,21.304716361268
2013-07-03,21.317586709452
2013-07-05,21.420549494927
2013-07-08,21.665086110431
2013-07-09,21.892462261689
2013-07-10,22.06835702021
2013-07-11,22.458757581804
2013-07-12,22.433016885435
2013-07-15,22.909219768258
2013-07-16,22.823417447029
2013-07-17,22.819127330967
2013-07-18,23.11943545527
2013-07-19,23.140886035578
2013-07-22,23.033633134041
2013-07-23,23.067954062533
2013-07-24,22.819127330967
2013-07-25,22.964991277057
2013-07-26,23.012182553733
2013-07-29,22.853448259459
2013-07-30,22.862104868648
2013-07-31,22.927029437567
2013-08-01,23.260308891351
2013-08-02,23.173742799459
2013-08-05,23.043893661621
2013-08-06,22.909716219189
2013-08-07,22.896731305405
2013-08-08,22.961655874324
2013-08-09,22.905387914594
2013-08-12,22.90105961
2013-08-13,22.753897253783
2013-08-14,22.615391506756
2013-08-15,22.30808188054
2013-08-16,21.983459035945
2013-08-19,21.814655156756
2013-08-20,22.035398691081
2013-08-21,21.710775846486
2013-08-22,21.732417369459
2013-08-23,21.896892944054
2013-08-26,21.728089064864
2013-08-27,21.72376076027
2013-08-28,21.853609898108
2013-08-29,21.680477714324
2013-08-30,21.472719093783
2013-09-03,21.117798117027
2013-09-04,21.213020818108
2013-09-05,21.013918806756
2013-09-06,20.92302441027
2013-09-09,21.087499984864
2013-09-10,21.182722685946
2013-09-11,21.143767944594
2013-09-12,21.048545243513
2013-09-13,21.148096249189
2013-09-16,21.226005731891
2013-09-17,21.217349122702
2013-09-18,21.728089064864
2013-09-19,21.658836191351
2013-09-20,21.364511478918
2013-09-23,21.754058892432
2013-09-24,21.702119237297
2013-09-25,21.663164495946
2013-09-26,21.728089064864
2013-09-27,21.516002139729
2013-09-30,21.446749266216
2013-10-01,21.72376076027
2013-10-02,21.658836191351
2013-10-03,21.381824697297
2013-10-04,21.34719826054
2013-10-07,21.182722685946
2013-10-08,21.364511478918
2013-10-09,21.45107757081
2013-10-10,21.922862771621
2013-10-11,22.022413777297
2013-10-14,21.844953288918
2013-10-15,21.511673835135
2013-10-16,21.645851277567
2013-10-17,22.104651564594
2013-10-18,22.156591219729
2013-10-21,22.20420257027
2013-10-22,22.476885759729
2013-10-23,22.528825414864
2013-10-24,22.502855587297
2013-10-25,22.836135041081
2013-10-28,22.818821822702
2013-10-29,22.952999265135
2013-10-30,22.804520959386
2013-10-31,22.804520959386
2013-11-01,22.944265247149
2013-11-04,22.935531229164
2013-11-05,22.704079752556
2013-11-06,22.887494130246
2013-11-07,22.734648815504
2013-11-08,23.088376543905
2013-11-11,23.110211588868
2013-11-12,22.896228148231
2013-11-13,22.987935337076
2013-11-14,23.337296056484
2013-11-15,23.402801191373
2013-11-18,23.267423912602
2013-11-19,23.193184759728
2013-11-20,22.957366274127
2013-11-21,23.005403373046
2013-11-22,22.97920131909
2013-11-25,22.813254977371
2013-11-26,22.577436491771
2013-11-27,22.538133410837
2013-11-29,22.490096311918
2013-12-02,22.599271536734
2013-12-03,22.629840599682
2013-12-04,22.712813770541
2013-12-05,22.629840599682
2013-12-06,22.948632256142
2013-12-09,22.813254977371
2013-12-10,22.394022114081
2013-12-11,22.053395412658
2013-12-12,22.297947916244
2013-12-13,22.276112871281
2013-12-16,22.415857159044
2013-12-17,22.45952724897
