Date,AIG
2010-11-29,32.668314225631
2010-11-30,32.4795255087
2010-12-01,33.258278966041
2010-12-02,33.730250758369
2010-12-03,34.422476053783
2010-12-06,34.296616909162
2010-12-07,34.57193378802
2010-12-08,33.211081786808
2010-12-09,37.58468706238
2010-12-10,38.505032057419
2010-12-13,38.166785606251
2010-12-14,40.72329948136
2010-12-15,40.26706008211
2010-12-16,40.982883967141
2010-12-17,41.344729007926
2010-12-20,42.021221910262
2010-12-21,43.405672501091
2010-12-22,43.861911900341
2010-12-23,42.737045795293
2010-12-27,46.709475047386
2010-12-28,46.35549620314
2010-12-29,45.0497075777
2010-12-30,45.254228687708
2010-12-31,45.325024456558
2011-01-03,45.663270907726
2011-01-04,44.664263947299
2011-01-05,47.944467903978
2011-01-06,47.551158077038
2011-01-07,48.12539042437
2011-01-10,45.144101936165
2011-01-11,46.442024365067
2011-01-12,45.938587786584
2011-01-13,44.986778005389
2011-01-14,42.477461309513
2011-01-18,41.824566996792
2011-01-19,40.133334740951
2011-01-20,40.475514290388
2011-01-21,40.306788200248
2011-01-24,39.322552674428
2011-01-25,38.769506045634
2011-01-26,39.003847837496
2011-01-27,39.341300017777
2011-01-28,37.738402161441
2011-01-31,37.822765206512
2011-02-01,38.488295895399
2011-02-02,38.591406283819
2011-02-03,38.038359655025
2011-02-04,37.494686697905
2011-02-07,39.538147122941
2011-02-08,39.716246884756
2011-02-09,38.535164253772
2011-02-10,38.694516672238
2011-02-11,39.022595180845
2011-02-14,38.713264015587
2011-02-15,38.478922223725
2011-02-16,38.694516672238
2011-02-17,39.425663062847
2011-02-18,38.910111120751
2011-02-22,37.560302399626
2011-02-23,37.494686697905
2011-02-24,37.897754579907
2011-02-25,36.126130633431
2011-02-28,34.738827225609
2011-03-01,34.401375045328
2011-03-02,34.963795345796
2011-03-03,35.16064245096
2011-03-04,35.048158390867
2011-03-07,34.776321912307
2011-03-08,34.973169017471
2011-03-09,34.785695583981
2011-03-10,34.195154268489
2011-03-11,35.010663704169
2011-03-14,35.151268779286
2011-03-15,34.476364418724
2011-03-16,33.360897489461
2011-03-17,33.46400787788
2011-03-18,32.760982502294
2011-03-21,34.710706210585
2011-03-22,34.63571683719
2011-03-23,34.260769970211
2011-03-24,34.045175521698
2011-03-25,34.242022626862
2011-03-28,34.082670208396
2011-03-29,33.913944118255
2011-03-30,33.792086386487
2011-03-31,32.939082264109
2011-04-01,32.807850860667
2011-04-04,31.814241663172
2011-04-05,32.789103517318
2011-04-06,32.676619457224
2011-04-07,32.498519695409
2011-04-08,32.329793605268
2011-04-11,32.076704470058
2011-04-12,31.945473066615
2011-04-13,31.739252289776
2011-04-14,31.439294796193
2011-04-15,31.364305422797
2011-04-18,30.567543330467
2011-04-19,30.108233418418
2011-04-20,30.323827866931
2011-04-21,30.145728105116
2011-04-25,29.498944759577
2011-04-26,29.873891626556
2011-04-27,29.71453920809
2011-04-28,29.808275924834
2011-04-29,29.198987265993
2011-05-02,28.917777115759
2011-05-03,29.180239922644
2011-05-04,29.658297178043
2011-05-05,28.861535085712
2011-05-06,28.777172040642
2011-05-09,27.839804873194
2011-05-10,27.764815499799
2011-05-11,28.73030368227
2011-05-12,29.217734609342
2011-05-13,28.514709233757
2011-05-16,29.058382190876
2011-05-17,28.870908757387
2011-05-18,28.89902977241
2011-05-19,28.908403444085
2011-05-20,28.870908757387
2011-05-23,28.10226768008
2011-05-24,27.614836753007
2011-05-25,26.508743495419
2011-05-26,26.949306064119
2011-05-27,27.071163795887
2011-05-31,26.714964272257
2011-06-01,26.293149046906
2011-06-02,26.255654360208
2011-06-03,25.918202179927
2011-06-06,25.524507969599
2011-06-07,25.702607731414
2011-06-08,25.608871014669
2011-06-09,26.340017405278
2011-06-10,27.146153169283
2011-06-13,27.164900512632
2011-06-14,26.724337943932
2011-06-15,26.143170300114
2011-06-16,26.283775375231
2011-06-17,26.227533345184
2011-06-20,26.265028031882
2011-06-21,26.977427079143
2011-06-22,26.996174422492
2011-06-23,26.874316690723
2011-06-24,26.668095913885
2011-06-27,27.005548094166
2011-06-28,26.977427079143
2011-06-29,27.314879259424
2011-06-30,27.483605349564
2011-07-01,28.10226768008
2011-07-05,27.821057529845
2011-07-06,27.539847379611
2011-07-07,28.317862128593
2011-07-08,28.064772993382
2011-07-11,27.11803215426
2011-07-12,26.921185049096
2011-07-13,27.033669109189
2011-07-14,26.714964272257
2011-07-15,26.461875137046
2011-07-18,25.918202179927
2011-07-19,26.124422956765
2011-07-20,26.536864510442
2011-07-21,27.136779497609
2011-07-22,27.268010901051
2011-07-25,27.136779497609
2011-07-26,27.624210424681
2011-07-27,27.277384572726
2011-07-28,27.127405825934
2011-07-29,26.902437705747
2011-08-01,26.799327317328
2011-08-02,26.011938896672
2011-08-03,26.424380450348
2011-08-04,24.746493220617
2011-08-05,23.527915902935
2011-08-08,21.165750640967
2011-08-09,22.478064675394
2011-08-10,20.75330908729
2011-08-11,21.709423598087
2011-08-12,21.681302583063
2011-08-15,22.984242945816
2011-08-16,22.974869274141
2011-08-17,23.293574111073
2011-08-18,21.278234701061
2011-08-19,20.772056430639
2011-08-22,20.425230578684
2011-08-23,21.484455477899
2011-08-24,22.074996793391
2011-08-25,21.559444851295
2011-08-26,21.803160314832
2011-08-29,23.434179186191
2011-08-30,23.340442469446
2011-08-31,23.743510351448
2011-09-01,23.237332081027
2011-09-02,22.178107181811
2011-09-06,21.859402344879
2011-09-07,23.799752381495
2011-09-08,23.049858647537
2011-09-09,21.896897031576
2011-09-12,22.103117808415
2011-09-13,22.646790765535
2011-09-14,22.956121930792
2011-09-15,23.471673872888
2011-09-16,23.846620739868
2011-09-19,23.115474349258
2011-09-20,23.059232319212
2011-09-21,21.512576492923
2011-09-22,20.256504488543
2011-09-23,20.800177445663
2011-09-26,21.990633748321
2011-09-27,21.915644374925
2011-09-28,21.287608372735
2011-09-29,21.456334462876
2011-09-30,20.575209325475
2011-10-03,19.178532245978
2011-10-04,19.262895291049
2011-10-05,20.022162696681
2011-10-06,20.640825027197
2011-10-07,19.656589501377
2011-10-10,20.800177445663
2011-10-11,20.968903535803
2011-10-12,22.271843898556
2011-10-13,21.587565866319
2011-10-14,21.906270703251
2011-10-17,20.847045804035
2011-10-18,21.971886404972
2011-10-19,21.137629625944
2011-10-20,21.475081806225
2011-10-21,22.506185690417
2011-10-24,23.565410589633
2011-10-25,22.665538108883
2011-10-26,23.734136679774
2011-10-27,24.643382832198
2011-10-28,24.69025119057
2011-10-31,23.143595364282
2011-11-01,21.953139061623
2011-11-02,22.674911780558
2011-11-03,23.087353334235
2011-11-04,22.412448973673
2011-11-07,22.234349211858
2011-11-08,22.55305404879
2011-11-09,21.128255954269
2011-11-10,21.700049926412
2011-11-11,22.356206943626
2011-11-14,22.065623121717
2011-11-15,21.671928911389
2011-11-16,21.043892909199
2011-11-17,20.509593623754
2011-11-18,20.509593623754
2011-11-21,19.694084188075
2011-11-22,19.694084188075
2011-11-23,18.841080065697
2011-11-25,18.812959050674
2011-11-28,19.562852784632
2011-11-29,19.806568248168
2011-11-30,21.850028673204
2011-12-01,21.559444851295
2011-12-02,21.728170941436
2011-12-05,22.09374413674
2011-12-06,22.55305404879
2011-12-07,22.928000915769
2011-12-08,21.662555239715
2011-12-09,22.599922407162
2011-12-12,21.831281329855
2011-12-13,21.400092432829
2011-12-14,21.353224074457
2011-12-15,21.765665628134
2011-12-16,21.896897031576
2011-12-19,20.959529864129
2011-12-20,22.262470226881
2011-12-21,22.571801392139
2011-12-22,22.656164437209
2011-12-23,22.684285452232
2011-12-27,22.337459600277
2011-12-28,21.531323836272
2011-12-29,21.784412971483
2011-12-30,21.746918284785
2012-01-03,22.562427720464
2012-01-04,22.421822645347
2012-01-05,22.412448973673
2012-01-06,22.065623121717
2012-01-09,22.496812018743
2012-01-10,23.499794887912
2012-01-11,23.781005038146
2012-01-12,23.837247068193
2012-01-13,23.387310827818
2012-01-17,23.021737632514
2012-01-18,23.649773634704
2012-01-19,23.949731128287
2012-01-20,24.043467845032
2012-01-23,23.846620739868
2012-01-24,23.734136679774
2012-01-25,23.724763008099
2012-01-26,23.565410589633
2012-01-27,23.668520978052
2012-01-30,23.62165261968
2012-01-31,23.53728957461
2012-02-01,24.933966654107
2012-02-02,24.662130175547
2012-02-03,25.468265939552
2012-02-06,25.121440087596
2012-02-07,25.027703370852
2012-02-08,25.346408207784
2012-02-09,25.636992029692
2012-02-10,24.990208684154
2012-02-13,25.140187430945
2012-02-14,24.933966654107
2012-02-15,24.830856265688
2012-02-16,25.571376327971
2012-02-17,25.524507969599
2012-02-21,25.618244686344
2012-02-22,25.936949523276
2012-02-23,26.236907016859
2012-02-24,26.630601227187
2012-02-27,26.864943019049
2012-02-28,27.146153169283
2012-02-29,27.38986863282
2012-03-01,27.605463081332
2012-03-02,27.933541589939
2012-03-05,28.486588218733
2012-03-06,27.230516214353
2012-03-07,27.605463081332
2012-03-08,26.536864510442
2012-03-09,26.480622480395
2012-03-12,26.386885763651
2012-03-13,26.621227555512
2012-03-14,26.480622480395
2012-03-15,26.321270061929
2012-03-16,26.274401703557
2012-03-19,26.058807255044
2012-03-20,26.546238182117
2012-03-21,26.705590600583
2012-03-22,26.227533345184
2012-03-23,26.499369823744
2012-03-26,27.239889886028
2012-03-27,27.811683858171
2012-03-28,27.839804873194
2012-03-29,28.064772993382
2012-03-30,28.89902977241
2012-04-02,29.217734609342
2012-04-03,28.936524459108
2012-04-04,30.483180285397
2012-04-05,30.830006137352
2012-04-09,29.986375686649
2012-04-10,29.283350311064
2012-04-11,29.873891626556
2012-04-12,31.148710974284
2012-04-13,30.445685598699
2012-04-16,30.755016763956
2012-04-17,30.670653718886
2012-04-18,30.548795987118
2012-04-19,30.248838493535
2012-04-20,30.051991388371
2012-04-23,30.080112403394
2012-04-24,30.370696225303
2012-04-25,30.773764107305
2012-04-26,31.598647214659
2012-04-27,32.301672590245
2012-04-30,31.898604708243
2012-05-01,32.189188530151
2012-05-02,32.582882740479
2012-05-03,32.001715096662
2012-05-04,30.773764107305
2012-05-07,29.845770611532
2012-05-08,29.71453920809
2012-05-09,29.836396939858
2012-05-10,30.126980761767
2012-05-11,29.761407566462
2012-05-14,29.339592341111
2012-05-15,29.020887504178
2012-05-16,28.54283024878
2012-05-17,26.686843257234
2012-05-18,26.555611853791
2012-05-21,27.596089409658
2012-05-22,27.492979021239
2012-05-23,27.427363319517
2012-05-24,27.567968394635
2012-05-25,27.174274184307
2012-05-29,27.91479424659
2012-05-30,27.080537467562
2012-05-31,27.352373946122
2012-06-01,25.50576062625
2012-06-04,25.805718119833
2012-06-05,26.855569347374
2012-06-06,28.027278306684
2012-06-07,28.261620098546
2012-06-08,28.570951263804
2012-06-11,27.689826126403
2012-06-12,28.299114785244
2012-06-13,28.402225173663
2012-06-14,29.0865032059
2012-06-15,29.508318431251
2012-06-18,29.536439446275
2012-06-19,29.939507328277
2012-06-20,30.042617716696
2012-06-21,29.095876877574
2012-06-22,29.470823744553
2012-06-25,28.711556338921
2012-06-26,28.870908757387
2012-06-27,28.889656100736
2012-06-28,28.908403444085
2012-06-29,30.080112403394
2012-07-02,29.845770611532
2012-07-03,30.361322553628
2012-07-05,29.9676283433
2012-07-06,29.592681476321
2012-07-09,29.011513832504
2012-07-10,29.030261175853
2012-07-11,28.89902977241
2012-07-12,28.561577592129
2012-07-13,29.470823744553
2012-07-16,29.320844997762
2012-07-17,30.267585836884
2012-07-18,29.845770611532
2012-07-19,29.770781238136
2012-07-20,29.0865032059
2012-07-23,28.758424697293
2012-07-24,28.608445950501
2012-07-25,28.261620098546
2012-07-26,28.767798368968
2012-07-27,29.592681476321
2012-07-30,29.733286551439
2012-07-31,29.311471326087
2012-08-01,28.908403444085
2012-08-02,28.908403444085
2012-08-03,29.377087027808
2012-08-06,30.080112403394
2012-08-07,30.323827866931
2012-08-08,30.351948881954
2012-08-09,30.473806613722
2012-08-10,30.558169658792
2012-08-13,31.036226914191
2012-08-14,31.701757603079
2012-08-15,31.898604708243
2012-08-16,32.442277665362
2012-08-17,32.620377427177
2012-08-20,32.489146023735
2012-08-21,31.992341424987
2012-08-22,31.448668467868
2012-08-23,31.645515573032
2012-08-24,32.31104626192
2012-08-27,32.414156650339
2012-08-28,32.12357282843
2012-08-29,31.814241663172
2012-08-30,31.673636588055
2012-08-31,32.179814858477
2012-09-04,32.39540930699
2012-09-05,32.629751098852
2012-09-06,32.076704470058
2012-09-07,31.861110021545
2012-09-10,31.214326676006
2012-09-11,31.354931751123
2012-09-12,31.68301025973
2012-09-13,32.282925246896
2012-09-14,32.826598204016
2012-09-17,32.573509068805
2012-09-18,32.245430560198
2012-09-19,32.114199156756
2012-09-20,31.701757603079
2012-09-21,31.523657841264
2012-09-24,31.776746976474
2012-09-25,31.008105899167
2012-09-26,30.69877473391
2012-09-27,31.120589959261
2012-09-28,30.736269420608
2012-10-01,31.176831989308
2012-10-02,31.373679094472
2012-10-03,32.067330798383
2012-10-04,32.760982502294
2012-10-05,33.02344530918
2012-10-08,33.65148131137
2012-10-09,33.229666086018
2012-10-10,33.267160772716
2012-10-11,33.445260534531
2012-10-12,33.239039757693
2012-10-15,34.017054506674
2012-10-16,34.073296536721
2012-10-17,34.551353792119
2012-10-18,34.879432300726
2012-10-19,33.46400787788
2012-10-22,33.323402802763
2012-10-23,32.573509068805
2012-10-24,32.742235158945
2012-10-25,32.789103517318
2012-10-26,32.545388053781
2012-10-31,32.742235158945
2012-11-01,32.995324294156
2012-11-02,30.633159032188
2012-11-05,30.745643092282
2012-11-06,31.045600585865
2012-11-07,29.995749358324
2012-11-08,29.44270272953
2012-11-09,30.15510177679
2012-11-12,29.977002014975
2012-11-13,29.386460699483
2012-11-14,28.758424697293
2012-11-15,29.283350311064
2012-11-16,29.808275924834
2012-11-19,30.361322553628
2012-11-20,30.380069896977
2012-11-21,30.623785360514
2012-11-23,30.773764107305
2012-11-26,30.904995510748
2012-11-27,30.455059270373
2012-11-28,30.558169658792
2012-11-29,31.261195034378
2012-11-30,31.05497425754
2012-12-03,31.045600585865
2012-12-04,31.233074019355
2012-12-05,31.664262916381
2012-12-06,31.176831989308
2012-12-07,31.992341424987
2012-12-10,31.270568706053
2012-12-11,33.051566324203
2012-12-12,32.66724578555
2012-12-13,32.095451813407
2012-12-14,31.814241663172
2012-12-17,32.760982502294
2012-12-18,33.276534444391
2012-12-19,32.704740472248
2012-12-20,33.304655459414
2012-12-21,32.56413539713
2012-12-24,32.995324294156
2012-12-26,33.135929369273
2012-12-27,32.779729845643
2012-12-28,32.414156650339
2012-12-31,33.089061010901
2013-01-02,34.195154268489
2013-01-03,33.913944118255
2013-01-04,34.026428178349
2013-01-07,33.679602326393
2013-01-08,33.417139519508
2013-01-09,33.520249907927
2013-01-10,33.557744594625
2013-01-11,33.02344530918
2013-01-14,32.854719219039
2013-01-15,32.657872113875
2013-01-16,33.314029131088
2013-01-17,33.004697965831
2013-01-18,32.892213905737
2013-01-22,33.660854983044
2013-01-23,34.17640692514
2013-01-24,34.307638328583
2013-01-25,34.401375045328
2013-01-28,34.963795345796
2013-01-29,35.451226272869
2013-01-30,35.310621197752
2013-01-31,35.460599944544
2013-02-01,36.426088127015
2013-02-04,35.798052124825
2013-02-05,36.322977738595
2013-02-06,36.322977738595
2013-02-07,36.219867350176
2013-02-08,36.360472425293
2013-02-11,36.979134755809
2013-02-12,36.210493678502
2013-02-13,36.435461798689
2013-02-14,36.754166635621
2013-02-15,35.948030871616
2013-02-19,36.182372663478
2013-02-20,35.216884481007
2013-02-21,34.945048002447
2013-02-22,36.041767588361
2013-02-25,34.738827225609
2013-02-26,35.329368541101
2013-02-27,35.404357914497
2013-02-28,35.629326034684
2013-03-01,35.479347287892
2013-03-04,35.685568064731
2013-03-05,35.854294154872
2013-03-06,36.041767588361
2013-03-07,36.566693202132
2013-03-08,37.100992487577
2013-03-11,36.997882099158
2013-03-12,36.660429918876
2013-03-13,36.454209142038
2013-03-14,36.576066873806
2013-03-15,36.529198515434
2013-03-18,36.182372663478
2013-03-19,35.97615188664
2013-03-20,35.901162513244
2013-03-21,35.43247892952
2013-03-22,35.423105257846
2013-03-25,35.338742212775
2013-03-26,36.032393916687
2013-03-27,35.854294154872
2013-03-28,36.388593440317
2013-04-01,35.835546811523
2013-04-02,36.557319530457
2013-04-03,35.469973616218
2013-04-04,35.329368541101
2013-04-05,36.201120006827
2013-04-08,37.579049742975
2013-04-09,37.147860845949
2013-04-10,37.58842341465
2013-04-11,37.907128251582
2013-04-12,37.616544429673
2013-04-15,36.163625320129
2013-04-16,37.082245144228
2013-04-17,36.14487797678
2013-04-18,35.938657199942
2013-04-19,36.444835470364
2013-04-22,36.191746335153
2013-04-23,38.075854341722
2013-04-24,38.994474165821
2013-04-25,39.631883839685
2013-04-26,38.310196133584
2013-04-29,38.722637687261
2013-04-30,38.825748075681
2013-05-01,38.610153627168
2013-05-02,39.491278764568
2013-05-03,41.731586294768
2013-05-06,42.631458775518
2013-05-07,41.806575668164
2013-05-08,41.572233876302
2013-05-09,41.309771069417
2013-05-10,41.412881457836
2013-05-13,41.844070354862
2013-05-14,43.193879075986
2013-05-15,42.725195492263
2013-05-16,42.097159490073
2013-05-17,42.397116983656
2013-05-20,42.078412146724
2013-05-21,42.144027848445
2013-05-22,41.534739189604
2013-05-23,41.740959966443
2013-05-24,41.890938713234
2013-05-28,42.340874953609
2013-05-29,42.668953462216
2013-05-30,43.315736807755
2013-05-31,41.675344264721
2013-06-03,41.947180743281
2013-06-04,41.33789208444
2013-06-05,41.150418650951
2013-06-06,42.0502911317
2013-06-07,42.443985342028
2013-06-10,43.072021344218
2013-06-11,42.106533161747
2013-06-12,41.862817698211
2013-06-13,43.062647672544
2013-06-14,42.537722058773
2013-06-17,42.32212761026
2013-06-18,42.312753938586
2013-06-19,42.003422773328
2013-06-20,41.497244502906
2013-06-21,40.953571545787
2013-06-24,39.669378526383
2013-06-25,40.634866708854
2013-06-26,40.887955844065
2013-06-27,41.69409160807
2013-06-28,41.900312384909
2013-07-01,42.265885580213
2013-07-02,42.078412146724
2013-07-03,41.450376144534
2013-07-05,42.359622296958
2013-07-08,42.668953462216
2013-07-09,42.912668925752
2013-07-10,42.856426895705
2013-07-11,43.043900329195
2013-07-12,43.812541406502
2013-07-15,43.775046719804
2013-07-16,43.343857822778
2013-07-17,43.896904451572
2013-07-18,44.046883198364
2013-07-19,43.943772809945
2013-07-22,44.47807209539
2013-07-23,43.681310003059
2013-07-24,43.081395015893
2013-07-25,43.587573286314
2013-07-26,43.625067973012
2013-07-29,43.371978837801
2013-07-30,43.015779314171
2013-07-31,42.659579790541
2013-08-01,44.12187257176
2013-08-02,45.302955202744
2013-08-05,45.527923322931
2013-08-06,45.049866067533
2013-08-07,44.965503022462
2013-08-08,45.556044337954
2013-08-09,45.021745052509
2013-08-12,44.759282245624
2013-08-13,45.27483418772
2013-08-14,45.049866067533
2013-08-15,44.093751556736
2013-08-16,44.149993586783
2013-08-19,43.418847196174
2013-08-20,43.981267496642
2013-08-21,43.793794063153
2013-08-22,44.196861945155
2013-08-23,44.421830065343
2013-08-26,44.393709050319
2013-08-27,43.268868449382
2013-08-28,43.503210241244
2013-08-29,43.66256265971
2013-08-30,43.550078599617
2013-09-03,44.684292872228
2013-09-04,45.265460516046
2013-09-05,45.621660039676
2013-09-06,45.162350127626
2013-09-09,46.109090966749
2013-09-10,46.418422132006
2013-09-11,46.728379220302
2013-09-12,46.286925185457
2013-09-13,46.681416025105
2013-09-16,46.672023386066
2013-09-17,47.395256592089
2013-09-18,47.498575621521
2013-09-19,46.831698249734
2013-09-20,46.916232001087
2013-09-23,46.174213516986
2013-09-24,46.2493546293
2013-09-25,46.531133800477
2013-09-26,46.446600049124
2013-09-27,46.164820877946
2013-09-30,45.676403647905
2013-10-01,46.11785768275
2013-10-02,46.230569351221
2013-10-03,45.883041706769
2013-10-04,46.521741161438
2013-10-07,45.770330038298
2013-10-08,44.802888217254
2013-10-09,44.831066134372
2013-10-10,46.568704356634
2013-10-11,46.963195196283
2013-10-14,47.179225894186
2013-10-15,46.981980474362
2013-10-16,48.146667715229
2013-10-17,48.700833418546
2013-10-18,49.123502175312
2013-10-21,48.841723004134
2013-10-22,49.114109536273
2013-10-23,48.710226057585
2013-10-24,48.653870223349
2013-10-25,48.700833418546
2013-10-28,48.306342578897
2013-10-29,49.076538980116
2013-10-30,48.813545087017
2013-10-31,48.51298063776
2013-11-01,45.347661281531
2013-11-04,46.099072404672
2013-11-05,45.35705392057
2013-11-06,44.699569187822
2013-11-07,44.427182655684
2013-11-08,45.591869896552
2013-11-11,45.873649067729
2013-11-12,45.263127530178
2013-11-13,45.629440452709
2013-11-14,46.315103102574
2013-11-15,46.305710463535
2013-11-18,45.9863607362
2013-11-19,45.817293233494
2013-11-20,45.328876003452
2013-11-21,45.948790180043
2013-11-22,46.578096995674
2013-11-25,46.775342415498
2013-11-26,46.390244214888
2013-11-27,46.634452829909
2013-11-29,46.728379220302
2013-12-02,46.690808664145
2013-12-03,45.789115316376
2013-12-04,46.062061738611
2013-12-05,45.356165819037
2013-12-06,46.636190419865
2013-12-09,46.645602365459
2013-12-10,46.400891780007
2013-12-11,45.836175044348
2013-12-12,46.513835127139
2013-12-13,46.805605440563
2013-12-16,47.323262448251
2013-12-17,46.457363453573
2013-12-18,47.295026611468
