Date,ALL
2014-10-10,57.894290627143
2014-10-13,57.799630243515
2014-10-14,58.329728391834
2014-10-15,57.335794363735
2014-10-16,56.663705639974
2014-10-17,57.402056632275
2014-10-20,57.600843437895
2014-10-21,58.71783596471
2014-10-22,58.509583120728
2014-10-23,58.689437849622
2014-10-24,59.229002036304
2014-10-27,59.759100184623
2014-10-28,59.853760568251
2014-10-29,59.61710960918
2014-10-30,60.497451176925
2014-10-31,61.387258783032
2014-11-03,61.264200284315
2014-11-04,61.425122936483
2014-11-05,62.229736197325
2014-11-06,62.598911693476
2014-11-07,62.71250415383
2014-11-10,63.195272110335
2014-11-11,63.072213611618
2014-11-12,63.583379683211
2014-11-13,63.34672872414
2014-11-14,63.024883419803
2014-11-17,63.100611726706
2014-11-18,63.223670225423
2014-11-19,63.772700450468
2014-11-20,63.696972143565
2014-11-21,63.801098565557
2014-11-24,64.293332560424
2014-11-25,64.236536330247
2014-11-26,64.179504779791
2014-11-28,64.778336059579
2014-12-01,64.265052105475
2014-12-02,64.740315025942
2014-12-03,64.702293992304
2014-12-04,65.006462261403
2014-12-05,65.282114755274
2014-12-08,65.719356642103
2014-12-09,65.424693631413
2014-12-10,65.158546395952
2014-12-11,65.643314574828
2014-12-12,64.084452195698
2014-12-15,64.036925903651
2014-12-16,63.884841769102
2014-12-17,64.844872868444
2014-12-18,66.337198438709
2014-12-19,66.432251022802
2014-12-22,66.955040235315
2014-12-23,67.249703246005
2014-12-24,67.192671695549
2014-12-26,67.420797897373
2014-12-29,67.487334706238
2014-12-30,67.430303155782
2014-12-31,66.774440325538
2015-01-02,66.650871966217
2015-01-05,65.32964104732
2015-01-06,65.282114755274
2015-01-07,66.356208955528
2015-01-08,67.629913582378
2015-01-09,66.936029718497
2015-01-12,66.251651113025
2015-01-13,66.650871966217
2015-01-14,65.995009135973
2015-01-15,65.804903967787
2015-01-16,67.335250571689
2015-01-20,66.878998168041
2015-01-21,66.821966617585
2015-01-22,68.390334255124
2015-01-23,67.896060817839
2015-01-26,68.181218570119
2015-01-27,67.905566076248
2015-01-28,66.840977134404
2015-01-29,67.534860998285
2015-01-30,66.337198438709
2015-02-02,67.401787380554
2015-02-03,68.466376322399
2015-02-04,68.989165534912
2015-02-05,68.723018299451
2015-02-06,67.420797897373
2015-02-09,66.565324640533
2015-02-10,66.584335157352
2015-02-11,67.658429357606
2015-02-12,68.02913443557
2015-02-13,67.924576593067
2015-02-17,67.74397668329
2015-02-18,67.211682212367
2015-02-19,67.648924099197
2015-02-20,68.057650210798
2015-02-23,67.73447142488
2015-02-24,68.124187019663
2015-02-25,67.60139780715
2015-02-26,68.067155469207
2015-02-27,67.389442941046
