Date,A
2010-10-18,23.646462179714
2010-10-19,23.209828140619
2010-10-20,23.646462179714
2010-10-21,23.707863841461
2010-10-22,23.707863841461
2010-10-25,23.810199944374
2010-10-26,23.741975875765
2010-10-27,23.598705331688
2010-10-28,23.823844758096
2010-10-29,23.741975875765
2010-11-01,23.707863841461
2010-11-02,23.919358454148
2010-11-03,23.953470488452
2010-11-04,24.553842292207
2010-11-05,24.81991615978
2010-11-08,24.683468022563
2010-11-09,24.205899542303
2010-11-10,24.055806591365
2010-11-11,24.376459713825
2010-11-12,24.806271346058
2010-11-15,24.697112836285
2010-11-16,23.905713640426
2010-11-17,24.02169455706
2010-11-18,24.717580056867
2010-11-19,24.874495414667
2010-11-22,24.751692091172
2010-11-23,24.171787507999
2010-11-24,24.792626532337
2010-11-26,24.799448939198
2010-11-29,24.321880458938
2010-11-30,23.892068826704
2010-12-01,24.642533581398
2010-12-02,25.051877993049
2010-12-03,25.570380914474
2010-12-06,25.331596674344
2010-12-07,25.638604983082
2010-12-08,25.693184237969
2010-12-09,25.959258105542
2010-12-10,26.293556041724
2010-12-13,26.402714551498
2010-12-14,26.539162688715
2010-12-15,26.252621600559
2010-12-16,27.112244865026
2010-12-17,27.658037413895
2010-12-20,27.719439075642
2010-12-21,27.855887212859
2010-12-22,28.012802570659
2010-12-23,28.01962497752
2010-12-27,28.599529560692
2010-12-28,28.319810879397
2010-12-29,28.442614202893
2010-12-30,28.374390134284
2010-12-31,28.26523162451
2011-01-03,28.572239933249
2011-01-04,28.306166065676
2011-01-05,28.244764403928
2011-01-06,28.299343658815
2011-01-07,28.394857354867
2011-01-10,28.804201766518
2011-01-11,29.295415060499
2011-01-12,29.425040790855
2011-01-13,29.315882281082
2011-01-14,29.513732080046
2011-01-18,30.257374427879
2011-01-19,28.947472310596
2011-01-20,28.851958614544
2011-01-21,28.729155291048
2011-01-24,29.179434143865
2011-01-25,29.124854888978
2011-01-26,29.042986006648
2011-01-27,28.961117124317
2011-01-28,27.958223315772
2011-01-31,28.538127898945
2011-02-01,28.688220849883
2011-02-02,28.128783487293
2011-02-03,27.965045722633
2011-02-04,29.329527094803
2011-02-07,30.318776089627
2011-02-08,30.134571104384
2011-02-09,29.629712996681
2011-02-10,30.018590187749
2011-02-11,30.714475687556
2011-02-14,30.557560329757
2011-02-15,29.097565261534
2011-02-16,29.725226692733
2011-02-17,29.964010932863
2011-02-18,29.964010932863
2011-02-22,28.988406751761
2011-02-23,27.596635752147
2011-02-24,28.074204232407
2011-02-25,28.89971546257
2011-02-28,28.708688070466
2011-03-01,27.753551109947
2011-03-02,28.285698845093
2011-03-03,29.213546178169
2011-03-04,31.894752074484
2011-03-07,31.294380270729
2011-03-08,31.362604339337
2011-03-09,31.417183594224
2011-03-10,30.618961991504
2011-03-11,30.932792707104
2011-03-14,30.591672364061
2011-03-15,29.895786864254
2011-03-16,28.879248241987
2011-03-17,28.961117124317
2011-03-18,29.295415060499
2011-03-21,29.984478153445
2011-03-22,29.46597523202
2011-03-23,29.793450761341
2011-03-24,29.957188526002
2011-03-25,30.045879815193
2011-03-28,29.991300560306
2011-03-29,30.400644971957
2011-03-30,30.762232535582
2011-03-31,30.550737922896
2011-04-01,30.796344569887
2011-04-04,30.5848499572
2011-04-05,30.932792707104
2011-04-06,30.898680672799
2011-04-07,30.612139584644
2011-04-08,30.625784398365
2011-04-11,30.694008466974
2011-04-12,30.65989643267
2011-04-13,31.78559356471
2011-04-14,31.812883192154
2011-04-15,32.406432589048
2011-04-18,31.778771157849
2011-04-19,31.887929667623
2011-04-20,33.184186971185
2011-04-21,33.661755451444
2011-04-25,32.870356255586
2011-04-26,33.70268989261
2011-04-27,34.132501524843
2011-04-28,34.330351323808
2011-04-29,34.050632642513
2011-05-02,34.412220206138
2011-05-03,34.521378715912
2011-05-04,33.770913961218
2011-05-05,33.54577453481
2011-05-06,33.927829319018
2011-05-09,34.030165421931
2011-05-10,34.569135563938
2011-05-11,34.132501524843
2011-05-12,34.337173730669
2011-05-13,35.872215274361
2011-05-16,35.694832695978
2011-05-17,34.91025590698
2011-05-18,35.292310691188
2011-05-19,34.90343350012
2011-05-20,34.58960278452
2011-05-23,33.498017686784
2011-05-24,33.218299005489
2011-05-25,33.443438431897
2011-05-26,33.695867485749
2011-05-27,33.839138029827
2011-05-31,34.02334301507
2011-06-01,32.74755293209
2011-06-02,32.870356255586
2011-06-03,32.358675741022
2011-06-06,32.10624668717
2011-06-07,32.542880726265
2011-06-08,32.570170353708
2011-06-09,33.231943819211
2011-06-10,32.877178662446
2011-06-13,32.42689980963
2011-06-14,33.409326397593
2011-06-15,32.317741299857
2011-06-16,32.10624668717
2011-06-17,32.358675741022
2011-06-20,33.006804392803
2011-06-21,33.989230980765
2011-06-22,33.395681583871
2011-06-23,33.689045078888
2011-06-24,33.081850868272
2011-06-27,33.327457515263
2011-06-28,34.439509833582
2011-06-29,34.514556309051
2011-06-30,34.869321465815
2011-07-01,35.476515676431
2011-07-05,35.244553843162
2011-07-06,35.353712352936
2011-07-07,35.735767137144
2011-07-08,34.26894966206
2011-07-11,33.491195279923
2011-07-12,32.795309780116
2011-07-13,32.843066628142
2011-07-14,32.290451672413
2011-07-15,32.119891500892
2011-07-18,31.014661589434
2011-07-19,32.02437780484
2011-07-20,32.010732991118
2011-07-21,32.010732991118
2011-07-22,31.990265770536
2011-07-25,31.655967834354
2011-07-26,30.591672364061
2011-07-27,28.967939531178
2011-07-28,28.776912139074
2011-07-29,28.763267325353
2011-08-01,27.828597585416
2011-08-02,26.566452316158
2011-08-03,26.74383489454
2011-08-04,25.181503723405
2011-08-05,24.963186703858
2011-08-08,22.213756738935
2011-08-09,23.339453870975
2011-08-10,21.729365851814
2011-08-11,23.544126076801
2011-08-12,24.703935243146
2011-08-15,25.584025728196
2011-08-16,24.990476331301
2011-08-17,24.424216561851
2011-08-18,21.988617312526
2011-08-19,21.204040523528
2011-08-22,20.808340925599
2011-08-23,21.736188258675
2011-08-24,22.568521895699
2011-08-25,22.534409861395
2011-08-26,23.789732723791
2011-08-29,25.051877993049
2011-08-30,24.983653924441
2011-08-31,25.154214095962
2011-09-01,24.451506189294
2011-09-02,23.469079601331
2011-09-06,23.14160407201
2011-09-07,24.349170086381
2011-09-08,23.291697022949
2011-09-09,22.759549287803
2011-09-12,22.793661322107
2011-09-13,23.728331062044
2011-09-14,24.956364296997
2011-09-15,25.270195012596
2011-09-16,24.806271346058
2011-09-19,23.851134385539
2011-09-20,23.912536047287
2011-09-21,22.002262126248
2011-09-22,21.347311067606
2011-09-23,21.61338493518
2011-09-26,22.0977758223
2011-09-27,22.89599742502
2011-09-28,21.586095307736
2011-09-29,22.186467111491
2011-09-30,21.320021440163
2011-10-03,20.057876170905
2011-10-04,21.156283675503
2011-10-05,21.913570837057
2011-10-06,22.882352611298
2011-10-07,21.401890322493
2011-10-10,22.725437253499
2011-10-11,23.148426478871
2011-10-12,23.046090375959
2011-10-13,22.152355077187
2011-10-14,22.745904474081
2011-10-17,22.561699488838
2011-10-18,22.841418170133
2011-10-19,22.507120233951
2011-10-20,23.011978341654
2011-10-21,24.062628998226
2011-10-24,25.611315355639
2011-10-25,24.512907851042
2011-10-26,24.41739415499
2011-10-27,25.819398764895
2011-10-28,27.896821654024
2011-10-31,25.290662233179
2011-11-01,24.076273811947
2011-11-02,24.669823208841
2011-11-03,25.331596674344
2011-11-04,25.181503723405
2011-11-07,25.747763492856
2011-11-08,26.436826585802
2011-11-09,24.608421547094
2011-11-10,25.147391689101
2011-11-11,25.556736100752
2011-11-14,25.6181377625
2011-11-15,26.095706242759
2011-11-16,26.320845669168
2011-11-17,25.386175929231
2011-11-18,25.113279654797
2011-11-21,24.41739415499
2011-11-22,24.274123610912
2011-11-23,22.923287052463
2011-11-25,23.080202410263
2011-11-28,23.987582522756
2011-11-29,23.892068826704
2011-11-30,25.584025728196
2011-12-01,25.802342747743
2011-12-02,25.079167620492
2011-12-05,25.283839826318
2011-12-06,25.229260571431
2011-12-07,25.010943551884
2011-12-08,23.482724415053
2011-12-09,24.103563439391
2011-12-12,23.011978341654
2011-12-13,22.616278743725
2011-12-14,22.466185792786
2011-12-15,22.82095094955
2011-12-16,22.827773356411
2011-12-19,22.670857998612
2011-12-20,23.591882924827
2011-12-21,23.441789973888
2011-12-22,23.769265503209
2011-12-23,24.124030659973
2011-12-27,24.048984184504
2011-12-28,23.271229802367
2011-12-29,23.919358454148
2011-12-30,23.830667164957
2012-01-03,24.888140228389
2012-01-04,24.690290429424
2012-01-05,25.242905385153
2012-01-06,25.515801659587
2012-01-09,26.184397531951
2012-01-10,26.675610825932
2012-01-11,26.552807502437
2012-01-12,26.962151914088
2012-01-13,26.648321198488
2012-01-17,27.282805036548
2012-01-18,28.156073114737
2012-01-19,28.551772712666
2012-01-20,27.971868129494
2012-01-23,27.971868129494
2012-01-24,29.06345322723
2012-01-25,30.052702222054
2012-01-26,29.104387668395
2012-01-27,29.118032482117
2012-01-30,29.445508011438
2012-01-31,28.974761938039
2012-02-01,30.148215918106
2012-02-02,29.827562795646
2012-02-03,30.891858265939
2012-02-06,30.468869040566
2012-02-07,30.427934599401
2012-02-08,30.680363653252
2012-02-09,30.762232535582
2012-02-10,30.114103883801
2012-02-13,29.909431677976
2012-02-14,29.868497236811
2012-02-15,29.772983540759
2012-02-16,29.902609271115
2012-02-17,29.431863197716
2012-02-21,29.070275634091
2012-02-22,29.14532210956
2012-02-23,29.616068182959
2012-02-24,29.349994315386
2012-02-27,29.575133741794
2012-02-28,29.766161133898
2012-02-29,29.759338727037
2012-03-01,30.127748697523
2012-03-02,29.827562795646
2012-03-05,29.186256550725
2012-03-06,28.845136207683
2012-03-07,29.650180217263
2012-03-08,30.209617579853
2012-03-09,30.393822565096
2012-03-12,29.759338727037
2012-03-13,30.775877349304
2012-03-14,30.680363653252
2012-03-15,31.287557863868
2012-03-16,31.123820099207
2012-03-19,30.946437520825
2012-03-20,30.5848499572
2012-03-21,30.509803481731
2012-03-22,29.820740388785
2012-03-23,30.223262393575
2012-03-26,30.734942908139
2012-03-27,31.157932133512
2012-03-28,30.42111219254
2012-03-29,30.332420903349
2012-03-30,30.434757006261
2012-04-02,30.680915454301
2012-04-03,30.65356451563
2012-04-04,29.908251436843
2012-04-05,30.612538107624
2012-04-09,29.778334478155
2012-04-10,28.923617644683
2012-04-11,29.039859134036
2012-04-12,29.76465900882
2012-04-13,28.882591236677
2012-04-16,28.711647869982
2012-04-17,29.162938358055
2012-04-18,28.937293114019
2012-04-19,28.663783727308
2012-04-20,28.786862951328
2012-04-23,28.219330973903
2012-04-24,27.21418397774
2012-04-25,28.157791361893
2012-04-26,28.711647869982
2012-04-27,29.101398746046
2012-04-30,28.84156482867
2012-05-01,29.381745867424
2012-05-02,29.429610010099
2012-05-03,28.862078032673
2012-05-04,28.041549872541
2012-05-07,27.938983852524
2012-05-08,27.535557507125
2012-05-09,27.303074528421
2012-05-10,27.173157569733
2012-05-11,26.974863264368
2012-05-14,26.59878785764
2012-05-15,27.699663139152
2012-05-16,27.186833039069
2012-05-17,27.097942488388
2012-05-18,26.482546368288
2012-05-21,27.344100936428
2012-05-22,27.685987669816
2012-05-23,27.877444240514
2012-05-24,28.048387607208
2012-05-25,28.041549872541
2012-05-29,28.84156482867
2012-05-30,28.274032851245
2012-05-31,27.802229159168
2012-06-01,26.133821900232
2012-06-04,25.873987982856
2012-06-05,26.181686042906
2012-06-06,27.193670773737
2012-06-07,27.323587732424
2012-06-08,27.077429284384
2012-06-11,26.653489734982
2012-06-12,26.988538733703
2012-06-13,26.667165204318
2012-06-14,26.90648591769
2012-06-15,27.357776405763
2012-06-18,27.453504691112
2012-06-19,28.137278157889
2012-06-20,27.788553689833
2012-06-21,26.749218020331
2012-06-22,26.687678408321
2012-06-25,25.750908758836
2012-06-26,25.976554002873
2012-06-27,26.222712450913
2012-06-28,25.791935166843
2012-06-29,26.899648183022
2012-07-02,26.673427900138
2012-07-03,27.105302985645
2012-07-05,26.988765264159
2012-07-06,26.02904285192
2012-07-09,25.789112248861
2012-07-10,25.699995167724
2012-07-11,25.494340365102
2012-07-12,25.035044639245
2012-07-13,25.391512963791
2012-07-16,25.247554601955
2012-07-17,25.597167766413
2012-07-18,26.29639409533
2012-07-19,26.364945696204
2012-07-20,25.747981288336
2012-07-23,25.151582360731
2012-07-24,24.41122507129
2012-07-25,24.774548555923
2012-07-26,25.096741080032
2012-07-27,26.008477371658
2012-07-30,26.173001213756
2012-07-31,26.248407974718
2012-08-01,26.173001213756
2012-08-02,25.878229329997
2012-08-03,26.810531101886
2012-08-06,26.892793022935
2012-08-07,27.592019351851
2012-08-08,27.873080915435
2012-08-09,27.969053156659
2012-08-10,27.783963834299
2012-08-13,27.681136432988
2012-08-14,27.756543193949
2012-08-15,27.749688033862
2012-08-16,25.466919724752
2012-08-17,25.514905845364
2012-08-20,25.144727200644
2012-08-21,25.453209404577
2012-08-22,25.679429687462
2012-08-23,25.68628484755
2012-08-24,25.946780930871
2012-08-27,25.665719367287
2012-08-28,25.329816523004
2012-08-29,25.47377488484
2012-08-30,25.391512963791
2012-08-31,25.47377488484
2012-09-04,25.398368123878
2012-09-05,25.185858161168
2012-09-06,25.693140007637
2012-09-07,26.337525055854
2012-09-10,26.227842494456
2012-09-11,25.933070610697
2012-09-12,25.699995167724
2012-09-13,26.310104415505
2012-09-14,27.235551027306
2012-09-17,27.166999426432
2012-09-18,27.112158145732
2012-09-19,27.338378428617
2012-09-20,26.892793022935
2012-09-21,26.735124340924
2012-09-24,26.522614378214
2012-09-25,26.26897345498
2012-09-26,26.234697654543
2012-09-27,26.447207617253
2012-09-28,26.426642136991
2012-10-01,26.708434679934
2012-10-02,26.715307668786
2012-10-03,26.790910546161
2012-10-04,26.942116300911
2012-10-05,26.708434679934
2012-10-08,26.570974902888
2012-10-09,26.220452471422
2012-10-10,25.711851296354
2012-10-11,25.863057051104
2012-10-12,25.581264508161
2012-10-15,25.553772552752
2012-10-16,26.055500738968
2012-10-17,26.158595571752
2012-10-18,25.182631154729
2012-10-19,24.570935146877
2012-10-22,24.742759868184
2012-10-23,24.405983414422
2012-10-24,24.6396650354
2012-10-25,24.818362745559
2012-10-26,24.70152193507
2012-10-31,24.735886879331
2012-11-01,25.498788641934
2012-11-02,25.430058753411
2012-11-05,25.8493110734
2012-11-06,26.309801326502
2012-11-07,25.828692106843
2012-11-08,25.347582887184
2012-11-09,25.368201853741
2012-11-12,25.30634495407
2012-11-13,24.969568500309
2012-11-14,24.838981712115
2012-11-15,24.570935146877
2012-11-16,24.61217307999
2012-11-19,25.780581184877
2012-11-20,24.935203556047
2012-11-21,24.632792046547
2012-11-23,25.347582887184
2012-11-26,25.753089229468
2012-11-27,25.663740374388
2012-11-28,26.096738672081
2012-11-29,26.351039259616
2012-11-30,26.316674315354
2012-12-03,26.06237372782
2012-12-04,26.206706493718
2012-12-05,26.570974902888
2012-12-06,26.337293281911
2012-12-07,25.986770850445
2012-12-10,26.502245014366
2012-12-11,27.285765743525
2012-12-12,27.842477840559
2012-12-13,27.354495632047
2012-12-14,27.388860576309
2012-12-17,28.000556584161
2012-12-18,28.447300859559
2012-12-19,27.897461751377
2012-12-20,28.426681893002
2012-12-21,28.213619238582
2012-12-24,28.227365216286
2012-12-26,28.103651416945
2012-12-27,28.000556584161
2012-12-28,27.442474624684
2012-12-31,28.20725360619
2013-01-02,28.854904275213
2013-01-03,28.958252786228
2013-01-04,29.530114547174
2013-01-07,29.316527624411
2013-01-08,29.082270999445
2013-01-09,29.867719683154
2013-01-10,30.088196506652
2013-01-11,29.922838889029
2013-01-14,29.998627797106
2013-01-15,29.791930775077
2013-01-16,29.661022661125
2013-01-17,30.225994521337
2013-01-18,30.418911741898
2013-01-22,30.756516877878
2013-01-23,30.522260252912
2013-01-24,30.770296679346
2013-01-25,31.204360425607
2013-01-28,31.12857151753
2013-01-29,30.756516877878
2013-01-30,30.591159260255
2013-01-31,30.852975488158
2013-02-01,31.204360425607
2013-02-04,30.494700649975
2013-02-05,31.004553304312
2013-02-06,31.066562410921
2013-02-07,31.011443205047
2013-02-08,31.059672510187
2013-02-11,30.728957274941
2013-02-12,30.742737076409
2013-02-13,30.832305785955
2013-02-14,30.715177473472
2013-02-15,29.109830602382
2013-02-19,29.633463058188
2013-02-20,29.102940701648
2013-02-21,28.682656756856
2013-02-22,28.799785069339
2013-02-25,28.44840013189
2013-02-26,28.227923308393
2013-02-27,28.751555764199
2013-02-28,28.579308245842
2013-03-01,28.889353778885
2013-03-04,28.958252786228
2013-03-05,29.392316532488
2013-03-06,29.791930775077
2013-03-07,29.798820675811
2013-03-08,29.647242859657
2013-03-11,29.495665043502
2013-03-12,29.364756929551
2013-03-13,29.626573157454
2013-03-14,29.847049980951
2013-03-15,29.633463058188
2013-03-18,29.316527624411
2013-03-19,28.937583084025
2013-03-20,29.419876135425
2013-03-21,28.696436558325
2013-03-22,28.420840528953
2013-03-25,28.338161720141
2013-03-26,28.813564870808
2013-03-27,28.999592190633
2013-03-28,28.999592190633
2013-04-01,28.280993766086
2013-04-02,28.094434559713
2013-04-03,27.997700156409
2013-04-04,28.612654577416
2013-04-05,28.702479380484
2013-04-08,28.785394583316
2013-04-09,28.77848498308
2013-04-10,29.199970597478
2013-04-11,30.305506635244
2013-04-12,30.920461056251
2013-04-15,29.738919415889
2013-04-16,29.98075542415
2013-04-17,29.151603395826
2013-04-18,28.902857787329
2013-04-19,29.020320991342
2013-04-22,28.916676987801
2013-04-23,29.44180660574
2013-04-24,29.607637011404
2013-04-25,29.524721808572
2013-04-26,28.536648974819
2013-04-29,28.647202578596
2013-04-30,28.633383378124
2013-05-01,28.543558575055
2013-05-02,28.661021779068
2013-05-03,28.70938898072
2013-05-06,29.020320991342
2013-05-07,29.296705000783
2013-05-08,29.669823413529
2013-05-09,29.821834618721
2013-05-10,30.146585829815
2013-05-13,29.738919415889
2013-05-14,30.38151223784
2013-05-15,31.563053878202
2013-05-16,31.086291461916
2013-05-17,31.48013867537
2013-05-20,32.01908749378
2013-05-21,32.302381103458
2013-05-22,31.94999149142
2013-05-23,31.604511479618
2013-05-24,31.500867476078
2013-05-28,32.081273895905
2013-05-29,31.818709086935
2013-05-30,31.818709086935
2013-05-31,31.404133072773
2013-06-03,31.445590674189
2013-06-04,31.383404272065
2013-06-05,30.768449851058
2013-06-06,31.100110662388
2013-06-07,31.196845065692
2013-06-10,30.906641855779
2013-06-11,30.67862504799
2013-06-12,30.34696423666
2013-06-13,30.740811450114
2013-06-14,30.402241038548
2013-06-17,30.664805847518
2013-06-18,30.955009057431
2013-06-19,30.070580227219
2013-06-20,29.241428198895
2013-06-21,29.697461814473
2013-06-24,29.234518598659
2013-06-25,29.351981802671
2013-06-26,29.255247399367
2013-06-27,29.766557816833
2013-06-28,29.628365812113
2013-07-01,30.20347207086
2013-07-02,29.857022517398
2013-07-03,29.912454445952
2013-07-05,30.646927499292
2013-07-08,30.737004383193
2013-07-09,30.903300168855
2013-07-10,31.395258534771
2013-07-11,31.679347168611
2013-07-12,31.700134141818
2013-07-15,31.949577820311
2013-07-16,31.810997998926
2013-07-17,31.603128266849
2013-07-18,31.804069007857
2013-07-19,32.011938739935
2013-07-22,32.427678204089
2013-07-23,32.199021498804
2013-07-24,32.399962239812
2013-07-25,32.33067232912
2013-07-26,31.59619927578
2013-07-29,31.416045507979
2013-07-30,31.076524945586
2013-07-31,30.993377052755
2013-08-01,31.901074882826
2013-08-02,32.136660579181
2013-08-05,31.831784972134
2013-08-06,31.928790847103
2013-08-07,32.067370668489
2013-08-08,31.769424052511
2013-08-09,32.025796722073
2013-08-12,32.185163516666
2013-08-13,32.51082609692
2013-08-14,32.226737463081
2013-08-15,32.538542061197
2013-08-16,32.42074921302
2013-08-19,32.178234525596
2013-08-20,32.587044998682
2013-08-21,32.490039123713
2013-08-22,33.238370159192
2013-08-23,33.037429418183
2013-08-26,32.981997489629
2013-08-27,32.545471052267
2013-08-28,32.386104257674
2013-08-29,32.427678204089
2013-08-30,32.316814346981
2013-09-03,32.51775508799
2013-09-04,33.169080248499
2013-09-05,33.037429418183
2013-09-06,32.864204641452
2013-09-09,33.224512177053
2013-09-10,33.640251641208
2013-09-11,33.924340275047
2013-09-12,33.688754578693
2013-09-13,33.577890721585
2013-09-16,33.771902471524
2013-09-17,33.861979355424
2013-09-18,34.17378395354
2013-09-19,35.323996471036
2013-09-20,36.134688426138
2013-09-23,35.802096854814
2013-09-24,35.753593917329
2013-09-25,35.912960711922
2013-09-26,36.093114479723
2013-09-27,35.857528783368
2013-09-30,35.593615149092
2013-10-01,36.045046365617
2013-10-02,35.815858209535
2013-10-03,35.461658331954
2013-10-04,35.961705217951
2013-10-07,35.510274001426
2013-10-08,34.815764437541
2013-10-09,34.690752716042
2013-10-10,35.413042662482
2013-10-11,35.739462157508
2013-10-14,35.670011201119
2013-10-15,35.336646610455
2013-10-16,35.808913113896
2013-10-17,36.565928538531
2013-10-18,36.802061790251
2013-10-21,36.107552226367
2013-10-22,35.433877949399
2013-10-23,35.176909410761
2013-10-24,35.503328905787
2013-10-25,36.024211078701
2013-10-28,35.760297444424
2013-10-29,35.90614445284
2013-10-30,35.524164192704
2013-10-31,35.253305462788
2013-11-01,35.489438714509
2013-11-04,35.565834766537
2013-11-05,35.565834766537
2013-11-06,35.447768140676
2013-11-07,34.76020367243
2013-11-08,35.267195654066
2013-11-11,35.628340627286
2013-11-12,35.558889670898
2013-11-13,35.558889670898
2013-11-14,35.100513358734
2013-11-15,38.149410344188
2013-11-18,37.538241927969
2013-11-19,37.378504728276
2013-11-20,37.177096954749
2013-11-21,37.572967406163
2013-11-22,37.399340015192
2013-11-25,36.885402937918
2013-11-26,37.260438102415
2013-11-27,37.371559632637
2013-11-29,37.204877337305
2013-12-02,36.954853894306
2013-12-03,36.760391216418
2013-12-04,37.211822432943
2013-12-05,37.156261667833
2013-12-06,38.079959387799
2013-12-09,38.239696587493
2013-12-10,38.434159265381
2013-12-11,38.086904483438
2013-12-12,38.37859850027
2013-12-13,38.309147543881
2013-12-16,38.364708308992
2013-12-17,39.149504116182
2013-12-18,40.205158653287
2013-12-19,39.850958775705
