Date,AEP
2014-03-07,43.049720309367
2014-03-10,42.944997697627
2014-03-11,42.499926597733
2014-03-12,43.198077342665
2014-03-13,43.555879599443
2014-03-14,43.730417285676
2014-03-17,43.887501203285
2014-03-18,43.774051707234
2014-03-19,42.709371821213
2014-03-20,42.543561019291
2014-03-21,42.665737399655
2014-03-24,42.552287903603
2014-03-25,43.084627846614
2014-03-26,43.040993425055
2014-03-27,43.459883872015
2014-03-28,43.634421558248
2014-03-31,44.210395922817
2014-04-01,43.983496930714
2014-04-02,43.992223815025
2014-04-03,44.131853964012
2014-04-04,44.315118534556
2014-04-07,44.236576575751
2014-04-08,44.86491224619
2014-04-09,44.978361742242
2014-04-10,44.498383105101
2014-04-11,44.419841146296
2014-04-14,44.751462750139
2014-04-15,45.65905871855
2014-04-16,45.81614263616
2014-04-17,45.144172544163
2014-04-21,45.07435746967
2014-04-22,45.091811238293
2014-04-23,45.292529577461
2014-04-24,45.667785602862
2014-04-25,46.584108455585
2014-04-28,47.50915819262
2014-04-29,47.020452671168
2014-04-30,46.959364480986
2014-05-01,47.011725786856
2014-05-02,46.104129818444
2014-05-05,46.566654686962
2014-05-06,46.121583587068
2014-05-07,47.125175282907
2014-05-08,46.73760374787
2014-05-09,46.08577889349
2014-05-12,45.592506030716
2014-05-13,46.006502897687
2014-05-14,46.121012669403
2014-05-15,45.821525574147
2014-05-16,46.420499764658
2014-05-19,44.940681176335
2014-05-20,44.887830512467
2014-05-21,45.019957172138
2014-05-22,45.354678043307
2014-05-23,45.284210491482
2014-05-27,46.420499764658
2014-05-28,46.631902420133
2014-05-29,46.499775760461
2014-05-30,46.993048623236
2014-06-02,47.107558394951
2014-06-03,47.512746817944
2014-06-04,47.556789037835
2014-06-05,47.715341029441
2014-06-06,47.62725658966
2014-06-09,47.116366838929
2014-06-10,47.089941506995
2014-06-11,46.27075621703
2014-06-12,46.323606880899
2014-06-13,46.490967316483
2014-06-16,46.764029079805
2014-06-17,46.517392648418
2014-06-18,47.67129880955
2014-06-19,48.358357439843
2014-06-20,47.988402792763
2014-06-23,47.961977460828
2014-06-24,48.138146340391
2014-06-25,48.552143207362
2014-06-26,48.446441879624
2014-06-27,48.737120530902
2014-06-30,49.124692065939
2014-07-01,48.631419203165
2014-07-02,47.715341029441
2014-07-03,47.354194826338
2014-07-07,47.363003270317
2014-07-08,48.050061900609
2014-07-09,48.190997004259
2014-07-10,48.270273000062
2014-07-11,47.838659245135
2014-07-14,47.213259722689
2014-07-15,47.503938373966
2014-07-16,47.750574805354
2014-07-17,47.107558394951
2014-07-18,47.90912679696
2014-07-21,47.600831257726
2014-07-22,47.609639701704
2014-07-23,47.539172149879
2014-07-24,47.574405925791
2014-07-25,46.87853885152
2014-07-28,48.138146340391
2014-07-29,47.644873477616
2014-07-30,46.684753084002
2014-07-31,45.795100242212
2014-08-01,46.076970449512
2014-08-04,45.275402047504
2014-08-05,44.782129184729
2014-08-06,43.848434123049
2014-08-07,44.346711783538
2014-08-08,44.951763228418
2014-08-11,44.791602551832
2014-08-12,44.853887259393
2014-08-13,45.174208612565
2014-08-14,45.503427781103
2014-08-15,45.752566611347
2014-08-18,45.797055688177
2014-08-19,47.478742792328
2014-08-20,46.606756886472
2014-08-21,46.980465131838
2014-08-22,46.749121932326
2014-08-25,47.113932362327
2014-08-26,46.499983102081
2014-08-27,47.291888669644
2014-08-28,47.443151530864
2014-08-29,47.781268514768
2014-09-02,47.051647654765
2014-09-03,47.478742792328
2014-09-04,47.158421439156
2014-09-05,47.923633560622
2014-09-08,47.630005653548
2014-09-09,47.14952362379
2014-09-10,47.14952362379
2014-09-11,47.638903468913
2014-09-12,46.69573504013
2014-09-15,46.882589162814
2014-09-16,47.718983807206
2014-09-17,47.443151530864
2014-09-18,46.927078239643
2014-09-19,47.407560269401
2014-09-22,47.131727993058
2014-09-23,46.766917563057
2014-09-24,46.686837224764
2014-09-25,46.348720240861
2014-09-26,46.491085286715
2014-09-29,46.428800579154
2014-09-30,46.455494025252
2014-10-01,46.606756886472
2014-10-02,46.517778732813
2014-10-03,47.0427498394
2014-10-06,46.980465131838
2014-10-07,47.122830177692
2014-10-08,48.154976760134
2014-10-09,47.656699099645
2014-10-10,47.950327006719
2014-10-13,48.252852729159
2014-10-14,48.688845682087
2014-10-15,48.377422144281
2014-10-16,47.994816083549
2014-10-17,48.590969713062
2014-10-20,49.258305865503
2014-10-21,49.436262172821
2014-10-22,49.756583525993
2014-10-23,49.187123342576
2014-10-24,50.245963371116
2014-10-27,50.504000016726
2014-10-28,50.352737155506
2014-10-29,50.504000016726
2014-10-30,51.847570136974
2014-10-31,51.909854844535
2014-11-03,52.185687120877
2014-11-04,51.723000721852
2014-11-05,53.155548995758
2014-11-06,51.96324173673
2014-11-07,52.367310490515
2014-11-10,52.421186324353
2014-11-11,52.026096876208
2014-11-12,51.065311172764
2014-11-13,50.562470056943
2014-11-14,50.337987415951
2014-11-17,51.352648953233
2014-11-18,51.406524787071
2014-11-19,51.397545481432
2014-11-20,51.388566175792
2014-11-21,51.559172982946
2014-11-24,51.002456033286
2014-11-25,50.804911309214
2014-11-26,50.876745754331
2014-11-28,51.675903956261
2014-12-01,52.088952015686
2014-12-02,52.403227713074
2014-12-03,52.537917297669
2014-12-04,52.475062158191
2014-12-05,51.864469374694
2014-12-08,52.76239993866
2014-12-09,52.861172300697
2014-12-10,52.286496739758
2014-12-11,52.852192995057
2014-12-12,52.699544799183
2014-12-15,52.151807155163
2014-12-16,51.927324514172
2014-12-17,52.816275772498
2014-12-18,53.857875226699
2014-12-19,53.777061475942
2014-12-22,54.010523422574
2014-12-23,53.974606200015
2014-12-24,55.052122876775
2014-12-26,55.662715660272
2014-12-29,56.488811779121
2014-12-30,55.420274408001
2014-12-31,54.522343844034
2015-01-02,54.90845398654
2015-01-05,54.10031647897
2015-01-06,54.396633565079
2015-01-07,55.16885385009
2015-01-08,55.644757048992
2015-01-09,55.348439962883
